"","functional_group_name","year","fishing_entity_name","taxon_scientific_name","commercial_group_id","commercial_group_name","catch_status","catch_sum","cell_id","reporting_status_name","taxon_common_name","sector_type_name","fishing_entity_id","functional_group_id","sector_type_id","reporting_status","catch_status_name","taxon_key"
"1","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",0.00119517031722818,65912,"Reported","Bogue","Industrial",42,5,1,"R","Landings",600203
"2","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",4.61669446691363,66631,"Reported","Bogue","Industrial",42,5,1,"R","Landings",600203
"3","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",9.71070385412627e-05,65912,"Reported","Bogue","Artisanal",42,5,3,"R","Landings",600203
"4","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",0.360179209653194,66631,"Reported","Bogue","Artisanal",42,5,3,"R","Landings",600203
"5","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",0.000309000918248181,65912,"Unreported","Bogue","Industrial",42,5,1,"U","Landings",600203
"6","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",1.19360630780731,66631,"Unreported","Bogue","Industrial",42,5,1,"U","Landings",600203
"7","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",0.000120412727791166,65912,"Unreported","Bogue","Artisanal",42,5,3,"U","Landings",600203
"8","demersalmd",2010,"Croatia","Boops boops",3,"Perch-likes","R",0.446622219969961,66631,"Unreported","Bogue","Artisanal",42,5,3,"U","Landings",600203
"9","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.114906945271544,65912,"Reported","European anchovy","Industrial",42,1,1,"R","Landings",600066
"10","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",452.266937012189,66631,"Reported","European anchovy","Industrial",42,1,1,"R","Landings",600066
"11","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",5.28123132257609e-05,65912,"Reported","European anchovy","Artisanal",42,1,3,"R","Landings",600066
"12","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.199595316630875,66631,"Reported","European anchovy","Artisanal",42,1,3,"R","Landings",600066
"13","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.000595602058753415,65912,"Reported","European anchovy","Artisanal",42,1,3,"R","Landings",600066
"14","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",2.250978498039,66631,"Reported","European anchovy","Artisanal",42,1,3,"R","Landings",600066
"15","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.00953581831749885,65912,"Reported","European anchovy","Artisanal",42,1,3,"R","Landings",600066
"16","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",36.0390325695349,66631,"Reported","European anchovy","Artisanal",42,1,3,"R","Landings",600066
"17","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.0297081939621346,65912,"Unreported","European anchovy","Industrial",42,1,1,"U","Landings",600066
"18","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",116.929693463411,66631,"Unreported","European anchovy","Industrial",42,1,1,"U","Landings",600066
"19","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",6.54872683999435e-05,65912,"Unreported","European anchovy","Artisanal",42,1,3,"U","Landings",600066
"20","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.247498192622285,66631,"Unreported","European anchovy","Artisanal",42,1,3,"U","Landings",600066
"21","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.000738546552854234,65912,"Unreported","European anchovy","Artisanal",42,1,3,"U","Landings",600066
"22","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",2.79121333756836,66631,"Unreported","European anchovy","Artisanal",42,1,3,"U","Landings",600066
"23","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",0.0118244147136986,65912,"Unreported","European anchovy","Artisanal",42,1,3,"U","Landings",600066
"24","pelagicsm",2010,"Croatia","Engraulis encrasicolus",1,"Anchovies","R",44.6884003862233,66631,"Unreported","European anchovy","Artisanal",42,1,3,"U","Landings",600066
"25","pelagiclg",2010,"Croatia","Xiphias gladius",4,"Tuna & billfishes","R",5.6121136352183e-06,65912,"Reported","Swordfish","Industrial",42,3,1,"R","Landings",600226
"26","pelagiclg",2010,"Croatia","Xiphias gladius",4,"Tuna & billfishes","R",0.0503809445612998,66631,"Reported","Swordfish","Industrial",42,3,1,"R","Landings",600226
"27","pelagiclg",2010,"Croatia","Xiphias gladius",4,"Tuna & billfishes","R",2.80605681760915e-06,65912,"Reported","Swordfish","Industrial",42,3,1,"R","Landings",600226
"28","pelagiclg",2010,"Croatia","Xiphias gladius",4,"Tuna & billfishes","R",0.0251904722806499,66631,"Reported","Swordfish","Industrial",42,3,1,"R","Landings",600226
"29","pelagiclg",2010,"Croatia","Xiphias gladius",4,"Tuna & billfishes","R",8.41817045282745e-06,65912,"Reported","Swordfish","Industrial",42,3,1,"R","Landings",600226
"30","pelagiclg",2010,"Croatia","Xiphias gladius",4,"Tuna & billfishes","R",0.0755714168419497,66631,"Reported","Swordfish","Industrial",42,3,1,"R","Landings",600226
"31","pelagiclg",2010,"Croatia","Thunnus thynnus",4,"Tuna & billfishes","R",3.04015636183271e-05,65912,"Reported","Atlantic bluefin tuna","Industrial",42,3,1,"R","Landings",600147
"32","pelagiclg",2010,"Croatia","Thunnus thynnus",4,"Tuna & billfishes","R",0.379523278931778,66631,"Reported","Atlantic bluefin tuna","Industrial",42,3,1,"R","Landings",600147
"33","pelagiclg",2010,"Croatia","Thunnus thynnus",4,"Tuna & billfishes","R",0.000592030449409528,65912,"Reported","Atlantic bluefin tuna","Industrial",42,3,1,"R","Landings",600147
