"","functional_group_name","year","fishing_entity_name","taxon_scientific_name","commercial_group_id","commercial_group_name","catch_status","catch_sum","cell_id","reporting_status_name","taxon_common_name","sector_type_name","fishing_entity_id","functional_group_id","sector_type_id","reporting_status","catch_status_name","taxon_key"
"1","pelagiclg",2010,"Unknown Fishing Country","Coryphaena hippurus",3,"Perch-likes","D",9.95220169016942e-08,82206,"Unreported","Common dolphinfish","Industrial",213,3,1,"U","Discards",600006
"2","pelagiclg",2010,"USA","Coryphaena hippurus",3,"Perch-likes","R",0.0160921585245875,82206,"Unreported","Common dolphinfish","Recreational",187,3,4,"U","Landings",600006
"3","pelagiclg",2010,"USA","Coryphaena hippurus",3,"Perch-likes","R",0.10567336724515,82206,"Reported","Common dolphinfish","Artisanal",187,3,3,"R","Landings",600006
"4","pelagiclg",2010,"Mexico","Coryphaena hippurus",3,"Perch-likes","R",0.0682058921557922,82206,"Unreported","Common dolphinfish","Recreational",110,3,4,"U","Landings",600006
"5","pelagiclg",2010,"Mexico","Coryphaena hippurus",3,"Perch-likes","R",10.4901913405411,82206,"Unreported","Common dolphinfish","Artisanal",110,3,3,"U","Landings",600006
"6","pelagiclg",2010,"Mexico","Coryphaena hippurus",3,"Perch-likes","R",0.0132008127916176,82206,"Unreported","Common dolphinfish","Industrial",110,3,1,"U","Landings",600006
"7","pelagiclg",2010,"Mexico","Coryphaena hippurus",3,"Perch-likes","R",0.414607139459077,82206,"Reported","Common dolphinfish","Recreational",110,3,4,"R","Landings",600006
"8","pelagiclg",2010,"Mexico","Coryphaena hippurus",3,"Perch-likes","D",0.0416965354121864,82206,"Unreported","Common dolphinfish","Recreational",110,3,4,"U","Discards",600006
"9","pelagicmd",2010,"USA","Sarda chiliensis",4,"Tuna & billfishes","D",0.0596470284343796,82206,"Unreported","Eastern Pacific bonito","Recreational",187,2,4,"U","Discards",600113
"10","pelagicmd",2010,"Mexico","Sarda chiliensis",4,"Tuna & billfishes","R",0.0771373830511685,82206,"Unreported","Eastern Pacific bonito","Recreational",110,2,4,"U","Landings",600113
"11","pelagicmd",2010,"Mexico","Sarda chiliensis",4,"Tuna & billfishes","R",1.42704158644662,82206,"Unreported","Eastern Pacific bonito","Artisanal",110,2,3,"U","Landings",600113
"12","pelagicmd",2010,"Mexico","Sarda chiliensis",4,"Tuna & billfishes","R",3.85686915255843,82206,"Reported","Eastern Pacific bonito","Artisanal",110,2,3,"R","Landings",600113
"13","pelagiclg",2010,"USA","Kajikia audax",4,"Tuna & billfishes","D",0.0170852115755792,82206,"Unreported","Striped marlin","Recreational",187,3,4,"U","Discards",600223
"14","pelagiclg",2010,"USA","Kajikia audax",4,"Tuna & billfishes","R",0.256080362695112,82206,"Unreported","Striped marlin","Recreational",187,3,4,"U","Landings",600223
"15","pelagiclg",2010,"Mexico","Kajikia audax",4,"Tuna & billfishes","D",0.324546041590071,82206,"Unreported","Striped marlin","Recreational",110,3,4,"U","Discards",600223
"16","pelagiclg",2010,"Mexico","Kajikia audax",4,"Tuna & billfishes","R",0.530882292677324,82206,"Unreported","Striped marlin","Recreational",110,3,4,"U","Landings",600223
