"Country","sciname","Abundance","FeedingType","Trophic.group","Water.column","Diel.Activity","Habitat","Trophic.Level","genus.x","species.x","sciname2","class","family","genus.y","infraclass","infraorder","kingdom","order","phylum","species.y","subclass","subfamily","suborder","subphylum","superclass","superfamily","superkingdom","superorder","tribe"
"USA (FL)","Trichechus manatus",1,NA,NA,NA,NA,NA,NA,"Trichechus","manatus","Trichechus manatus","Mammalia","Trichechidae","Trichechus",NA,NA,"Metazoa","Sirenia","Chordata","Trichechus manatus",NA,NA,NA,"Craniata",NA,NA,"Eukaryota","Afrotheria",NA
"USA (NC2)","Lagodon rhomboides",6,"hunting macrofauna (predator)",NA,NA,NA,NA,4.4,"Lagodon","rhomboides","Lagodon rhomboides","Actinopteri","Sparidae","Lagodon","Teleostei",NA,"Metazoa","Spariformes","Chordata","Lagodon rhomboides","Neopterygii",NA,NA,"Craniata","Actinopterygii",NA,"Eukaryota",NA,NA
"USA (VA)"," ",1,NA,NA,NA,NA,NA,NA,"",NA," NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales"," ",2,NA,NA,NA,NA,NA,NA,"",NA," NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","Atherina presbyter",3,"selective plankton feeding",NA,NA,NA,NA,3.67,"Atherina","presbyter","Atherina presbyter","Actinopteri","Atherinidae","Atherina","Teleostei",NA,"Metazoa","Atheriniformes","Chordata","Atherina presbyter","Neopterygii","Atherininae",NA,"Craniata","Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
"Wales","Carcinus maenas",1,NA,"Benthic invertivore","benthic","","",NA,"Carcinus","maenas","Carcinus maenas","Malacostraca","Carcinidae","Carcinus",NA,"Brachyura","Metazoa","Decapoda","Arthropoda","Carcinus maenas","Eumalacostraca",NA,"Pleocyemata","Crustacea",NA,"Portunoidea","Eukaryota","Eucarida",NA
"Wales","Dicentrarchus labrax",1,"hunting macrofauna (predator)",NA,NA,NA,NA,3.47,"Dicentrarchus","labrax","Dicentrarchus labrax","Actinopteri","Moronidae","Dicentrarchus","Teleostei",NA,"Metazoa",NA,"Chordata","Dicentrarchus labrax","Neopterygii",NA,NA,"Craniata","Actinopterygii",NA,"Eukaryota",NA,NA
"Wales","Gobiusculus flavescens",1,"selective plankton feeding",NA,NA,NA,NA,3.18,"Gobiusculus","flavescens","Gobiusculus flavescens","Actinopteri","Gobiidae","Gobiusculus","Teleostei",NA,"Metazoa","Gobiiformes","Chordata","Gobiusculus flavescens","Neopterygii","Gobiinae","Gobioidei","Craniata","Actinopterygii",NA,"Eukaryota",NA,NA
"Wales","Palaemon serratus",4,NA,NA,NA,NA,NA,NA,"Palaemon","serratus","Palaemon serratus","Malacostraca","Palaemonidae","Palaemon",NA,"Caridea","Metazoa","Decapoda","Arthropoda","Palaemon serratus","Eumalacostraca",NA,"Pleocyemata","Crustacea",NA,"Palaemonoidea","Eukaryota","Eucarida",NA
"Wales","Pleuronectinae ",1,NA,NA,NA,NA,NA,NA,"Pleuronectinae",NA,"Pleuronectinae NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","Pollachius pollachius",1,"hunting macrofauna (predator)",NA,NA,NA,NA,4.32,"Pollachius","pollachius","Pollachius pollachius","Actinopteri","Gadidae","Pollachius","Teleostei",NA,"Metazoa","Gadiformes","Chordata","Pollachius pollachius","Neopterygii",NA,"Gadoidei","Craniata","Actinopterygii",NA,"Eukaryota",NA,NA
"Wales","Pomatoschistus minutus",2,"hunting macrofauna (predator)",NA,NA,NA,NA,3.22,"Pomatoschistus","minutus","Pomatoschistus minutus","Actinopteri","Gobiidae","Pomatoschistus","Teleostei",NA,"Metazoa","Gobiiformes","Chordata","Pomatoschistus minutus","Neopterygii","Gobiinae","Gobioidei","Craniata","Actinopterygii",NA,"Eukaryota",NA,NA
"Wales","Scyliorhinus canicula",3,"hunting macrofauna (predator)",NA,NA,NA,NA,3.82,"Scyliorhinus","canicula","Scyliorhinus canicula","Chondrichthyes","Scyliorhinidae","Scyliorhinus","Selachii",NA,"Metazoa","Carcharhiniformes","Chordata","Scyliorhinus canicula","Elasmobranchii",NA,NA,"Craniata",NA,NA,"Eukaryota","Galeoidea",NA
