(Intercept),factor(habitat),scale(act.ratio),scale(ENSPIEfish),scale(log.catch.rda),scale(log.mass.rda),scale(logchl),scale(logpop),scale(MDS1),scale(richness.fish),scale(sstmean),scale(temp),df,logLik,AICc,delta,weight
-2.517609990536105,NA,-0.15856794083612885,NA,NA,NA,NA,0.009918913274222032,2.04924039561817,NA,NA,NA,5,-32.40827551911747,75.11066868529376,4.671376151582919,0.00544844559046592
-2.6257464199167186,NA,NA,NA,1.5205517529015289,NA,NA,NA,NA,NA,NA,0.9215081701425375,4,-33.62104083896112,75.43720362914175,4.997911095430908,0.00462771341525438
-2.6066037997433757,NA,NA,NA,1.4029188915479747,NA,NA,NA,NA,NA,1.0064473472647357,NA,4,-33.80686571468952,75.80885338059855,5.369560846887708,0.00384294118718038
-2.798206971599293,NA,1.2163069364370336,NA,1.6913345068028354,NA,-0.45288729744366296,NA,NA,NA,NA,NA,5,-32.76986104276733,75.83383973259349,5.394547198882648,0.00379522930362895
-2.7375150172171665,NA,0.7302010458016486,NA,1.6372867166532812,NA,NA,NA,NA,NA,NA,0.544186591477021,5,-32.86621942023092,76.02655648752066,5.587263953809824,0.00344659385215658
-2.724289834284864,NA,0.7908410734649436,NA,1.5815925001089932,NA,NA,NA,NA,NA,0.544168717091095,NA,5,-32.95706688394901,76.20825141495685,5.768958881246007,0.00314728126726558
-2.4786323326021433,NA,NA,NA,1.8681196440602368,NA,NA,NA,NA,NA,NA,NA,3,-35.2660157704915,76.64853639535193,6.2092438616410845,0.00252539251013985
-2.701464071382846,NA,1.0511999402102736,0.10557018975391719,1.7584873931512437,NA,NA,NA,NA,NA,NA,NA,5,-33.257830814939275,76.80977927693738,6.370486743226536,0.00232978283509949
-2.739842934839147,NA,1.0381848527348068,NA,1.872378512055004,NA,NA,0.17764170833212614,NA,NA,NA,NA,5,-33.2670588318459,76.82823531075063,6.388942777039787,0.00230838245311636
-2.694672057965711,NA,1.0587290543472236,NA,1.756848295134021,NA,NA,NA,NA,0.09990872046209193,NA,NA,5,-33.276110030253996,76.84633770756682,6.407045173855977,0.00228758309707791
-2.712631067455521,+,1.0179674937511225,NA,1.833197895066549,NA,NA,NA,NA,NA,NA,NA,5,-33.30266930604569,76.89945625915021,6.460163725439372,0.00222762627597585
-2.660350543234143,NA,NA,NA,1.4338529494077528,NA,-0.24919952896741657,NA,NA,NA,NA,0.9545211650906598,5,-33.456633464287044,77.20738457563291,6.768092041922074,0.00190975012724054
-2.6523810265093735,NA,NA,NA,1.6226201324343887,NA,NA,NA,NA,-0.14092541952916793,NA,0.9214194105005902,5,-33.563863140497496,77.42184392805382,6.982551394342977,0.00171556544849863
-2.6574864399954867,NA,NA,NA,1.5503756623557,NA,NA,0.15302780815570605,NA,NA,NA,0.9360033641188084,5,-33.59102254535633,77.47616273777149,7.036870204060648,0.00166959875150029
-2.7582448666433295,NA,NA,NA,NA,1.3458637650045797,NA,NA,NA,NA,1.1796784220465582,NA,4,-34.66488686515914,77.5248956815378,7.0856031478269585,0.00162940816041294
-2.625314837561201,NA,NA,0.017343226094991233,1.5079318090454872,NA,NA,NA,NA,NA,NA,0.9245579553996089,5,-33.61967560502037,77.53346885709956,7.094176323388723,0.00162243850798809
-2.629662450128063,+,NA,NA,1.5231867661276082,NA,NA,NA,NA,NA,NA,0.9206946135327934,5,-33.62095315422601,77.53602395551084,7.096731421800001,0.00162036708641424
-2.6856389227781348,NA,NA,NA,1.438469403768215,NA,NA,0.3398927758552689,NA,NA,1.094297953235135,NA,5,-33.680634300462366,77.65538624798356,7.216093714272716,0.00152649090315263
-2.6080895993300186,NA,NA,-0.04884199617087093,1.4341192015776514,NA,NA,NA,NA,NA,1.004991613417987,NA,5,-33.796004345325834,77.8861263377105,7.4468338039996524,0.0013601588971017
-2.61261452855335,NA,NA,NA,1.4448996547926374,NA,NA,NA,NA,-0.05358646467009098,0.9958653426516725,NA,5,-33.798478829506145,77.89107530607112,7.451782772360275,0.00135679736617091
-2.5843182312981963,+,NA,NA,1.3848866893531402,NA,NA,NA,NA,NA,1.0151176823736279,NA,5,-33.80398330691184,77.9020842608825,7.462791727171663,0.00134934942304763
-2.6085799084157415,NA,NA,NA,1.396587923884518,NA,-0.03168156305837768,NA,NA,NA,0.9980850085361087,NA,5,-33.804601755677346,77.90332115841352,7.464028624702678,0.00134851517755834
-2.4957576942144746,NA,NA,NA,1.8164258426636795,NA,-0.16211208985210243,NA,NA,NA,NA,NA,4,-35.20337529458611,78.60187254039172,8.162580006680884,0.000950971131999584
-2.4959951265939706,NA,NA,NA,1.9522319391331637,NA,NA,NA,NA,-0.1277381147054832,NA,NA,4,-35.2184347993996,78.63199155001871,8.19269901630787,0.000936757273125326
-2.5505430343580975,+,NA,NA,1.9076825052934745,NA,NA,NA,NA,NA,NA,NA,4,-35.23516388696136,78.66544972514222,8.226157191431383,0.000921216532323282
-2.4894692811666563,NA,NA,NA,1.8785763545540937,NA,NA,0.08993496485440704,NA,NA,NA,NA,4,-35.25395473128138,78.70303141378227,8.263738880071429,0.000904067720798037
-2.478831987536536,NA,NA,-0.01860131243940782,1.8791384879723518,NA,NA,NA,NA,NA,NA,NA,4,-35.264518243457815,78.72415843813513,8.284865904424294,0.000894567854735405
-2.970886822984241,NA,1.157291207235362,NA,NA,1.6282868442131635,-0.6674107072840643,NA,NA,NA,NA,NA,5,-34.22976773328406,78.75365311362695,8.314360579916112,0.000881472161094651
-2.818586989007787,NA,0.8449115001821061,NA,NA,1.7343627070485694,NA,NA,NA,NA,NA,NA,4,-35.30320888332858,78.80153971787666,8.362247184165824,0.000860617468224624
-2.838337232921236,NA,0.5051391152656973,NA,NA,1.388897418199946,NA,NA,NA,NA,0.9298462163333715,NA,5,-34.30508226280281,78.90428217266445,8.464989638953611,0.000817522880314877
-2.7228764902993556,NA,NA,NA,NA,1.414091770659669,NA,NA,NA,NA,NA,0.8715166838573667,4,-35.39320834899537,78.98153864921025,8.54224611549941,0.000786545563076956
-2.667804061473651,NA,NA,NA,NA,1.865599370572704,NA,NA,NA,NA,NA,NA,3,-36.54398877115262,79.20448239667417,8.765189862963325,0.000703578023864567
-2.7684659659338227,NA,NA,NA,NA,1.3381617923869396,-0.17478014754602333,NA,NA,NA,1.1157827115533627,NA,5,-34.59465645408604,79.48343055523091,9.04413802152007,0.000611983119275825
-2.7449388006504787,NA,NA,NA,NA,1.361733104255443,NA,-0.08822266332350609,NA,NA,1.148651944492281,NA,5,-34.655959509673544,79.60603666640591,9.166744132695072,0.000575593477711064
-2.765286599688678,NA,NA,-0.03296971572638599,NA,1.3742582771000509,NA,NA,NA,NA,1.1818066436718975,NA,5,-34.66026361274543,79.61464487254969,9.175352338838849,0.000573121387936435
-2.7512636432383824,NA,NA,NA,NA,1.3169832692772618,NA,NA,NA,0.0303295707246095,1.1846278911629589,NA,5,-34.6623629015081,79.61884345007502,9.179550916364178,0.000571919502640639
-2.7542267134093428,+,NA,NA,NA,1.3419618936317923,NA,NA,NA,NA,1.1811190126242912,NA,5,-34.664832997496625,79.62378364205208,9.184491108341234,0.000570508549883174
-2.77978758350975,NA,NA,NA,NA,1.3146450969023324,-0.4481619347424811,NA,NA,NA,NA,0.9347076476784979,5,-34.86670291827537,80.02752348360957,9.58823094989873,0.000466220284084514
-2.8099428605599286,NA,0.574527808131353,NA,NA,1.4863922089673922,NA,NA,NA,NA,NA,0.557287301856531,5,-34.9504620267488,80.19504170055643,9.75574916684559,0.000428760773810965
-2.462404765083466,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836376912730926,NA,3,-37.16429072556882,80.44508630550656,10.005793771795723,0.000378371616120315
-2.7708572070298993,NA,0.840301179045036,NA,NA,1.7483685951294954,NA,-0.4134655878026685,NA,NA,NA,NA,5,-35.07711933215484,80.4483563113685,10.009063777657659,0.000377753482881493
-2.7976710449845825,NA,0.9587435533651654,NA,NA,1.5421001046228526,NA,NA,NA,0.23310744265187372,NA,NA,5,-35.16738820757368,80.62889406220619,10.189601528495345,0.000345147874093831
-2.5080088930363695,NA,NA,NA,1.8933013701265178,NA,-0.14117999022805267,NA,NA,-0.10547456099698811,NA,NA,5,-35.1719081289724,80.63793390500362,10.19864137129278,0.000343591353158071
-2.6952833027071845,NA,NA,NA,NA,1.78976041536753,-0.3675686640204167,NA,NA,NA,NA,NA,4,-36.22174286113661,80.63860767349274,10.199315139781902,0.000343475622139697
-2.5561189890602405,+,NA,NA,1.8538939085590969,NA,-0.15168882889214247,NA,NA,NA,NA,NA,5,-35.1811622054052,80.65644205786923,10.217149524158387,0.000340426399462639
-2.801094527723677,NA,0.9077507350878606,0.1793190519916466,NA,1.5868120148013891,NA,NA,NA,NA,NA,NA,5,-35.1842836510619,80.66268494918262,10.223392415471778,0.000339365433691564
-2.5090421970936823,NA,NA,NA,1.826943676009608,NA,-0.1673580176347056,0.10365382710199755,NA,NA,NA,NA,5,-35.18796308169301,80.67004381044485,10.230751276734011,0.000338119056505039
-2.519708347430573,NA,NA,NA,1.9910224631348048,NA,NA,0.1473730470795588,NA,-0.15467605215880004,NA,NA,5,-35.19043761297424,80.67499287300731,10.235700339296471,0.000337283404672649
-2.4963039746083275,NA,NA,-0.024850940796626492,1.8309109076793115,NA,-0.16345190510548685,NA,NA,NA,NA,NA,5,-35.20068821189398,80.69549407084679,10.25620153713595,0.000333843707366544
-2.535149170245834,+,NA,NA,1.9596474383930975,NA,NA,NA,NA,-0.10296607198503924,NA,NA,5,-35.209577686251485,80.7132730195618,10.273980485850956,0.000330889163915938
-2.497829728075109,NA,NA,0.032737433124894896,1.9443703960789818,NA,NA,NA,NA,-0.14538837551050132,NA,NA,5,-35.21461684202798,80.72335133111478,10.284058797403944,0.000329225955975659
-2.564365539931272,+,NA,NA,1.9205711202502918,NA,NA,0.0966144139317443,NA,NA,NA,NA,5,-35.22166943480647,80.73745651667177,10.29816398296093,0.000326912227857377
-2.5500136542149443,+,NA,-0.013631330571226022,1.9154569372592065,NA,NA,NA,NA,NA,NA,NA,5,-35.23435544881074,80.7628285446803,10.323536010969462,0.00032279120967166
-2.489869794250273,NA,NA,-0.020170049561552494,1.8907520410359173,NA,NA,0.09099657157171953,NA,NA,NA,NA,5,-35.25220648560176,80.79853061826235,10.359238084551507,0.000317080177490209
-2.692865342341331,NA,NA,NA,NA,1.4559846209835752,NA,-0.30863073596229385,NA,NA,NA,0.8336486005045443,5,-35.25952911961077,80.81317588628036,10.373883352569521,0.000314766795759942
-2.872971272904587,+,0.8273377085104963,NA,NA,1.7798160546898805,NA,NA,NA,NA,NA,NA,5,-35.29106744925719,80.87625254557321,10.436960011862368,0.000304994487928376
-2.6498438510004654,NA,NA,NA,NA,1.9160986129498523,NA,-0.3426503522010125,NA,NA,NA,NA,4,-36.36887285495864,80.93286766113678,10.493575127425942,0.000296481892662995
-2.707759909973844,NA,NA,0.1170695689706315,NA,1.3014154497092902,NA,NA,NA,NA,NA,0.9086172830227315,5,-35.336505777853446,80.96712920276572,10.527836669054878,0.000291446185233092
-2.51750658655529,NA,NA,NA,NA,NA,NA,NA,NA,0.43422171000126214,1.78373985290839,NA,4,-36.39534370508466,80.98580936138885,10.546516827678005,0.000288736727719067
-2.834371349680472,+,NA,NA,NA,1.9894861281411258,NA,NA,NA,NA,NA,NA,4,-36.43548797147335,81.0660978941662,10.626805360455364,0.000277375179885753
-2.7138394302762134,NA,NA,NA,NA,1.3742137943954562,NA,NA,NA,0.04401314802830777,NA,0.8794709045492431,5,-35.38790767457522,81.06993299620926,10.63064046249842,0.000276843808454953
-2.7515948783952884,+,NA,NA,NA,1.4421678714259487,NA,NA,NA,NA,NA,0.8606102937485485,5,-35.39019275273302,81.07450315252487,10.635210618814028,0.000276211920946255
-2.673813353326361,NA,NA,NA,NA,1.890815774709217,NA,NA,NA,-0.0327782813106055,NA,NA,4,-36.54102780604679,81.2771775633131,10.837885029602262,0.000249592901155691
-2.6647631813765207,NA,NA,0.025140801034504646,NA,1.8471310888605676,NA,NA,NA,NA,NA,NA,4,-36.54146985257535,81.2780616563702,10.838769122659357,0.00024948259386246
-2.235612432504335,+,NA,NA,NA,NA,NA,NA,NA,NA,1.862480284100476,NA,4,-36.542976336492835,81.28107462420519,10.841782090494348,0.000249107035304602
-2.498586662163986,NA,NA,0.27706394958017205,NA,NA,NA,NA,NA,NA,1.7561263126500593,NA,4,-36.76015167340203,81.71542529802358,11.276132764312734,0.000200478563907799
-2.6024450468985743,NA,0.6828038566867971,NA,NA,NA,NA,NA,NA,0.5604132982640442,1.4233728389548914,NA,5,-35.82385235705395,81.94182236116673,11.502529827455888,0.00017902201664276
-2.4957080665463494,NA,0.3590545239361347,NA,NA,NA,NA,NA,NA,NA,1.648869514026918,NA,4,-36.96304648003504,82.1212149112896,11.681922377578758,0.000163663504999844
-2.474573275356165,NA,NA,NA,NA,NA,-0.2503315866341364,NA,NA,NA,1.7281213218314873,NA,4,-37.03631540298462,82.26775275718876,11.828460223477919,0.000152100821190893
-2.7598377325558,NA,1.7300207669748582,NA,NA,NA,-1.0370614244249607,NA,NA,0.8668332496625764,NA,NA,5,-36.05874867779143,82.41161500264168,11.972322468930841,0.000141544262243509
-2.4938821656464247,NA,NA,NA,NA,NA,NA,0.19629813849111982,NA,NA,1.8786570598069265,NA,4,-37.11025914796749,82.4156402471545,11.976347713443658,0.000141259673591842
-2.676910759711459,NA,NA,NA,NA,1.8458019987816665,-0.34956836686371356,-0.34025083703225,NA,NA,NA,NA,5,-36.061968976360234,82.4180555997793,11.978763066068453,0.000141089180601043
-2.5084177330830384,NA,NA,0.4507052370498895,NA,NA,NA,NA,NA,NA,NA,1.524685678090563,4,-37.154590003674095,82.50430195856771,12.065009424856868,0.000135134286328188
-2.850725460050183,+,NA,NA,NA,1.911117280973372,-0.35924785484479566,NA,NA,NA,NA,NA,5,-36.131662038645935,82.5574417243507,12.118149190639855,0.000131591064110434
-2.4508955280272047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558588610723553,3,-38.24968866546802,82.61588218530497,12.176589651594128,0.000127801577351688
-2.5039712259426272,NA,NA,NA,NA,NA,-0.6141904711617878,NA,NA,NA,NA,1.5019745992701352,4,-37.24512605072916,82.68537405267784,12.246081518967003,0.000123437252561184
-2.5314004835593797,NA,NA,NA,NA,NA,-0.30249655264344266,NA,NA,0.44722493353240556,1.6468596570107232,NA,5,-36.22001136618453,82.73414037942788,12.294847845717044,0.00012046385954424
-2.698304041960097,NA,NA,-0.01828676697391994,NA,1.8035540282219804,-0.3708361354375818,NA,NA,NA,NA,NA,5,-36.22042417540336,82.73496599786554,12.295673464154703,0.000120414141215283
-2.699402334291509,NA,NA,NA,NA,1.8065836931730486,-0.36633875392117365,NA,NA,-0.01999000578337866,NA,NA,5,-36.22066793972226,82.73545352650335,12.296160992792508,0.00012038479212144
-2.8353595573991357,+,NA,NA,NA,2.0582855447381228,NA,-0.38384033426261316,NA,NA,NA,NA,5,-36.23112901564884,82.7563756783565,12.317083144645665,0.000119132001862473
-2.2641555907518733,+,0.4705606036270421,NA,NA,NA,NA,NA,NA,NA,1.6304885617142977,NA,5,-36.233493265133596,82.76110417732602,12.321811643615177,0.000118850676780834
-2.371473776740702,+,NA,NA,NA,NA,NA,NA,NA,0.313425355205218,1.8095522919847054,NA,5,-36.26095933734595,82.81603632175073,12.376743788039889,0.000115630737472973
-2.5657902832052457,NA,0.5893061129355988,0.3845309147968333,NA,NA,NA,NA,NA,NA,1.4194629453281284,NA,5,-36.28571228248547,82.86554221202977,12.426249678318925,0.000112803669645138
-2.4962449357952377,NA,NA,NA,NA,NA,NA,NA,NA,0.47257930313038593,NA,1.5037071339258026,4,-37.36424549955907,82.92361295033766,12.484320416626815,0.000109575466285464
-2.28994413754288,+,NA,0.20843550327676585,NA,NA,NA,NA,NA,NA,1.795929901393001,NA,5,-36.33475631253309,82.963630272125,12.524337738414161,0.000107404796454431
-2.5229978980282604,NA,NA,0.10250030200090816,NA,NA,NA,NA,NA,0.37407759964185516,1.7612783670493637,NA,5,-36.35764421740882,83.00940608187646,12.570113548165622,0.00010497444461614
-2.6553618773148022,NA,NA,NA,NA,1.941171412304486,NA,-0.34481615787582265,NA,-0.03360161322364599,NA,NA,5,-36.3655830145353,83.02528367612942,12.585991142418578,0.00010414437304135
-2.6509178761887857,NA,NA,-0.008989819582644928,NA,1.9232795388739172,NA,-0.3452762040444963,NA,NA,NA,NA,5,-36.36855423577183,83.03122611860249,12.591933584891649,0.000103835396314918
-2.531643556585198,NA,NA,NA,NA,NA,NA,0.11246477970678376,NA,0.42855457989123036,1.8039472909522054,NA,5,-36.375733836699766,83.04558532045836,12.606292786747517,0.000103092569398444
-2.541870941622785,NA,NA,NA,NA,NA,-0.6276510130461197,NA,NA,0.4602738799995385,NA,1.425319865040122,5,-36.381914030636786,83.0579457083324,12.618653174621556,0.000102457402076385
-2.2454044383073515,+,NA,NA,NA,NA,-0.2575440795390085,NA,NA,NA,1.7499738126370994,NA,5,-36.405949495774514,83.10601663860785,12.666724104897014,0.000100024150072932
-2.839162861704975,+,NA,NA,NA,1.9619971382329582,NA,NA,NA,0.04762329299670466,NA,NA,5,-36.43025337427848,83.15462439561578,12.715331861904943,9.76224784663829e-05
