(Intercept),factor(habitat),scale(act.ratio),scale(ENSPIEfish),scale(log.catch.rda),scale(log.mass.rda),scale(logchl),scale(logpop),scale(MDS1),scale(richness.fish),scale(sstmean),scale(temp),df,logLik,AICc,delta,weight
-2.8307900647247135,+,NA,0.020215793756680735,NA,1.9732686490988334,NA,NA,NA,NA,NA,NA,5,-36.43384940604763,83.16181645915408,12.722523925443241,9.72720553763399e-05
-2.540332706834146,NA,NA,0.3708740481402527,NA,NA,-0.5177585712980243,NA,NA,NA,NA,1.478265342976203,5,-36.48884916029527,83.27181596764936,12.832523433938519,9.20665783501908e-05
-2.2654910551722685,+,NA,NA,NA,NA,NA,0.19014228677681147,NA,NA,1.9021002084597614,NA,5,-36.49044839453923,83.27501443613728,12.835721902426442,9.19194599950797e-05
-2.6720747527645523,NA,NA,0.04115402168072721,NA,1.8747430970361947,NA,NA,NA,-0.05147688085091207,NA,NA,5,-36.53519915483795,83.36451595673472,12.92522342302388,8.78966768983855e-05
-2.275812843666574,+,NA,NA,NA,NA,-0.6293950355842286,NA,NA,NA,NA,1.5210692245273028,5,-36.607896312344465,83.50991027174776,13.070617738036916,8.173357245247e-05
-2.5811497482688432,NA,0.5985277931465396,0.5356838272323177,NA,NA,NA,NA,NA,NA,NA,1.2129625635029266,5,-36.610664354424856,83.51544635590854,13.076153822197696,8.15076433194714e-05
-2.234842321487215,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5770037607140943,4,-37.676972937263365,83.54906782574625,13.109775292035408,8.01488927302723e-05
-2.537082723642235,NA,0.554389777051198,NA,NA,NA,-0.42003988263850545,NA,NA,NA,1.373234236247127,NA,5,-36.64141804430571,83.57695373567024,13.137661201959403,7.90391349585668e-05
-2.5898417096291135,NA,0.627174980281873,NA,NA,NA,-0.7344356174210747,NA,NA,NA,NA,1.1863038651775577,5,-36.668298083305665,83.63071381367016,13.191421279959314,7.69428601211202e-05
-2.5056216552159176,NA,NA,0.2617992815010942,NA,NA,-0.2074394034963432,NA,NA,NA,1.6701993578974985,NA,5,-36.676522933840786,83.6471635147404,13.207870981029558,7.63126119981086e-05
-2.589394604070489,NA,0.7154883207000835,NA,NA,NA,NA,NA,NA,0.6099641552559278,NA,1.1271357618127866,5,-36.710921776121275,83.71596119930138,13.276668665590535,7.37321828246276e-05
-2.5263090629231217,NA,NA,0.2751835688332533,NA,NA,NA,0.18197299428603148,NA,NA,1.7937806854954523,NA,5,-36.71352607974389,83.72116980654661,13.281877272835771,7.35404116573557e-05
-2.333344276786189,+,NA,0.4043097993649286,NA,NA,NA,NA,NA,NA,NA,1.5372665767434381,5,-36.8615799454554,84.01727753796962,13.577985004258778,6.34201229568947e-05
-2.5210661288022025,NA,0.34111067171392645,NA,NA,NA,NA,0.15824821574895584,NA,NA,1.6954574702953793,NA,5,-36.93096607403275,84.15604979512433,13.716757261413491,5.91688416174071e-05
-2.5183752557116073,NA,NA,0.3309993231727222,NA,NA,NA,NA,NA,0.2626899986328144,NA,1.500204785751737,5,-36.96973798636639,84.2335936197916,13.794301086080765,5.69186563479542e-05
-2.512276916066695,NA,NA,NA,NA,NA,-0.26514911516882883,0.22364569223407296,NA,NA,1.7710820412581616,NA,5,-36.969954245312145,84.23402613768312,13.794733603972276,5.69063485102265e-05
-2.488572504691942,NA,0.36226948413120896,NA,NA,NA,NA,NA,NA,NA,NA,1.3675681360594685,4,-38.030222757894535,84.25556746700858,13.816274933297734,5.62967182681429e-05
-2.5000874855221453,NA,NA,0.4489010597982277,NA,NA,NA,-0.06899356438975907,NA,NA,NA,1.5226368921830429,5,-37.146522801278586,84.587163249616,14.147870715905157,4.76955619200237e-05
-2.4407220457528522,NA,NA,NA,NA,NA,NA,-0.09029177594993715,NA,NA,NA,1.556943526414408,4,-38.235583126394665,84.66628820400885,14.22699567029801,4.58454462279893e-05
-2.6598665635444427,NA,1.4415542172361266,0.589301020828134,NA,NA,-0.8471058313511374,NA,NA,NA,NA,NA,5,-37.239872999792816,84.77386364664446,14.334571112933617,4.34446690916143e-05
-2.503391337099913,NA,NA,NA,NA,NA,-0.6137099458459364,-0.0039040691787698588,NA,NA,NA,1.5017668666484858,5,-37.24510328355927,84.78432421417736,14.34503168046652,4.32180343427983e-05
-2.3800409119696604,+,NA,NA,NA,NA,NA,NA,NA,0.3754176945077,NA,1.523333437975528,5,-37.27230392346557,84.83872549398997,14.399432960279128,4.20583201401211e-05
-2.4846700651068616,NA,NA,NA,NA,NA,NA,-0.12920719081174997,NA,0.4752774885800059,NA,1.5057514605700615,5,-37.33384056995418,84.96179878696718,14.522506253256338,3.95482159068149e-05
-2.265898147881127,+,0.47014570068928524,NA,NA,NA,NA,NA,NA,NA,NA,1.3399999380015633,5,-37.34690566720173,84.98792898146229,14.548636447751448,3.90348753443205e-05
-2.612815268683022,NA,1.3902571214240873,NA,NA,NA,NA,NA,NA,0.8087637847345366,NA,NA,4,-38.53048443296037,85.25609081714026,14.81679828342942,3.4136751765228e-05
-2.2235034555806186,+,NA,NA,NA,NA,NA,-0.09947197814338149,NA,NA,NA,1.576364883213019,5,-37.65935907040779,85.6128357878744,15.173543254163562,2.85598556425923e-05
-2.5780915793218777,NA,1.2466592193514847,0.6888454106844486,NA,NA,NA,NA,NA,NA,NA,NA,4,-38.803981412820406,85.80308477686032,15.363792243149476,2.59683266187895e-05
-2.6040585877732814,NA,1.2954046300572515,NA,NA,NA,-0.9623564807249007,NA,NA,NA,NA,NA,4,-38.90245806388278,86.00003807898509,15.560745545274244,2.35329351889685e-05
-2.3526774255875367,+,1.4743610848683861,NA,NA,NA,-0.9938374687565692,NA,NA,NA,NA,NA,5,-37.926328128476655,86.14677390401214,15.707481370301295,2.18681890240019e-05
-2.622043865816787,NA,1.384886719303885,0.4266358854793069,NA,NA,NA,NA,NA,0.5598285579881962,NA,NA,5,-37.983410539471755,86.26093872600234,15.821646192291496,2.06548594021999e-05
-2.47360711711063,NA,0.37767828592225694,NA,NA,NA,NA,-0.13801322104423275,NA,NA,NA,1.3548415457149532,5,-37.9998597631746,86.29383717340802,15.854544639697181,2.03178821049716e-05
-2.606972099523479,NA,1.4538303494102092,NA,NA,NA,NA,-0.2586495223784954,NA,0.8219042849484628,NA,NA,5,-38.41938340877341,87.13288446460565,16.69359193089481,1.33561605732147e-05
-2.393993216789918,+,1.3088119433585694,0.6353136507921813,NA,NA,NA,NA,NA,NA,NA,NA,5,-38.45363822133421,87.20139408972724,16.762101556016404,1.29063950908105e-05
-2.5764715283876143,+,1.3965669602072872,NA,NA,NA,NA,NA,NA,0.7776751545770176,NA,NA,5,-38.52106943805147,87.33625652316177,16.896963989450924,1.20647950922757e-05
-2.566071908165628,NA,1.2692557094501766,0.686222104529751,NA,NA,NA,-0.16126133134545417,NA,NA,NA,NA,5,-38.7636908711207,87.82149938930023,17.382206855589388,9.46565781720033e-06
-2.515614624062258,NA,1.0706548613148188,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-40.91827161230267,87.95304807897426,17.51375554526342,8.86309421083461e-06
-2.590129433291114,NA,1.3038307555142805,NA,NA,NA,-0.9484891197804027,-0.11371531949162578,NA,NA,NA,NA,5,-38.886535135425376,88.06718791790958,17.627895384198737,8.3714408806379e-06
-2.2766318333612627,+,1.2124022192602941,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-40.08442172660463,88.36396540442877,17.924672870717927,7.21698499269862e-06
-2.531595599076931,NA,NA,NA,NA,NA,-0.8871234347908056,NA,NA,0.6408341608152228,NA,NA,4,-40.45501717036026,89.10515629194003,18.665863758229193,4.98205188309078e-06
-2.501698751970146,NA,NA,0.5744538697606951,NA,NA,NA,NA,NA,NA,NA,NA,3,-41.865580318440074,89.84766549124907,19.408372957538234,3.43695955833919e-06
-2.4991652197035608,NA,NA,NA,NA,NA,NA,NA,NA,0.6215447218877044,NA,NA,3,-41.87903819050231,89.87458123537354,19.4352887016627,3.39101524608712e-06
-2.5065857193854653,NA,1.0986446286138072,NA,NA,NA,NA,-0.15261560180366432,NA,NA,NA,NA,4,-40.88283045101945,89.96078285325842,19.52149031954758,3.24796468772836e-06
-2.525066616001472,NA,NA,0.489747919810959,NA,NA,-0.7309117718933444,NA,NA,NA,NA,NA,4,-40.920584815484446,90.0362915821884,19.596999048477556,3.12762579812222e-06
-2.502010540987631,NA,NA,NA,NA,NA,-0.8468894425840159,NA,NA,NA,NA,NA,3,-42.00763056896655,90.13176599230202,19.69247345859118,2.98182932823913e-06
-2.265630263535143,+,1.2469270484613006,NA,NA,NA,NA,-0.17368189155825597,NA,NA,NA,NA,5,-40.03885808233092,90.37183381172066,19.932541278009822,2.6445556923826e-06
-2.4728732059739977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-43.302587869961386,90.66314675441552,20.22385422070468,2.28609837849083e-06
-2.5397178085452863,NA,NA,0.25547413698205534,NA,NA,-0.8201377999847357,NA,NA,0.4990114601423796,NA,NA,5,-40.24577775451618,90.78567315609119,20.34638062238035,2.15024846121646e-06
-2.5128454120555457,NA,NA,0.3870346058020989,NA,NA,NA,NA,NA,0.4134507667490374,NA,NA,4,-41.405758965843006,91.00663988290552,20.567347349194677,1.92533510943404e-06
-2.2987955648232905,+,NA,NA,NA,NA,-0.8648563113594763,NA,NA,NA,NA,NA,4,-41.48791455984835,91.1709510709162,20.731658537205362,1.77348128289029e-06
-2.5352432197323056,NA,NA,NA,NA,NA,-0.8867224185628291,0.09720609557614618,NA,0.6376794184441866,NA,NA,5,-40.439016644640745,91.17215093634032,20.732858402629475,1.77241763254568e-06
-2.5355910224713667,+,NA,NA,NA,NA,-0.8872187083019281,NA,NA,0.6445362344318941,NA,NA,5,-40.454912662303705,91.20394297166624,20.764650437955396,1.74446599895683e-06
-2.3710779776862303,+,NA,0.5332436047505339,NA,NA,NA,NA,NA,NA,NA,NA,4,-41.69195034478402,91.57902264078754,21.1397301070767,1.44615550069448e-06
-2.372070627239083,+,NA,0.43981195728369643,NA,NA,-0.7551969926779523,NA,NA,NA,NA,NA,5,-40.68200137437182,91.65812039580247,21.21882786209163,1.39007788641308e-06
-2.2833650232303313,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-42.83537482648053,91.78725450732999,21.34796197361915,1.3031608327745e-06
-2.507039052602462,NA,NA,0.5747947158512662,NA,NA,NA,0.13463299927256087,NA,NA,NA,NA,4,-41.834633992849426,91.86438993691837,21.42509740320753,1.25385776207574e-06
-2.502727568419135,NA,NA,NA,NA,NA,NA,0.12996183572105519,NA,0.6217528586462712,NA,NA,4,-41.84916250137633,91.89344695397216,21.454154420261318,1.23577277097184e-06
-2.5082496366995235,+,NA,NA,NA,NA,NA,NA,NA,0.6303879488744795,NA,NA,4,-41.87847735851155,91.95207666824263,21.512784134531785,1.20007210530559e-06
-2.533422659116341,NA,NA,0.4889691065149982,NA,NA,-0.7371534855886176,0.14607006458558752,NA,NA,NA,NA,5,-40.88694544028239,92.0680085276236,21.628715993912763,1.13248656260241e-06
-2.5126520228830143,NA,NA,NA,NA,NA,-0.8568373689638646,0.16790719642069285,NA,NA,NA,NA,4,-41.964374754897875,92.12387146101526,21.684578927304415,1.10129223164259e-06
-2.478705642505325,NA,NA,NA,NA,NA,NA,0.14263350197786007,NA,NA,NA,NA,3,-43.26873578012667,92.65397641462226,22.214683880911423,8.44873615348352e-07
-2.5175013592986684,NA,NA,0.38839043138917007,NA,NA,NA,0.14008066816176112,NA,0.4146504033992016,NA,NA,5,-41.37157617362779,93.0372699943144,22.59797746060356,6.97526327630281e-07
-2.4938701219871566,+,NA,0.39025219491771057,NA,NA,NA,NA,NA,0.39385366672801714,NA,NA,5,-41.40346879676961,93.10105524059804,22.661762706887203,6.75631382763821e-07
-2.3083749521132932,+,NA,NA,NA,NA,-0.874016104376154,0.17282442312112395,NA,NA,NA,NA,5,-41.44159250309472,93.17730265324826,22.73801011953742,6.50358617007926e-07
-2.374164871361446,+,NA,0.5334826880957974,NA,NA,NA,0.1490020918895143,NA,NA,NA,NA,5,-41.65385797368024,93.6018335944193,23.162541060708463,5.25977511823873e-07
-2.2881069573533197,+,NA,NA,NA,NA,NA,0.15200075663962515,NA,NA,NA,NA,4,-42.796833634484884,93.78878922018927,23.34949668647843,4.79038344690183e-07
-2.5102976422773144,+,NA,NA,NA,NA,NA,0.1296476058005816,NA,0.6291313880672569,NA,NA,5,-41.84877697182291,93.99167159070464,23.5523790569938,4.32827584505083e-07
