"","c.0.00417524995282292..0.00417524995282292..0.00363359996117651..","c.2.88924998044968..2.88924998044968..2.73159999847412..2.73159999847412..","c.2.32225003838539..2.32225003838539..2.15240004062653..2.15240004062653..","c.1.74825003743172..1.74825003743172..1.5842000246048..1.5842000246048..","c.1.14100001752377..1.14100001752377..1.14740000963211..1.14740000963211..","c.0.674249991774559..0.674249991774559..0.678799998760223..0.678799998760223..","c.0.604999989271164..0.604999989271164..0.606599986553192..0.606599986553192..","c.0.540999993681908..0.540999993681908..0.541399991512299..0.541399991512299..","c.0.204250004142523..0.204250004142523..0.198400002717972..0.198400002717972..","c.0.18274999782443..0.18274999782443..0.175599998235703..0.175599998235703..","c.0.159000001847744..0.159000001847744..0.150800001621246..0.150800001621246..","c.5.67999994754791..5.67999994754791..5.68059997558594..5.68059997558594..","c.0.407749995589256..0.407749995589256..0.400599998235703..0.400599998235703..","c.54.4817504882812..54.4817504882812..54.3714004516602..54.3714004516602..","c.34.4659996032715..34.4659996032715..34.4761993408203..34.4761993408203..","c.8.2592499256134..8.2592499256134..8.25939998626709..8.25939998626709..","c.0.119075000286102..0.119075000286102..0.118540000915527..0.118540000915527..","c.0.119075000286102..0.119075000286102..0.118540000915527..0.118540000915527...1","c.35.6224994659424..35.6224994659424..35.6245994567871..35.6245994567871..","c.0.689750015735626..0.689750015735626..0.688000011444092..0.688000011444092..","c.20.946750164032..20.946750164032..21.006600189209..21.006600189209..","c.16.0860004425049..16.0860004425049..16.1172004699707..16.1172004699707..","c.11.4254996776581..11.4254996776581..11.4503997802734..11.4503997802734..","c.9.52125000953674..9.52125000953674..9.55620002746582..9.55620002746582.."
"1",0.00417524995282292,2.88924998044968,2.32225003838539,1.74825003743172,1.14100001752377,0.674249991774559,0.604999989271164,0.540999993681908,0.204250004142523,0.18274999782443,0.159000001847744,5.67999994754791,0.407749995589256,54.4817504882812,34.4659996032715,8.2592499256134,0.119075000286102,0.119075000286102,35.6224994659424,0.689750015735626,20.946750164032,16.0860004425049,11.4254996776581,9.52125000953674
"2",0.00417524995282292,2.88924998044968,2.32225003838539,1.74825003743172,1.14100001752377,0.674249991774559,0.604999989271164,0.540999993681908,0.204250004142523,0.18274999782443,0.159000001847744,5.67999994754791,0.407749995589256,54.4817504882812,34.4659996032715,8.2592499256134,0.119075000286102,0.119075000286102,35.6224994659424,0.689750015735626,20.946750164032,16.0860004425049,11.4254996776581,9.52125000953674
"3",0.00363359996117651,2.73159999847412,2.15240004062653,1.5842000246048,1.14740000963211,0.678799998760223,0.606599986553192,0.541399991512299,0.198400002717972,0.175599998235703,0.150800001621246,5.68059997558594,0.400599998235703,54.3714004516602,34.4761993408203,8.25939998626709,0.118540000915527,0.118540000915527,35.6245994567871,0.688000011444092,21.006600189209,16.1172004699707,11.4503997802734,9.55620002746582
"4",0.00363359996117651,2.73159999847412,2.15240004062653,1.5842000246048,1.14740000963211,0.678799998760223,0.606599986553192,0.541399991512299,0.198400002717972,0.175599998235703,0.150800001621246,5.68059997558594,0.400599998235703,54.3714004516602,34.4761993408203,8.25939998626709,0.118540000915527,0.118540000915527,35.6245994567871,0.688000011444092,21.006600189209,16.1172004699707,11.4503997802734,9.55620002746582
"5",0.00303279999643564,2.91719999313354,2.2918000459671,1.69260001182556,1.22460001707077,0.681200003623962,0.607399988174439,0.541799986362457,0.204399999976158,0.181599998474121,0.157800000905991,5.68100004196167,0.394599997997284,53.8502006530762,34.310799407959,8.25960006713867,0.117940001189709,0.117940001189709,35.6257995605469,0.685600006580353,21.1597999572754,16.184200668335,11.4849998474121,9.67480010986328
"6",0.00303279999643564,2.91719999313354,2.2918000459671,1.69260001182556,1.22460001707077,0.681200003623962,0.607399988174439,0.541799986362457,0.204399999976158,0.181599998474121,0.157800000905991,5.68100004196167,0.394599997997284,53.8502006530762,34.310799407959,8.25960006713867,0.117940001189709,0.117940001189709,35.6257995605469,0.685600006580353,21.1597999572754,16.184200668335,11.4849998474121,9.67480010986328
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.000235333330541228,0.723666667938232,0.510999997456869,0.379999995231628,0.343666702508926,0.669666667779287,0.537333329518636,0.428000003099442,0.0893333330750465,0.0760000000397364,0.0646666660904884,5.2960000038147,0.541333317756653,55.402333577474,37.9133338928223,8.31233342488607,0.192966664830844,0.192966664830844,35.5110003153483,1.41366668542226,23.0616671244303,20.0366668701172,16.8409996032715,6.22066672643026
"9",0.000290249998215586,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,0.177249997854233,0.104499999433756,0.0697500016540289,5.18474996089935,0.579750001430511,56.8082494735718,38.8474998474121,8.31949996948242,0.172649998217821,0.172649998217821,35.4052495956421,1.96299999952316,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261
"10",0.000927000015508384,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,0.262000001966953,0.134500000625849,0.0910000018775463,5.09549999237061,0.461999997496605,56.513500213623,40.4440002441406,8.3274998664856,0.197800002992153,0.197800002992153,35.4084987640381,3.56400001049042,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925
