date,time,habitat,duration,present
20161107,1100,sand,1,0
20161107,1100,sand,1,0
20161107,1100,sand,1,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
20161107,1100,sand,24,0
