Site.Name,Country,Lat,Long,Seagrass.Unveg,Date,Time,Temp,Sal,Measurement.Number,Notes,Institution,dt
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,2016-06-26,NA,25.01,37,3,idem,NA,NA
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,2016-06-27,NA,24.86,38,1,idem,NA,NA
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,2016-06-27,NA,24.74,38,2,idem,NA,NA
Punta Banda Estuary,Mexico (BN),31.753106,-116.625137,Unveg,2016-06-27,NA,24.81,38,3,idem,NA,NA
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,2016-06-27,NA,25.61,38,1,idem,NA,NA
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,2016-06-27,NA,26,37,2,idem,NA,NA
Punta Banda Estuary,Mexico (BN),31.753025,-116.625858,Seagrass,2016-06-27,NA,25.68,37,3,idem,NA,NA
Redondo N1,USA (WA),47.35,-122.32,Seagrass,2016-07-06,NA,19.7,35,1,,NA,NA
Redondo N1,USA (WA),47.35,-122.32,Seagrass,2016-07-06,NA,19.7,33,2,,NA,NA
Redondo N1,USA (WA),47.35,-122.32,Seagrass,2016-07-06,NA,19.7,29,3,,NA,NA
Redondo N2,USA (WA),47.3503,-122.324,Seagrass,2016-07-06,NA,20,30,1,,NA,NA
Redondo N2,USA (WA),47.3503,-122.324,Seagrass,2016-07-06,NA,19,29,2,,NA,NA
Redondo N2,USA (WA),47.3503,-122.324,Seagrass,2016-07-06,NA,19,29,3,,NA,NA
Redondo N-3,USA (WA),47.3497,-122.324,Unveg,2016-07-06,NA,18.7,30,1,,NA,NA
Redondo N-3,USA (WA),47.3497,-122.324,Unveg,2016-07-06,NA,18.3,30,2,,NA,NA
Redondo N-3,USA (WA),47.3497,-122.324,Unveg,2016-07-06,NA,18.1,27,3,,NA,NA
Redondo N-4,USA (WA),47.349,-122.324,Unveg,2016-07-06,NA,20.7,33,1,,NA,NA
Redondo N-4,USA (WA),47.349,-122.324,Unveg,2016-07-06,NA,21,31,2,,NA,NA
Redondo N-4,USA (WA),47.349,-122.324,Unveg,2016-07-06,NA,19.6,30,3,,NA,NA
Redondo S-5,USA (WA),47.3457,-122.329,Unveg,2016-07-07,NA,20.1,31,1,,NA,NA
Redondo S-5,USA (WA),47.3457,-122.329,Unveg,2016-07-07,NA,19.8,31,2,,NA,NA
Redondo S-5,USA (WA),47.3457,-122.329,Unveg,2016-07-07,NA,19.7,32,3,,NA,NA
Redondo S-6,USA (WA),47.346,-122.329,Seagrass,2016-07-07,NA,21.4,30,1,,NA,NA
Redondo S-6,USA (WA),47.346,-122.329,Seagrass,2016-07-07,NA,21.2,32,2,,NA,NA
Redondo S-6,USA (WA),47.346,-122.329,Seagrass,2016-07-07,NA,22.2,32,3,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-08,NA,25.2,31,1,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-08,NA,25.2,31,2,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-08,NA,25.2,31,3,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-08,NA,25.1,32,1,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-08,NA,25,32,2,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-08,NA,25.2,32,3,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-09,NA,24.9,34,1,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-09,NA,24.6,33,2,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-09,NA,24.6,33,3,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-09,NA,25,32,1,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-09,NA,24.9,33,2,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-09,NA,25.2,33,3,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-10,NA,24.5,31,1,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-10,NA,24.7,31,2,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,2016-12-10,NA,24.6,32,3,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-10,NA,25,31,1,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-10,NA,24.6,31,2,,NA,NA
Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,2016-12-10,NA,24.4,32,3,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-21,NA,13.6,12,1,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-21,NA,13.6,13,2,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-21,NA,13.8,13,3,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-21,NA,13.8,13,1,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-21,NA,13.8,13,2,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-21,NA,13.7,12,3,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-22,NA,13.7,13,1,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-22,NA,13.7,12,2,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-22,NA,13.8,12,3,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-22,NA,14.1,11,1,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-22,NA,14,11,2,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-22,NA,14,11,3,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-23,NA,14.1,13,1,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-23,NA,14.1,13,2,,NA,NA
Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,2016-08-23,NA,14.1,12,3,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-22,NA,14.2,12,1,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-22,NA,14.2,12,2,,NA,NA
Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,2016-08-22,NA,14,13,3,,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-08,NA,30.3,38.3,1,Missed measurement 2 and 3,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-09,NA,30.6,37.5,1,,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-09,NA,30.2,37.8,2,,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-09,NA,30.4,37.6,3,,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-10,NA,30.1,37.2,1,,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-10,NA,29.9,38.1,2,,NA,NA
Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,2017-02-10,NA,29.9,38.3,3,,NA,NA
Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,2017-02-23,NA,21.5,37,1,,NA,NA
Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,2017-02-23,NA,21.5,37,1,,NA,NA
Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,2017-02-24,NA,20.1,37,2,,NA,NA
Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,2017-02-24,NA,20.1,37,2,,NA,NA
Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,2017-02-25,NA,19,37,3,,NA,NA
Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,2017-02-25,NA,19,37,3,,NA,NA
Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,2017-02-23,NA,22.2,37,1,,NA,NA
Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,2017-02-23,NA,22.2,37,1,,NA,NA
Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,2017-02-24,NA,21.7,37,2,,NA,NA
Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,2017-02-24,NA,21.7,37,2,,NA,NA
Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,2017-02-25,NA,22.8,37,3,,NA,NA
Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,2017-02-25,NA,22.8,37,3,,NA,NA
St. Leonards,Australia (VIC),-38.180151,144.715595,Seagrass,2017-02-24,NA,20.7,37,1,,NA,NA
St. Leonards,Australia (VIC),-38.180151,144.715595,Unveg,2017-02-24,NA,20.7,37,1,,NA,NA
St. Leonards,Australia (VIC),-38.180151,144.715595,Seagrass,2017-02-25,NA,18.1,37,2,Very strong onshore wind,NA,NA
St. Leonards,Australia (VIC),-38.180151,144.715595,Unveg,2017-02-25,NA,18.1,37,2,Very strong onshore wind,NA,NA
Koje-Korea,Korea,34.7285,128.6047,Seagrass,2016-06-21,NA,19,32.8,1,,NA,NA
Koje-Korea,Korea,34.7285,128.6047,Seagrass,2016-06-21,NA,18.7,32.7,2,,NA,NA
Koje-Korea,Korea,34.7285,128.6047,Seagrass,2016-06-21,NA,18.8,32.6,3,,NA,NA
Koje-Korea,Korea,34.7289,128.6047,Unveg,2016-06-21,NA,18.7,32.4,1,,NA,NA
Koje-Korea,Korea,34.7289,128.6047,Unveg,2016-06-21,NA,18.7,32.4,2,,NA,NA
Koje-Korea,Korea,34.7289,128.6047,Unveg,2016-06-21,NA,18.8,32.3,3,,NA,NA
Koje-Korea,Korea,34.7283,128.6047,Seagrass,2016-06-22,NA,18.2,33,1,,NA,NA
Koje-Korea,Korea,34.7283,128.6047,Seagrass,2016-06-22,NA,18.1,32.9,2,,NA,NA
Koje-Korea,Korea,34.7283,128.6047,Seagrass,2016-06-22,NA,18,32.7,3,,NA,NA
Koje-Korea,Korea,34.7288,128.6047,Unveg,2016-06-22,NA,17.8,32.5,1,,NA,NA
Koje-Korea,Korea,34.7288,128.6047,Unveg,2016-06-22,NA,17.9,32.6,2,,NA,NA
Koje-Korea,Korea,34.7288,128.6047,Unveg,2016-06-22,NA,18,32.6,3,,NA,NA
"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,2016-09-02,NA,16.5,33,1,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,2016-09-02,NA,16.5,33,2,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,2016-09-02,NA,16.5,33,3,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-02,NA,16.5,33,1,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-02,NA,16.5,33,2,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-02,NA,16.5,33,3,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,2016-09-03,NA,16.5,33,1,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,2016-09-03,NA,16.5,33,2,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,2016-09-03,NA,16.5,33,3,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-03,NA,16.5,33,1,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-03,NA,16.5,33,2,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-03,NA,16.5,33,3,"Windy, lots of drift algae in seine net",NA,NA
"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,2016-09-04,NA,16.5,33,1,a lot of drift algae,NA,NA
"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,2016-09-04,NA,16.5,33,2,a lot of drift algae,NA,NA
"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,2016-09-04,NA,16.5,33,3,a lot of drift algae,NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-04,NA,16.5,33,1,a lot of drift algae,NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-04,NA,16.5,33,2,a lot of drift algae,NA,NA
"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,2016-09-04,NA,16.5,33,3,a lot of drift algae,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-08,NA,30.1,38.3,1,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-08,NA,29.5,38.7,2,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-08,NA,29.6,38.3,3,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-09,NA,31.6,38.9,1,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-09,NA,31.9,38.6,2,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-09,NA,31,38.9,3,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-10,NA,30.3,35.9,1,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-10,NA,30.5,35.9,2,,NA,NA
Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,2017-02-10,NA,30.2,36,3,,NA,NA
Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,2017-02-24,NA,27.9,36.4,1,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,NA,NA
Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,2017-02-24,NA,28,36.5,2,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,NA,NA
Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,2017-02-24,NA,27.7,36.5,3,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,NA,NA
Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,2017-02-24,NA,28.1,36.5,1,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,NA,NA
Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,2017-02-24,NA,28.1,36.4,2,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,NA,NA
Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,2017-02-24,NA,28.3,36.5,3,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-13,NA,31,33,1,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-13,NA,31,34,2,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-13,NA,31,35,3,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-13,NA,31,34,1,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-13,NA,31,35,2,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-13,NA,31,35,3,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-14,NA,31,35,1,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-14,NA,31,35,2,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-14,NA,31,35,3,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-14,NA,31,35,1,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-14,NA,31,34,2,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-14,NA,31,35,3,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-15,NA,29,34,1,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-15,NA,29,34,2,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-15,NA,30,34,3,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-15,NA,31,34,1,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-15,NA,31,33,2,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-15,NA,31,33,3,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-16,NA,29,34,1,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-16,NA,29,34,2,,NA,NA
Green Island,Australia (QLD2),-16.75543,145.97292,Seagrass,2017-03-16,NA,30,34,3,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-16,NA,30,33,1,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-16,NA,30,34,2,,NA,NA
Green Island,Australia (QLD2),-16.7556,145.97476,Unveg,2017-03-16,NA,30,34,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-05,9H 26M 0S,24.8,34.3,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-05,9H 26M 0S,24.9,35.7,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-05,9H 26M 0S,24.9,36,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-05,9H 30M 0S,24.8,35.8,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-05,9H 30M 0S,24.8,36.2,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-05,9H 30M 0S,24.8,36.2,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-06,11H 5M 0S,24.3,36.4,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-06,11H 5M 0S,24.2,36.1,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-06,11H 5M 0S,24,36.4,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-06,11H 10M 0S,24.4,35.6,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-06,11H 10M 0S,24.3,36.1,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-06,11H 10M 0S,24.2,36.4,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-07,10H 6M 0S,23.8,36,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-07,10H 6M 0S,23.8,36.2,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-07,10H 6M 0S,23.8,36,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-07,10H 2M 0S,23.8,36.1,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-07,10H 2M 0S,23.8,36,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-07,10H 2M 0S,23.9,35.8,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-08,10H 50M 0S,25,36.1,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-08,10H 50M 0S,25,36.2,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,2016-07-08,10H 50M 0S,25.1,36.3,3,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-08,10H 55M 0S,25.2,35.4,1,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-08,10H 55M 0S,25.2,36.2,2,,NA,NA
Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,2016-07-08,10H 55M 0S,25.3,36.3,3,,NA,NA
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,2016-06-22,NA,17,31.1,1,"YSI failed, used nearest NERR YSI 200m away",NA,NA
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,2016-06-22,NA,17,31.1,2,"YSI failed, used nearest NERR YSI 200m away",NA,NA
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,2016-06-22,NA,17,31.1,3,"YSI failed, used nearest NERR YSI 200m away",NA,NA
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,2016-06-22,NA,15.9,30.8,1,"YSI failed, used nearest NERR YSI 150m away",NA,NA
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,2016-06-22,NA,15.9,30.8,2,"YSI failed, used nearest NERR YSI 150m away",NA,NA
Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,2016-06-22,NA,15.9,30.8,3,"YSI failed, used nearest NERR YSI 150m away",NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-23,NA,16.2,34.69,1,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-23,NA,16.2,34.68,2,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-23,NA,16.2,34.66,3,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-23,NA,17,34.72,1,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-23,NA,17,34.73,2,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-23,NA,17,34.72,3,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-23,NA,14.9,34.18,1,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-23,NA,14.9,34.18,2,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-23,NA,14.9,34.17,3,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-23,NA,16.9,34.6,1,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-23,NA,16.9,34.39,2,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-23,NA,16.9,34.57,3,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-24,NA,16.9,34.67,1,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-24,NA,16.8,34.68,2,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2016-06-24,NA,16.9,34.68,3,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-24,NA,17.1,34.78,1,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-24,NA,17.1,34.77,2,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2016-06-24,NA,17.1,34.78,3,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2017-07-05,NA,13.1,34.14,1,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2017-07-05,NA,13,34.14,2,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2017-07-05,NA,13,34.14,3,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2017-07-05,NA,13.2,33.94,1,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2017-07-05,NA,13.2,33.89,2,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2017-07-05,NA,13.2,33.84,3,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2017-07-06,NA,15.4,34.26,1,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2017-07-06,NA,15.4,34.22,2,,NA,NA
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,2017-07-06,NA,15.4,34.22,3,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2017-07-06,NA,15,37.93,1,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2017-07-06,NA,14.9,33.98,2,,NA,NA
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,2017-07-06,NA,14.9,24.12,3,,NA,NA
PungSand1,USA (VA2),37.68751,-75.86738,Unveg,2016-06-21,NA,24.9,18.7,1,,NA,NA
PungSand1,USA (VA2),37.68751,-75.86738,Unveg,2016-06-21,NA,24.9,18.8,2,,NA,NA
PungSand1,USA (VA2),37.68751,-75.86738,Unveg,2016-06-21,NA,24.9,18.8,3,,NA,NA
PungSand2,USA (VA2),37.68175,-75.86651,Unveg,2016-06-22,NA,26.2,19.5,1,,NA,NA
PungSand2,USA (VA2),37.68175,-75.86651,Unveg,2016-06-22,NA,26,19.6,2,,NA,NA
PungSand2,USA (VA2),37.68175,-75.86651,Unveg,2016-06-22,NA,25.8,19.5,3,,NA,NA
PungSand3,USA (VA2),37.68199,-75.86617,Unveg,2016-06-23,NA,25.9,19.4,1,,NA,NA
PungSand3,USA (VA2),37.68199,-75.86617,Unveg,2016-06-23,NA,25.9,19.4,2,,NA,NA
PungSand3,USA (VA2),37.68199,-75.86617,Unveg,2016-06-23,NA,25.9,19.4,3,,NA,NA
PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,2016-06-21,NA,24.9,18.8,1,,NA,NA
PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,2016-06-21,NA,24.9,18.8,2,,NA,NA
