,Site.Name,Country,Lat,Long,Seagrass.Unveg,Date,Time,Temp,Sal,Measurment.Number,Notes
253,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161209,10:45,24.9,34,1,
254,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161209,10:45,24.6,33,2,
255,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161209,10:45,24.6,33,3,
256,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161209,10:45,25,32,1,
257,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161209,10:45,24.9,33,2,
258,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161209,10:45,25.2,33,3,
259,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161210,9:40,24.5,31,1,
260,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161210,9:40,24.7,31,2,
261,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Seagrass,20161210,9:40,24.6,32,3,
262,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161210,9:30,25,31,1,
263,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161210,9:30,24.6,31,2,
264,Smiths_Lake_NSW,Australia (NSW),-32.380278,152.508889,Unveg,20161210,9:30,24.4,32,3,
265,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160821,1020,13.6,12,1,
266,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160821,1020,13.6,13,2,
267,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160821,1020,13.8,13,3,
268,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160821,1030,13.8,13,1,
269,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160821,1030,13.8,13,2,
270,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160821,1030,13.7,12,3,
271,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160822,1030,13.7,13,1,
272,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160822,1030,13.7,12,2,
273,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160822,1030,13.8,12,3,
274,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14.1,11,1,
275,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14,11,2,
276,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14,11,3,
277,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160823,1100,14.1,13,1,
278,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160823,1100,14.1,13,2,
279,Sunshine Cove,USA (AK),58.60859,-134.93278,Seagrass,20160823,1100,14.1,12,3,
280,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14.2,12,1,
281,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14.2,12,2,
282,Sunshine Cove,USA (AK),58.60853,-134.93083,Unveg,20160822,1045,14,13,3,
283,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170208,1430,30.3,38.3,1,Missed measurement 2 and 3
284,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170209,1600,30.6,37.5,1,
285,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170209,1600,30.2,37.8,2,
286,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170209,1600,30.4,37.6,3,
287,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170210,1544,30.1,37.2,1,
288,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170210,1544,29.9,38.1,2,
289,Cymodocea_Moreton_Bay,Australia (QLD3),-27.49408,153.397264,Seagrass,20170210,1544,29.9,38.3,3,
290,Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,20170223,1240,21.5,37,1,
291,Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,20170223,1240,21.5,37,1,
292,Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,20170224,1330,20.1,37,2,
293,Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,20170224,1330,20.1,37,2,
294,Edwards Point,Australia (VIC),-38.193552,144.711297,Seagrass,20170225,1330,19,37,3,
295,Edwards Point,Australia (VIC),-38.193552,144.711297,Unveg,20170225,1330,19,37,3,
296,Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,20170223,1630,22.2,37,1,
297,Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,20170223,1630,22.2,37,1,
298,Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,20170224,1700,21.7,37,2,
299,Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,20170224,1700,21.7,37,2,
300,Indented Head,Australia (VIC),-38.152773,144.716919,Seagrass,20170225,1700,22.8,37,3,
301,Indented Head,Australia (VIC),-38.152773,144.716919,Unveg,20170225,1700,22.8,37,3,
302,St. Leonards,Australia (VIC),-38.180151,144.715595,Seagrass,20170224,1030,20.7,37,1,
303,St. Leonards,Australia (VIC),-38.180151,144.715595,Unveg,20170224,1030,20.7,37,1,
304,St. Leonards,Australia (VIC),-38.180151,144.715595,Seagrass,20170225,1030,18.1,37,2,Very strong onshore wind
305,St. Leonards,Australia (VIC),-38.180151,144.715595,Unveg,20170225,1030,18.1,37,2,Very strong onshore wind
306,Koje-Korea,Korea,34.7285,128.6047,Seagrass,20160621,1438,19,32.8,1,
307,Koje-Korea,Korea,34.7285,128.6047,Seagrass,20160621,1438,18.7,32.7,2,
308,Koje-Korea,Korea,34.7285,128.6047,Seagrass,20160621,1438,18.8,32.6,3,
309,Koje-Korea,Korea,34.7289,128.6047,Unveg,20160621,1442,18.7,32.4,1,
310,Koje-Korea,Korea,34.7289,128.6047,Unveg,20160621,1442,18.7,32.4,2,
311,Koje-Korea,Korea,34.7289,128.6047,Unveg,20160621,1442,18.8,32.3,3,
312,Koje-Korea,Korea,34.7283,128.6047,Seagrass,20160622,1520,18.2,33,1,
313,Koje-Korea,Korea,34.7283,128.6047,Seagrass,20160622,1520,18.1,32.9,2,
314,Koje-Korea,Korea,34.7283,128.6047,Seagrass,20160622,1520,18,32.7,3,
315,Koje-Korea,Korea,34.7288,128.6047,Unveg,20160622,1520,17.8,32.5,1,
316,Koje-Korea,Korea,34.7288,128.6047,Unveg,20160622,1520,17.9,32.6,2,
317,Koje-Korea,Korea,34.7288,128.6047,Unveg,20160622,1520,18,32.6,3,
318,"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,20160902,17:35,16.5,33,1,"Windy, lots of drift algae in seine net"
319,"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,20160902,17:35,16.5,33,2,"Windy, lots of drift algae in seine net"
320,"Porthdinllaen, UK",Wales,52.9426,-4.56519,Seagrass,20160902,17:35,16.5,33,3,"Windy, lots of drift algae in seine net"
321,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160902,18:15,16.5,33,1,"Windy, lots of drift algae in seine net"
322,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160902,18:15,16.5,33,2,"Windy, lots of drift algae in seine net"
323,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160902,18:15,16.5,33,3,"Windy, lots of drift algae in seine net"
324,"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,20160903,18:30,16.5,33,1,"Windy, lots of drift algae in seine net"
325,"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,20160903,18:30,16.5,33,2,"Windy, lots of drift algae in seine net"
326,"Porthdinllaen, UK",Wales,52.94251,-4.56562,Seagrass,20160903,18:30,16.5,33,3,"Windy, lots of drift algae in seine net"
327,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160903,18:02,16.5,33,1,"Windy, lots of drift algae in seine net"
328,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160903,18:02,16.5,33,2,"Windy, lots of drift algae in seine net"
329,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160903,18:02,16.5,33,3,"Windy, lots of drift algae in seine net"
330,"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,20160904,18:25,16.5,33,1,a lot of drift algae
331,"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,20160904,18:25,16.5,33,2,a lot of drift algae
332,"Porthdinllaen, UK",Wales,52.9425,-4.56553,Seagrass,20160904,18:25,16.5,33,3,a lot of drift algae
333,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160904,17:50,16.5,33,1,a lot of drift algae
334,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160904,17:50,16.5,33,2,a lot of drift algae
335,"Porthdinllaen, UK",Wales,52.94046,-4.56424,Unveg,20160904,17:50,16.5,33,3,a lot of drift algae
336,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170208,1450,30.1,38.3,1,
337,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170208,1450,29.5,38.7,2,
338,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170208,1450,29.6,38.3,3,
339,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170209,1601,31.6,38.9,1,
340,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170209,1601,31.9,38.6,2,
341,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170209,1601,31,38.9,3,
342,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170210,1530,30.3,35.9,1,
343,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170210,1530,30.5,35.9,2,
344,Unvegetated_Moreton_Bay,Australia (QLD3),-27.494632,153.39706,Unveg,20170210,1530,30.2,36,3,
345,Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,20170224,1409,27.9,36.4,1,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.
346,Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,20170224,1410,28,36.5,2,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.
347,Urunga Lagoon 1,Australia (NSW2),-30.50583,153.02362,Seagrass,20170224,1411,27.7,36.5,3,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.
348,Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,20170224,1516,28.1,36.5,1,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.
349,Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,20170224,1516,28.1,36.4,2,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.
350,Urunga Lagoon 2,Australia (NSW2),-30.50466,153.02372,Unveg,20170224,1516,28.3,36.5,3,The seagrass was Zostera muelleri and the site was a shallow estuary with sun warmed water.
351,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170313,1340,31,33,1,
352,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170313,1340,31,34,2,
353,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170313,1340,31,35,3,
354,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170313,1350,31,34,1,
355,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170313,1350,31,35,2,
356,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170313,1350,31,35,3,
357,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170314,1134,31,35,1,
358,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170314,1134,31,35,2,
359,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170314,1134,31,35,3,
360,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170314,1130,31,35,1,
361,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170314,1130,31,34,2,
362,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170314,1130,31,35,3,
363,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170315,905,29,34,1,
364,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170315,905,29,34,2,
365,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170315,905,30,34,3,
366,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170315,830,31,34,1,
367,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170315,830,31,33,2,
368,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170315,830,31,33,3,
369,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170316,905,29,34,1,
370,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170316,905,29,34,2,
371,Green Island,Australia (QLD4),-16.75543,145.97292,Seagrass,20170316,905,30,34,3,
372,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170316,909,30,33,1,
373,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170316,909,30,34,2,
374,Green Island,Australia (QLD4),-16.7556,145.97476,Unveg,20170316,909,30,34,3,
375,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160705,9:26:00,24.8,34.3,1,
376,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160705,9:26:00,24.9,35.7,2,
377,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160705,9:26:00,24.9,36,3,
378,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160705,9:30:00,24.8,35.8,1,
379,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160705,9:30:00,24.8,36.2,2,
380,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160705,9:30:00,24.8,36.2,3,
381,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160706,11:05:00,24.3,36.4,1,
382,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160706,11:05:00,24.2,36.1,2,
383,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160706,11:05:00,24,36.4,3,
384,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160706,11:10:00,24.4,35.6,1,
385,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160706,11:10:00,24.3,36.1,2,
386,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160706,11:10:00,24.2,36.4,3,
387,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160707,10:06:00,23.8,36,1,
388,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160707,10:06:00,23.8,36.2,2,
389,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160707,10:06:00,23.8,36,3,
390,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160707,10:02:00,23.8,36.1,1,
391,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160707,10:02:00,23.8,36,2,
392,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160707,10:02:00,23.9,35.8,3,
393,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160708,10:50:00,25,36.1,1,
394,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160708,10:50:00,25,36.2,2,
395,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Seagrass,20160708,10:50:00,25.1,36.3,3,
396,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160708,10:55:00,25.2,35.4,1,
397,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160708,10:55:00,25.2,36.2,2,
398,Bouzigues (Site A of ZEN),France,40.7127837,-74.0059413,Unveg,20160708,10:55:00,25.3,36.3,3,
399,Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,20160622,8:20,17,31.1,1,"YSI failed, used nearest NERR YSI 200m away"
400,Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,20160622,8:20,17,31.1,2,"YSI failed, used nearest NERR YSI 200m away"
401,Elkhorn Slough,USA (CA3),36.8111,-121.7792,Unveg,20160622,8:20,17,31.1,3,"YSI failed, used nearest NERR YSI 200m away"
402,Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,20160622,8:40,15.9,30.8,1,"YSI failed, used nearest NERR YSI 150m away"
403,Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,20160622,8:40,15.9,30.8,2,"YSI failed, used nearest NERR YSI 150m away"
404,Elkhorn Slough,USA (CA3),36.8111,-121.7792,Seagrass,20160622,8:40,15.9,30.8,3,"YSI failed, used nearest NERR YSI 150m away"
405,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:00,16.2,34.69,1,
406,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:00,16.2,34.68,2,
407,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:00,16.2,34.66,3,
408,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:03,17,34.72,1,
409,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:03,17,34.73,2,
410,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:03,17,34.72,3,
411,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:36,14.9,34.18,1,
412,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:36,14.9,34.18,2,
413,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:36,14.9,34.17,3,
414,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:13,16.9,34.6,1,
415,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:13,16.9,34.39,2,
416,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:13,16.9,34.57,3,
417,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160624,8:33,16.9,34.67,1,
418,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160624,8:33,16.8,34.68,2,
419,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160624,8:33,16.9,34.68,3,
420,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160624,8:41,17.1,34.78,1,
421,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160624,8:41,17.1,34.77,2,
422,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160624,8:41,17.1,34.78,3,
423,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170705,8:42,13.1,34.14,1,
424,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170705,8:42,13,34.14,2,
425,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170705,8:42,13,34.14,3,
426,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170705,8:46,13.2,33.94,1,
427,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170705,8:46,13.2,33.89,2,
428,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170705,8:46,13.2,33.84,3,
429,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170706,8:00,15.4,34.26,1,
430,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170706,8:00,15.4,34.22,2,
431,Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170706,8:00,15.4,34.22,3,
432,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170706,8:21,15,37.93,1,
433,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170706,8:21,14.9,33.98,2,
434,Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170706,8:21,14.9,24.12,3,
435,PungSand1,USA (VA2),37.68751,-75.86738,Unveg,20160621,1135,24.9,18.7,1,
436,PungSand1,USA (VA2),37.68751,-75.86738,Unveg,20160621,1135,24.9,18.8,2,
437,PungSand1,USA (VA2),37.68751,-75.86738,Unveg,20160621,1135,24.9,18.8,3,
438,PungSand2,USA (VA2),37.68175,-75.86651,Unveg,20160622,1135,26.2,19.5,1,
439,PungSand2,USA (VA2),37.68175,-75.86651,Unveg,20160622,1135,26,19.6,2,
440,PungSand2,USA (VA2),37.68175,-75.86651,Unveg,20160622,1135,25.8,19.5,3,
441,PungSand3,USA (VA2),37.68199,-75.86617,Unveg,20160623,1210,25.9,19.4,1,
442,PungSand3,USA (VA2),37.68199,-75.86617,Unveg,20160623,1210,25.9,19.4,2,
443,PungSand3,USA (VA2),37.68199,-75.86617,Unveg,20160623,1210,25.9,19.4,3,
444,PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,20160621,1140,24.9,18.8,1,
445,PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,20160621,1140,24.9,18.8,2,
446,PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,20160621,1140,24.9,18.8,3,
447,PungSAV2,USA (VA2),37.68154,-75.86672,Seagrass,20160622,1130,26,19.5,1,
448,PungSAV2,USA (VA2),37.68154,-75.86672,Seagrass,20160622,1130,25.9,19.5,2,
449,PungSAV2,USA (VA2),37.68154,-75.86672,Seagrass,20160622,1130,25.8,19.5,3,
450,PungSAV3,USA (VA2),37.68225,-75.86633,Seagrass,20160623,1250,26.3,19.4,1,
451,PungSAV3,USA (VA2),37.68225,-75.86633,Seagrass,20160623,1250,26.3,19.5,2,
452,PungSAV3,USA (VA2),37.68225,-75.86633,Seagrass,20160623,1250,26.4,19.5,3,
453,QC_Baie St-Ludger,Canada (QC),49.08802,-68.32182,Seagrass,20160705,,12.5,30,1,
454,QC_Baie St-Ludger,Canada (QC),49.08779,-68.32173,Unveg,20160705,,12.5,30,1,
455,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160719,1030,15.4,30,1,"For all temperature measurements, temperature probe only extended 20 cm into the water."
456,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160719,1030,15.5,34,2,
457,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160719,1030,15.5,34,3,
458,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160719,1045,16.7,34,1,
459,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160719,1045,17.1,34,2,
460,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160719,1045,17,34,3,
461,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1055,17.2,34,1,
462,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1055,17.8,34,2,
463,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1055,17.6,30,3,
464,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1100,18.9,28,1,Very shallow due to receding tide
465,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1100,19.4,29,2,
466,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1100,19.7,30,3,
467,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1230,18.1,30,1,
468,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1230,17.7,31,2,
469,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1230,18.5,30,3,
470,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1245,17.1,31,1,
471,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1245,17.8,30,2,
472,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1245,16.8,30,3,
473,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1030,15.5,31,1,
474,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1030,15.6,30,2,
475,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1030,15.6,34,3,
476,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1025,15.7,30,1,
477,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1025,16.3,30,2,
478,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1025,16.3,30,3,
479,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1230,12.7,29,1,
480,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1230,13.3,30,2,
481,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1230,14.1,30,3,
482,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1200,12.4,29,1,
483,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1200,12.2,30,2,
484,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1200,12.5,29,3,
485,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1050,16.6,30,1,
486,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1050,16.5,31,2,
487,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1050,16.7,31,3,
488,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1100,17.3,31,1,
489,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1100,17.2,32,2,
490,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1100,18,29,3,
491,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1345,19.1,29,1,
492,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1345,19,29,2,
493,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1345,18.8,29,3,
494,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1337,17.3,28,1,
495,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1337,17.5,29,2,
496,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1337,19.4,29,3,
497,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160723,1135,15.1,33,1,
498,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160723,1135,15,33,2,
499,False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160723,1135,14.9,33,3,
500,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160723,1145,15.8,33,1,
501,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160723,1145,15.9,34,2,
502,False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160723,1145,15.8,33,3,
503,Kalpeni,India,10.06677,73.63355,Seagrass,20170116,,29.5,NA,1,Data from nearby islands (Agatti and Kavaratti) in 2016 NOT 2017!
504,Kalpeni,India,10.07013,73.63361,Unveg,20170116,,29.5,NA,1,Data from nearby islands (Agatti and Kavaratti) in 2016 NOT 2017!
505,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160623,730,20.9,31.6,1,
506,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160623,730,20.86,31.7,2,
507,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160623,730,20.85,31.6,3,
508,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160623,750,20.83,31.7,1,
509,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160623,750,20.75,31.6,2,
510,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160623,750,20.6,31.7,3,
