,Site.Name,Country,Lat,Long,Seagrass.Unveg,Date,Time,Temp,Sal,Measurment.Number,Notes
511,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160627,830,21.9,31.7,1,
512,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160627,830,21.8,31.7,2,
513,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160627,830,21.8,31.7,3,
514,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160627,830,21.8,31.7,1,
515,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160627,830,21.8,31.7,2,
516,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160627,830,21.8,31.7,3,
517,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160630,1124,22.9,31.8,1,
518,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160630,1124,22.9,31.8,2,
519,San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160630,1124,22.9,31.8,3,
520,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160630,1127,22.9,31.8,1,
521,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160630,1127,23,31.8,2,
522,San Diego,USA (CA),32.76517,-117.2467,Unveg,20160630,1127,23,31.8,3,
523,Goodwin Island,USA (VA),37.2158,-76.39267,Seagrass,20160811,,29.57762,21.81871,1,data from sensor in nearby location
524,Goodwin Island,USA (VA),37.2158,-76.39267,Unveg,20160811,,29.57762,21.81871,1,
525,,Panama,9.351809,-82.25763,Seagrass,20160929,1212,29.98198,33.82912,1,data from sensor in nearby location
526,,Panama,9.351809,-82.25763,Seagrass,20161004,1150,30.59406,33.87932,1,
527,,Panama,9.351809,-82.25763,Seagrass,20161005,1150,30.6981,33.85869,1,
528,,Panama,9.351809,-82.25763,Unveg,20160929,1220,29.98091,33.82956,1,
529,,Panama,9.351809,-82.25763,Unveg,20161004,1145,30.59342,33.8796,1,
530,,Panama,9.351809,-82.25763,Unveg,20161005,1145,30.69857,33.8585,1,
531,Carrie Bow Cay,Belize,16.802333,-88.082468,Unveg,20161105,1130,27.5,35.6,1,Physical data averaged EXO data sonde
532,Carrie Bow Cay,Belize,16.802509,-88.082305,Seagrass,20161105,1100,27.5,35.6,1,Physical data averaged EXO data sonde
533,Carrie Bow Cay,Belize,16.802333,-88.082468,Unveg,20161106,1100,27.5,35.7,1,Physical data averaged EXO data sonde
534,Carrie Bow Cay,Belize,16.802509,-88.082305,Seagrass,20161106,1045,27.5,35.7,1,Physical data averaged EXO data sonde
535,Carrie Bow Cay,Belize,16.802333,-88.082468,Unveg,20161107,1000,27.5,35.6,1,Physical data averaged EXO data sonde
536,Carrie Bow Cay,Belize,16.802509,-88.082305,Seagrass,20161107,1030,27.5,35.6,1,Physical data averaged EXO data sonde
537,,Italy,43.06767,9.831233,Unveg,20160727,,25.213,NA,NA,Data taken directly from AquaMODIS for the three days of the assays.
538,,Italy,43.06767,9.831233,Seagrass,20160727,,25.213,NA,NA,Data taken directly from AquaMODIS for the three days of the assays.
539,,Italy,43.06767,9.831233,Unveg,20160728,,25.5045,NA,NA,Data taken directly from AquaMODIS for the three days of the assays.
540,,Italy,43.06767,9.831233,Seagrass,20160728,,25.5045,NA,NA,Data taken directly from AquaMODIS for the three days of the assays.
541,,Italy,43.06767,9.831233,Unveg,20160729,,27.54689,NA,NA,Data taken directly from AquaMODIS for the three days of the assays.
542,,Italy,43.06767,9.831233,Seagrass,20160729,,27.54689,NA,NA,Data taken directly from AquaMODIS for the three days of the assays.
543,Hervey Bay,Australia (QLD2),-26.393508,153.055206,Unveg,20170130,,25,33.9,NA,
544,Hervey Bay,Australia (QLD2),-26.393508,153.055206,Seagrass,20170130,,25,33.9,NA,
545,Noosa,Australia (QLD2),-25.307906,152.909319,Unveg,20170221,,27,33.9,NA,
546,Noosa,Australia (QLD2),-25.307906,152.909319,Seagrass,20170221,,27,33.9,NA,
547,NA,Australia (NSW1.1),NA,NA,Unveg,NA,NA,NA,NA,NA,NA
548,NA,Australia (NSW1.2),NA,NA,Unveg,NA,NA,NA,NA,NA,NA
549,NA,Ireland,NA,NA,Seagrass,NA,NA,NA,NA,NA,NA
550,NA,Ireland,NA,NA,Unveg,NA,NA,NA,NA,NA,NA
551,NA,USA (CA2),NA,NA,Seagrass,NA,NA,NA,NA,NA,NA
552,NA,USA (CA2),NA,NA,Unveg,NA,NA,NA,NA,NA,NA
553,NA,USA (DE),NA,NA,Unveg,NA,NA,NA,NA,NA,NA
