#YY,MM,DD,hh,mm,WVHT,DPD,APD,MWD,WTMP
2016,5,11,7,0,1.13,15.38,9.01,198,18.3
2016,5,11,7,30,1.13,15.38,9.28,188,18.3
2016,5,11,8,0,1.13,14.29,9.05,198,18.3
2016,5,11,8,30,1.12,15.38,9.42,190,18.2
2016,5,11,9,0,1.12,15.38,9.18,206,18.2
2016,5,11,9,30,1.04,15.38,9.46,205,18.2
2016,5,11,10,0,0.98,15.38,8.86,201,18.2
2016,5,11,10,30,1.04,15.38,9.87,208,18.2
2016,5,11,11,0,1.03,15.38,9.8,204,18.2
2016,5,11,11,30,1.01,14.29,9.39,206,18.2
2016,5,11,12,0,1.15,15.38,10.08,211,18.1
2016,5,11,12,30,1.02,15.38,9.78,208,18.1
2016,5,11,13,0,1.06,13.33,9.85,201,18.1
2016,5,11,13,30,1.06,15.38,9.59,195,18.1
2016,5,11,14,0,1.1,14.29,9.81,208,18.1
2016,5,11,14,30,0.96,14.29,9.04,218,18.1
2016,5,11,15,0,0.96,14.29,8.97,204,18.1
2016,5,11,15,30,1.18,14.29,10.42,202,18.1
2016,5,11,16,0,1.09,15.38,9.94,195,18.1
2016,5,11,16,30,0.96,15.38,9.33,198,18.1
2016,5,11,17,0,0.99,14.29,9.66,208,18.1
2016,5,11,17,30,0.93,14.29,9.58,201,18.1
2016,5,11,18,0,1.02,14.29,10.03,202,18.2
2016,5,11,18,30,0.89,14.29,8.72,199,18.3
2016,5,11,19,30,0.91,15.38,8.71,195,18.3
2016,5,11,20,0,0.88,14.29,7.85,187,18.3
2016,5,11,20,30,1.01,14.29,7.79,192,18.3
2016,5,11,21,0,0.99,14.29,7.5,199,18.3
2016,5,11,21,30,0.95,14.29,7.23,181,18.4
2016,5,11,22,0,0.97,14.29,6.87,191,18.4
2016,5,11,22,30,0.99,14.29,6.07,194,18.5
2016,5,11,23,0,0.97,14.29,5.5,201,18.4
2016,5,11,23,30,1.12,14.29,5.97,185,18.4
2016,5,12,0,0,0.97,14.29,5.12,195,18.3
2016,5,12,0,30,1.03,14.29,5.83,209,18.3
2016,5,12,1,30,1,14.29,5.64,191,18.4
2016,5,12,2,0,1,14.29,5.53,191,18.4
2016,5,12,2,30,1.02,14.29,5.51,215,18.4
2016,5,12,3,0,1.17,14.29,6.22,199,18.4
2016,5,12,3,30,1.06,14.29,5.72,197,18.4
2016,5,12,4,0,1.08,14.29,5.71,195,18.4
2016,5,12,4,30,1.06,13.33,5.79,201,18.3
2016,5,12,5,0,1.02,13.33,5.51,205,18.2
2016,5,12,5,30,1.06,14.29,6.02,219,18.1
2016,5,12,6,0,1.06,14.29,6.19,198,18
2016,5,12,6,30,1.11,14.29,6.34,202,17.9
2016,5,12,7,0,1.01,14.29,6.12,199,17.9
2016,5,12,7,30,0.99,14.29,6.29,194,18
2016,5,12,8,0,0.93,14.29,6.51,209,18.1
2016,5,12,8,30,0.98,14.29,6.64,206,18.1
2016,5,12,9,0,0.99,13.33,6.75,209,18.1
2016,5,12,9,30,0.87,14.29,6.27,212,18
2016,5,12,10,0,1.04,13.33,7.47,205,18
2016,5,12,10,30,0.89,13.33,6.9,212,18
2016,5,12,11,0,0.9,14.29,7.24,206,18
2016,5,12,11,30,0.86,13.33,6.49,206,18
2016,5,12,12,0,0.91,13.33,7.1,218,18
2016,5,12,12,30,1,14.29,7.57,222,17.9
2016,5,12,13,0,0.86,12.5,6.7,211,17.9
2016,5,12,13,30,1,14.29,7.36,205,17.9
2016,5,12,14,0,0.89,13.33,6.64,214,17.9
2016,5,12,14,30,0.89,13.33,6.4,211,17.9
2016,5,12,16,0,0.84,13.33,5.82,201,17.9
2016,5,12,16,30,0.85,14.29,6.53,201,17.9
2016,5,12,17,0,0.88,13.33,6.51,194,17.9
2016,5,12,17,30,0.85,13.33,6.52,192,17.9
2016,5,12,18,0,0.84,14.29,6.87,191,18
2016,5,12,18,30,0.89,12.5,6.66,212,18
2016,5,12,19,0,0.92,14.29,6.96,199,18
2016,5,12,19,30,0.92,13.33,7.44,192,18
2016,5,12,20,0,0.85,12.5,7.27,199,18
2016,5,12,20,30,0.79,14.29,6.41,206,18.1
2016,5,12,21,0,0.82,13.33,6.26,192,18.1
2016,5,12,21,30,0.83,13.33,6.42,198,18.1
2016,5,12,22,0,0.87,13.33,6.59,206,18.1
2016,5,12,22,30,0.84,14.29,6.46,195,18.1
2016,5,12,23,0,0.88,13.33,7.22,211,18.2
2016,5,12,23,30,0.8,12.5,6.49,204,18.2
2016,5,13,0,30,0.86,12.5,7.64,211,18.2
2016,5,13,1,0,0.76,13.33,7.43,202,18.2
2016,5,13,1,30,0.76,12.5,7.33,201,18.1
2016,5,13,2,0,0.78,12.5,7.71,199,18.1
2016,5,13,2,30,0.72,13.33,6.81,198,18.1
2016,5,13,3,0,0.81,11.76,7.13,215,18
2016,5,13,3,30,0.82,12.5,7.11,202,18
2016,5,13,4,0,0.72,13.33,6.43,194,18
2016,5,13,4,30,0.86,13.33,7.03,206,18
2016,5,13,5,0,0.96,13.33,7.89,202,18
2016,5,13,5,30,0.81,12.5,7.09,197,18
2016,5,13,6,0,0.87,13.33,7.84,205,18
2016,5,13,6,30,0.88,14.29,7.48,205,17.9
2016,5,13,7,0,0.86,14.29,7.33,202,17.9
2016,5,13,7,30,0.83,10.53,7.68,254,17.8
2016,5,13,8,0,0.85,13.33,7.76,215,17.9
2016,5,13,8,30,0.92,13.33,7.97,202,17.9
2016,5,13,9,0,0.93,13.33,7.65,205,18
2016,5,13,9,30,0.95,13.33,7.85,208,17.9
2016,5,13,10,0,0.9,12.5,7.71,223,18
2016,5,13,10,30,0.89,13.33,7.48,214,18
2016,5,13,11,0,0.85,11.76,7.13,209,17.9
2016,5,13,11,30,0.91,13.33,7.51,214,18
2016,5,13,12,0,0.81,11.76,6.93,215,18
2016,5,13,12,30,0.83,12.5,7.41,225,18
2016,5,13,13,0,0.85,12.5,7.58,221,18
2016,5,13,14,0,0.92,16.67,8.06,188,18.1
2016,5,13,14,30,0.89,12.5,7.88,211,18.1
2016,5,13,15,0,0.94,12.5,8.08,206,18.1
2016,5,13,15,30,0.92,13.33,7.87,201,18.1
2016,5,13,16,0,0.84,16.67,7.1,188,18.1
2016,5,13,16,30,0.93,16.67,7.67,194,18.2
2016,5,13,17,0,0.97,11.76,7.65,219,18.2
2016,5,13,17,30,0.91,14.29,7.32,188,18.2
2016,5,13,18,0,0.99,16.67,7.34,181,18.2
2016,5,13,18,30,0.9,15.38,7.4,187,18.1
2016,5,13,19,0,0.92,16.67,7.43,191,18.2
2016,5,13,19,30,0.9,16.67,7.58,183,18.3
2016,5,13,20,0,0.9,15.38,7.53,188,18.5
2016,5,13,21,30,0.97,15.38,8.06,190,18.4
2016,5,13,22,0,1.02,15.38,8.39,185,18.4
2016,5,13,22,30,0.91,13.33,7.57,183,18.5
2016,5,13,23,0,0.91,15.38,7.86,187,18.3
2016,5,13,23,30,0.95,13.33,8.17,195,18.6
2016,5,14,0,0,0.95,15.38,8.46,188,18.6
2016,5,14,0,30,0.9,15.38,8.21,198,18.6
2016,5,14,1,0,1.06,15.38,9.14,188,18.6
2016,5,14,1,30,0.91,15.38,8.34,185,18.5
2016,5,14,2,0,0.97,14.29,8.46,195,18.5
2016,5,14,3,0,0.99,16.67,9.31,202,18.4
2016,5,14,3,30,0.96,15.38,9.09,185,18.4
2016,5,14,4,0,1.05,15.38,9.62,190,18.4
2016,5,14,4,30,1.11,15.38,9.95,191,18.3
2016,5,14,5,0,1.03,15.38,9.81,190,18.4
2016,5,14,5,30,1.06,15.38,10.1,191,18.3
2016,5,14,6,0,1.04,15.38,10.24,191,18.3
2016,5,14,6,30,1.06,14.29,9.84,188,18.3
2016,5,14,7,0,1.09,15.38,9.97,194,18.3
2016,5,14,7,30,1.07,15.38,10.07,197,18.3
2016,5,14,8,0,1.01,15.38,9.07,192,18.3
2016,5,14,8,30,1.12,15.38,9.44,198,18.4
2016,5,14,9,0,1.01,15.38,8.74,180,18.4
2016,5,14,9,30,1.01,15.38,8.75,197,18.4
2016,5,14,10,0,1.11,15.38,9.1,195,18.4
2016,5,14,10,30,1.04,14.29,8.63,190,18.3
2016,5,14,11,0,1.07,15.38,8.49,185,18.3
2016,5,14,11,30,1.18,15.38,9.12,187,18.3
2016,5,14,12,0,1.04,14.29,8.21,195,18.3
2016,5,14,12,30,1.1,14.29,8.32,190,18.3
2016,5,14,13,0,1.17,15.38,8.32,198,18.3
2016,5,14,13,30,1.12,14.29,8.18,192,18.3
2016,5,14,14,0,1.09,15.38,7.69,191,18.3
2016,5,14,14,30,1.03,13.33,6.93,185,18.2
2016,5,14,15,0,1.09,14.29,7.29,181,18.2
2016,5,14,15,30,1.15,14.29,7.45,185,18.2
2016,5,14,16,0,1.17,13.33,6.94,195,18.2
2016,5,14,16,30,1.13,15.38,6.7,190,18.2
2016,5,14,17,0,1.22,13.33,7.06,191,18.2
2016,5,14,17,30,1.13,13.33,6.85,191,18.2
2016,5,14,18,0,1.1,13.33,6.9,192,18.2
2016,5,14,18,30,1.13,13.33,7.67,192,18.1
2016,5,14,19,0,1.19,13.33,7.73,192,18.2
2016,5,14,19,30,1.12,14.29,7.65,191,18.1
2016,5,14,20,0,1.19,14.29,8.2,188,18.2
2016,5,14,20,30,1.03,14.29,7.05,185,18.2
2016,5,14,21,30,1,13.33,7.37,195,18.3
2016,5,14,22,0,1.04,14.29,7.62,190,18.3
2016,5,14,22,30,0.95,14.29,7.11,202,18.3
2016,5,14,23,0,1.11,14.29,8.21,183,18.3
2016,5,14,23,30,0.97,13.33,8.06,187,18.3
2016,5,15,0,0,1.04,14.29,8.56,188,18.3
2016,5,15,0,30,1,14.29,8.01,181,18.3
2016,5,15,1,0,1,13.33,8.09,192,18.3
2016,5,15,1,30,1.09,14.29,9.03,195,18.3
2016,5,15,2,30,0.95,14.29,8.32,201,18.3
2016,5,15,3,0,0.97,14.29,8.6,195,18.2
2016,5,15,3,30,1.01,14.29,8.92,194,18.2
2016,5,15,4,0,0.96,13.33,8.44,191,18.2
2016,5,15,4,30,0.99,13.33,8.79,204,18.2
2016,5,15,5,0,1.08,14.29,9.21,197,18.2
2016,5,15,5,30,1.08,14.29,9.17,197,18.2
2016,5,15,6,0,1.13,13.33,9.08,201,18.2
2016,5,15,6,30,1.06,13.33,8.69,197,18.1
2016,5,15,7,0,0.98,14.29,7.95,202,18.1
2016,5,15,8,0,0.98,14.29,7.76,208,17.9
2016,5,15,8,30,1.02,13.33,7.89,204,17.9
2016,5,15,9,0,1.06,14.29,7.97,198,18
2016,5,15,9,30,1,13.33,7.21,188,18
2016,5,15,10,0,1.03,14.29,7.39,195,18
2016,5,15,10,30,1.08,14.29,7.74,198,18
2016,5,15,11,0,1.06,13.33,7.85,199,18
2016,5,15,11,30,1.02,14.29,7.22,198,18
2016,5,15,12,0,1.06,13.33,6.97,204,18
2016,5,15,12,30,1.09,14.29,7.27,204,18
2016,5,15,13,0,1.09,13.33,7.27,209,18
2016,5,15,13,30,1.17,14.29,7.2,191,18
2016,5,15,14,0,1.23,14.29,7.04,197,17.9
2016,5,15,14,30,1.29,13.33,7.06,192,17.9
2016,5,15,15,0,1.29,13.33,6.6,202,17.9
2016,5,15,15,30,1.27,14.29,6.61,197,17.9
2016,5,15,16,0,1.34,13.33,6.51,202,17.9
2016,5,15,16,30,1.37,13.33,6.6,198,17.9
2016,5,15,17,0,1.33,14.29,6,198,17.9
2016,5,15,17,30,1.38,14.29,6.15,194,17.9
2016,5,15,18,0,1.41,13.33,6.53,214,17.9
2016,5,15,19,0,1.32,14.29,6.33,191,18.1
2016,5,15,19,30,1.3,13.33,6.87,197,18.2
2016,5,15,20,0,1.19,13.33,6.25,205,18.2
2016,5,15,21,0,1.3,14.29,6.51,177,18.4
2016,5,15,21,30,1.27,14.29,6.74,190,18.3
2016,5,15,22,30,1.19,14.29,6.41,191,18.3
2016,5,15,23,0,1.31,14.29,6.82,185,18.3
2016,5,15,23,30,1.22,12.5,6.53,194,18.3
2016,5,16,0,0,1.3,13.33,6.67,202,18.2
2016,5,16,0,30,1.24,13.33,6.36,202,18.1
2016,5,16,1,0,1.21,14.29,6.21,188,18.2
2016,5,16,1,30,1.24,13.33,6.19,188,18.2
2016,5,16,2,30,1.45,13.33,6.51,198,18.1
2016,5,16,3,0,1.36,13.33,6.28,192,18
2016,5,16,3,30,1.37,13.33,6.28,194,18.1
2016,5,16,4,0,1.4,16.67,6.33,219,18.1
2016,5,16,4,30,1.38,13.33,6.22,201,18
2016,5,16,5,0,1.39,14.29,6.52,199,18
2016,5,16,5,30,1.41,13.33,6.23,190,17.9
2016,5,16,6,0,1.42,13.33,5.77,206,17.8
2016,5,16,6,30,1.39,14.29,6.07,190,17.8
2016,5,16,7,0,1.46,13.33,6.65,198,17.8
2016,5,16,7,30,1.33,13.33,6.2,190,17.8
2016,5,16,8,0,1.39,13.33,6.37,199,17.7
2016,5,16,8,30,1.36,13.33,6.39,197,17.8
2016,5,16,9,0,1.39,18.18,6.82,192,17.8
2016,5,16,9,30,1.4,13.33,6.81,199,17.8
2016,5,16,10,30,1.37,13.33,6.98,192,17.7
2016,5,16,11,0,1.44,18.18,7.19,188,17.7
2016,5,16,11,30,1.3,18.18,6.67,202,17.7
2016,5,16,12,0,1.45,18.18,7.36,195,17.7
2016,5,16,12,30,1.45,18.18,7.26,208,17.7
2016,5,16,13,0,1.42,18.18,7.13,199,17.8
2016,5,16,13,30,1.39,7.69,7.08,282,17.8
2016,5,16,14,0,1.44,18.18,7.41,191,17.8
2016,5,16,14,30,1.41,18.18,7.44,197,17.8
2016,5,16,15,0,1.52,18.18,7.36,191,17.8
2016,5,16,15,30,1.49,18.18,7.3,194,17.8
2016,5,16,16,0,1.51,18.18,7.11,194,17.9
2016,5,16,16,30,1.59,18.18,7.62,187,17.9
2016,5,16,17,0,1.59,18.18,7.54,195,17.9
2016,5,16,17,30,1.62,18.18,7.48,187,18
2016,5,16,18,0,1.59,18.18,7.08,188,18
2016,5,16,18,30,1.64,18.18,7.41,194,18
2016,5,16,19,0,1.73,7.69,7.2,288,18.1
2016,5,16,19,30,1.78,8.33,7.51,294,18.1
2016,5,16,20,0,1.58,18.18,7.36,187,18.2
2016,5,16,22,30,1.59,18.18,7.33,194,18.5
2016,5,16,23,0,1.59,13.33,7.68,205,18.5
2016,5,16,23,30,1.56,18.18,7.72,184,18.6
2016,5,17,0,0,1.46,18.18,7.5,190,18.6
2016,5,17,0,30,1.5,18.18,7.74,178,18.5
2016,5,17,1,0,1.47,16.67,7.96,198,18.5
2016,5,17,1,30,1.35,13.33,7.54,202,18.3
2016,5,17,2,0,1.45,16.67,7.94,202,18.4
2016,5,17,2,30,1.37,16.67,7.74,191,18.4
2016,5,17,3,0,1.36,16.67,7.98,191,18.3
2016,5,17,3,30,1.34,16.67,7.83,197,18.2
2016,5,17,4,0,1.34,13.33,8.21,225,18.2
2016,5,17,4,30,1.34,16.67,7.8,204,18.2
2016,5,17,5,0,1.42,16.67,8.82,191,18.1
2016,5,17,5,30,1.35,16.67,8.1,194,18.1
2016,5,17,6,0,1.3,16.67,7.89,199,18.1
2016,5,17,6,30,1.3,13.33,7.67,197,18.2
2016,5,17,7,0,1.41,16.67,8.14,202,18.2
2016,5,17,7,30,1.32,16.67,7.57,202,18.2
2016,5,17,8,0,1.33,16.67,7.94,190,18.2
2016,5,17,8,30,1.42,16.67,8.1,194,18.2
2016,5,17,9,0,1.42,16.67,7.76,190,18.3
2016,5,17,9,30,1.41,16.67,7.95,198,18.3
2016,5,17,10,0,1.36,16.67,7.52,184,18.4
2016,5,17,10,30,1.5,16.67,7.92,191,18.4
2016,5,17,11,0,1.47,16.67,7.68,191,18.4
2016,5,17,11,30,1.45,16.67,7.56,187,18.5
2016,5,17,12,0,1.42,16.67,7.48,199,18.5
2016,5,17,13,0,1.48,16.67,7.87,187,18.5
2016,5,17,13,30,1.42,16.67,7.67,192,18.5
2016,5,17,14,0,1.5,16.67,7.65,194,18.5
2016,5,17,16,0,1.57,16.67,8.07,191,18.2
2016,5,17,16,30,1.44,14.29,7.28,188,18.3
2016,5,17,17,0,1.5,9.09,7.46,287,18.2
2016,5,17,17,30,1.59,15.38,7.33,190,18.2
2016,5,17,18,0,1.5,16.67,7.27,183,18.2
2016,5,17,18,30,1.64,15.38,7.61,191,18.2
2016,5,17,19,0,1.65,9.88,7.31,282,18.3
2016,5,17,19,30,1.53,14.29,7.34,209,18.4
2016,5,17,20,0,1.62,15.38,7.84,194,18.5
2016,5,17,20,30,1.58,11.11,7.49,282,18.6
2016,5,17,21,0,1.68,15.38,7.72,208,18.6
2016,5,17,21,30,1.75,10.53,7.66,288,18.7
2016,5,17,22,0,1.74,15.38,7.59,192,18.7
2016,5,17,22,30,1.72,16.67,7.74,192,18.6
2016,5,17,23,0,1.75,9.88,7.62,291,18.6
2016,5,17,23,30,1.73,15.38,7.92,191,18.6
2016,5,18,0,0,1.5,15.38,7.38,194,18.6
2016,5,18,0,30,1.6,15.38,7.79,192,18.5
2016,5,18,1,0,1.57,15.38,7.71,197,18.5
2016,5,18,1,30,1.46,15.38,7.69,197,18
2016,5,18,2,30,1.46,15.38,8.06,198,18
2016,5,18,3,0,1.36,15.38,7.8,205,18.1
2016,5,18,3,30,1.26,15.38,7.81,197,18.1
2016,5,18,4,0,1.28,15.38,7.99,185,17.8
2016,5,18,4,30,1.23,15.38,7.62,197,17.9
2016,5,18,5,0,1.43,14.29,8.6,195,17.9
2016,5,18,5,30,1.46,14.29,8.72,188,17.9
2016,5,18,6,0,1.37,14.29,8.04,194,18
2016,5,18,6,30,1.36,15.38,8.68,191,18
2016,5,18,7,0,1.41,15.38,8.38,194,18
2016,5,18,7,30,1.37,15.38,8.52,194,18
2016,5,18,8,0,1.43,15.38,8.6,181,18
2016,5,18,8,30,1.4,10.53,8.46,289,17.9
2016,5,18,9,0,1.5,9.88,8.55,291,18
2016,5,18,9,30,1.43,14.29,8.78,187,17.9
2016,5,18,10,0,1.52,15.38,8.83,190,17.9
2016,5,18,10,30,1.43,9.09,8.61,289,17.8
2016,5,18,11,0,1.44,14.29,8.76,201,17.8
2016,5,18,11,30,1.35,14.29,8.35,205,17.9
2016,5,18,12,0,1.34,14.29,8.27,187,18
2016,5,18,12,30,1.25,15.38,8.04,206,18
2016,5,18,13,0,1.25,14.29,8.38,208,18.1
2016,5,18,13,30,1.25,15.38,8.06,199,18.2
2016,5,18,14,0,1.22,14.29,7.86,197,18.2
2016,5,18,16,0,1.2,14.29,8.03,205,18.3
2016,5,18,16,30,1.11,14.29,7.1,211,18.3
2016,5,18,17,0,1.2,14.29,7.75,214,18.3
2016,5,18,18,0,1.24,13.33,7.89,219,18.3
2016,5,18,18,30,1.28,13.33,7.99,236,18.3
2016,5,18,19,0,1.24,18.18,7.99,198,18.3
2016,5,18,19,30,1.24,14.29,8.05,211,18.1
2016,5,18,20,0,1.35,14.29,7.62,197,18.1
2016,5,18,20,30,1.38,18.18,7.63,197,18.1
2016,5,18,21,0,1.32,13.33,6.84,204,18.2
2016,5,18,21,30,1.32,13.33,6.84,250,18.2
2016,5,18,22,0,1.43,13.33,6.95,247,18.2
2016,5,18,22,30,1.38,18.18,6.69,178,18.2
2016,5,18,23,0,1.35,13.33,6.61,209,18.3
2016,5,18,23,30,1.34,15.38,6.58,191,18.3
2016,5,19,0,0,1.33,13.33,6.37,201,18.3
2016,5,19,0,30,1.28,18.18,6.49,185,18.3
2016,5,19,1,0,1.25,18.18,6.11,191,18.4
2016,5,19,1,30,1.22,13.33,6.29,214,18.3
2016,5,19,2,0,1.27,14.29,6.91,188,18.4
2016,5,19,2,30,1.26,16.67,7.13,198,18.3
2016,5,19,3,0,1.25,12.5,7.43,259,18.3
2016,5,19,3,30,1.32,11.76,7.69,274,18.2
2016,5,19,4,0,1.12,16.67,6.94,190,18.3
2016,5,19,4,30,1.11,16.67,7.02,185,18.6
2016,5,19,5,0,1.22,16.67,7.77,183,18.7
2016,5,19,5,30,1.21,13.33,7.95,197,18.5
2016,5,19,6,0,1.16,16.67,7.92,185,18.3
2016,5,19,6,30,1.2,11.76,7.68,277,18.3
2016,5,19,7,0,1.15,12.5,8.16,243,18.3
2016,5,19,7,30,1.08,11.76,7.49,282,18.3
2016,5,19,8,0,1.12,12.5,7.89,215,18.3
2016,5,19,8,30,1.18,16.67,8.27,202,18.3
2016,5,19,9,0,1.12,11.76,7.93,284,18.4
2016,5,19,9,30,1.17,16.67,8.54,197,18.4
2016,5,19,10,0,1.16,16.67,8.22,195,18.4
2016,5,19,10,30,1.3,16.67,8.83,194,18.5
2016,5,19,11,0,1.22,11.76,8.39,277,18.5
2016,5,19,11,30,1.14,16.67,7.76,198,18.5
2016,5,19,12,0,1.2,16.67,8.29,188,18.4
2016,5,19,12,30,1.1,11.11,7.82,277,18.4
2016,5,19,13,0,1.22,16.67,8.66,201,18.4
2016,5,19,13,30,1.11,16.67,8.39,195,18.4
2016,5,19,14,0,1.09,16.67,8.34,190,18.3
2016,5,19,14,30,1.15,16.67,8.21,195,18.3
2016,5,19,15,0,1.11,16.67,8.35,192,18.2
2016,5,19,15,30,1.04,16.67,7.84,194,18.2
2016,5,19,16,0,1.15,16.67,8.28,195,18.2
2016,5,19,16,30,1.14,15.38,8.3,198,18.2
2016,5,19,17,0,1.12,16.67,8.48,202,18.1
2016,5,19,17,30,1.03,15.38,7.44,199,18.3
2016,5,19,18,0,1.06,15.38,7.97,198,18.3
2016,5,19,18,30,1.27,16.67,8.96,199,18.5
2016,5,19,19,0,1.11,16.67,7.65,202,18.4
2016,5,19,19,30,1.16,15.38,7.96,211,18.4
2016,5,19,20,0,1.15,16.67,8.34,201,18.3
2016,5,19,20,30,1.36,16.67,8.99,198,18.1
2016,5,19,21,0,1.36,16.67,8.93,206,18.2
2016,5,19,21,30,1.28,15.38,8.13,212,18.2
2016,5,19,22,0,1.28,16.67,7.67,197,18.3
2016,5,19,22,30,1.38,15.38,7.9,209,18.3
2016,5,19,23,0,1.4,16.67,7.93,202,18.3
2016,5,19,23,30,1.41,16.67,8.03,199,18.4
2016,5,20,0,0,1.34,16.67,8.11,195,18.6
2016,5,20,0,30,1.32,16.67,7.92,201,18.5
2016,5,20,1,0,1.38,16.67,8.44,202,18.6
2016,5,20,1,30,1.48,16.67,9.03,197,18.6
2016,5,20,2,0,1.34,16.67,8.72,201,18.6
2016,5,20,2,30,1.35,14.29,8.48,229,18.7
2016,5,20,3,0,1.17,15.38,8.16,202,18.6
2016,5,20,3,30,1.35,15.38,9.55,202,18.5
2016,5,20,4,0,1.2,15.38,9,208,18.5
2016,5,20,4,30,1.12,15.38,8.16,204,18.6
2016,5,20,5,0,1.21,15.38,8.84,205,18.5
2016,5,20,5,30,1.2,15.38,8.74,195,18.5
2016,5,20,6,0,1.28,15.38,9.23,199,18.5
2016,5,20,6,30,1.24,14.29,8.75,223,18.5
2016,5,20,7,0,1.17,16.67,8.91,197,18.5
2016,5,20,7,30,1.27,15.38,9.5,199,18.4
2016,5,20,8,0,1.29,15.38,9.97,201,18
2016,5,20,8,30,1.35,15.38,9.69,201,17.8
2016,5,20,9,0,1.27,15.38,9.36,208,17.7
2016,5,20,9,30,1.32,15.38,9.74,201,17.8
2016,5,20,10,0,1.26,15.38,8.97,209,17.8
2016,5,20,10,30,1.3,15.38,8.83,194,17.8
2016,5,20,11,0,1.4,15.38,8.9,198,17.8
2016,5,20,11,30,1.32,16.67,7.78,190,17.8
2016,5,20,12,0,1.49,16.67,8.33,195,17.8
2016,5,20,12,30,1.56,15.38,8.55,192,17.8
2016,5,20,13,0,1.28,15.38,7.24,185,17.7
2016,5,20,13,30,1.41,15.38,7.7,191,17.7
2016,5,20,14,0,1.57,15.38,7.92,197,17.7
2016,5,20,14,30,1.51,14.29,7.57,192,17.7
2016,5,20,15,0,1.59,15.38,7.61,187,17.7
2016,5,20,15,30,1.58,15.38,7.23,194,17.6
2016,5,20,16,0,1.73,15.38,7.75,197,17.5
2016,5,20,16,30,1.47,15.38,7.28,177,17.4
2016,5,20,17,0,1.78,15.38,8.43,191,17.4
2016,5,20,17,30,1.58,15.38,7.36,199,17.4
2016,5,20,18,0,1.57,15.38,7.56,188,17.4
2016,5,20,18,30,1.76,15.38,8,195,17.4
2016,5,20,19,0,1.92,15.38,7.61,184,17.4
2016,5,20,19,30,2.02,15.38,7.81,185,17.5
2016,5,20,20,30,2.04,15.38,7.9,185,17.7
2016,5,20,21,0,1.86,15.38,7.41,195,17.7
2016,5,20,21,30,2.11,15.38,7.68,178,17.8
2016,5,20,22,0,2.03,15.38,7.18,190,17.9
2016,5,20,22,30,2.08,11.76,7.3,287,17.8
2016,5,20,23,0,1.93,15.38,7.54,181,17.9
2016,5,20,23,30,1.88,11.11,7.07,285,17.9
2016,5,21,0,0,1.99,15.38,7.42,188,17.8
2016,5,21,0,30,1.96,15.38,7.26,181,17.8
2016,5,21,1,0,2.02,15.38,7.46,184,17.7
2016,5,21,1,30,2.03,15.38,7.82,190,17.7
2016,5,21,2,30,1.93,14.29,7.19,202,17.6
2016,5,21,3,0,1.94,14.29,7.22,198,17.5
2016,5,21,3,30,1.91,15.38,7.14,194,17.6
2016,5,21,4,0,1.81,15.38,6.84,199,17.6
2016,5,21,4,30,1.85,15.38,6.88,185,17.5
2016,5,21,5,0,1.98,15.38,7.24,201,17.5
2016,5,21,5,30,1.84,14.29,6.93,197,17.6
2016,5,21,6,0,1.91,15.38,6.93,202,17.7
2016,5,21,6,30,1.82,15.38,6.87,188,17.8
2016,5,21,8,0,1.75,15.38,7.1,195,17.7
2016,5,21,9,0,1.82,14.29,6.75,205,17.9
2016,5,21,9,30,1.95,15.38,7.08,202,17.8
2016,5,21,10,0,2.07,14.29,7.04,202,17.7
2016,5,21,10,30,2.06,14.29,7.28,211,17.5
2016,5,21,11,0,1.98,14.29,7.03,204,17.5
2016,5,21,11,30,2.08,14.29,7.16,185,17.3
2016,5,21,12,0,2.04,7.14,7.06,287,17.3
2016,5,21,12,30,2.01,9.88,7.02,285,17.4
2016,5,21,13,0,2.06,11.76,7.12,264,17.3
2016,5,21,13,30,1.9,7.14,6.73,292,17.3
2016,5,21,14,0,2.01,14.29,7,176,17.3
2016,5,21,14,30,1.76,14.29,6.61,195,17.3
2016,5,21,15,0,1.72,7.14,6.46,294,17.3
2016,5,21,15,30,1.71,7.14,6.49,298,17.4
2016,5,21,16,0,1.61,14.29,6.44,191,17.5
2016,5,21,16,30,1.62,7.14,6.33,294,17.5
2016,5,21,17,0,1.6,14.29,6.55,185,17.6
2016,5,21,17,30,1.52,14.29,6.49,199,17.7
2016,5,21,18,0,1.48,14.29,6.41,197,17.7
2016,5,21,18,30,1.53,14.29,6.72,185,17.8
2016,5,21,19,0,1.46,14.29,6.68,187,17.8
2016,5,21,19,30,1.5,14.29,6.54,185,17.9
2016,5,21,20,0,1.26,14.29,5.98,192,17.9
2016,5,21,20,30,1.28,13.33,5.97,181,17.8
2016,5,21,21,0,1.34,14.29,6.33,185,17.9
2016,5,21,21,30,1.27,13.33,6.33,188,17.9
2016,5,21,22,0,1.43,14.29,6.65,188,17.9
2016,5,21,22,30,1.3,15.38,6.34,173,18
2016,5,21,23,0,1.2,14.29,6.18,194,17.9
2016,5,21,23,30,1.33,13.33,6.34,190,17.5
2016,5,22,0,0,1.31,14.29,6.18,184,17.9
2016,5,22,0,30,1.29,14.29,6.16,178,18.3
2016,5,22,1,0,1.36,14.29,6.03,183,18.4
2016,5,22,1,30,1.34,14.29,6,187,18.5
2016,5,22,2,0,1.4,14.29,6.04,184,18.6
2016,5,22,2,30,1.52,14.29,5.76,191,18.7
2016,5,22,3,0,1.5,14.29,5.83,191,18.6
