#YY,MM,DD,hh,mm,WVHT,DPD,APD,MWD,WTMP
2016,5,22,3,30,1.46,14.29,5.55,187,18.6
2016,5,22,4,0,1.47,14.29,5.92,201,18.5
2016,5,22,4,30,1.44,14.29,5.66,192,18.5
2016,5,22,5,0,1.41,13.33,5.54,184,18.5
2016,5,22,5,30,1.4,14.29,5.56,197,18.5
2016,5,22,6,0,1.5,14.29,5.88,183,18.4
2016,5,22,6,30,1.4,14.29,5.6,205,18.3
2016,5,22,7,0,1.41,14.29,5.65,202,18.3
2016,5,22,7,30,1.48,13.33,5.87,188,18.3
2016,5,22,8,0,1.42,14.29,5.81,198,18.3
2016,5,22,9,0,1.49,13.33,5.8,198,18.4
2016,5,22,9,30,1.38,13.33,5.64,197,18.4
2016,5,22,10,0,1.53,13.33,6.16,195,18.4
2016,5,22,10,30,1.5,14.29,6,187,18.4
2016,5,22,11,0,1.53,13.33,6.27,194,18.4
2016,5,22,11,30,1.55,14.29,6.28,190,18.4
2016,5,22,12,0,1.42,14.29,6.08,192,18.4
2016,5,22,12,30,1.36,13.33,6.07,197,18.4
2016,5,22,13,0,1.48,13.33,6.22,194,18.4
2016,5,22,13,30,1.55,6.67,6.22,296,18.4
2016,5,22,14,0,1.44,6.25,6.03,292,18.4
2016,5,22,14,30,1.63,13.33,6.47,199,18.4
2016,5,22,15,0,1.46,13.33,6.38,192,18.4
2016,5,22,15,30,1.46,6.67,6.16,295,18.4
2016,5,22,16,0,1.36,6.25,6.06,301,18.5
2016,5,22,16,30,1.4,6.25,6,301,18.5
2016,5,22,17,0,1.36,13.33,5.92,192,18.6
2016,5,22,17,30,1.32,13.33,6.25,197,18.7
2016,5,22,18,0,1.21,13.33,6.06,206,18.8
2016,5,22,18,30,1.27,13.33,6.07,194,18.9
2016,5,22,19,0,1.16,13.33,6.04,195,18.9
2016,5,22,19,30,1.11,13.33,6.01,194,19
2016,5,22,20,0,1.16,13.33,6.13,197,19.1
2016,5,22,20,30,1.1,14.29,5.64,192,19.2
2016,5,22,21,0,1.1,13.33,5.74,197,19.2
2016,5,22,22,0,1.11,13.33,5.53,197,19.2
2016,5,22,22,30,1.11,13.33,5.56,183,19.2
2016,5,22,23,0,1.11,5.88,5.56,277,19.2
2016,5,22,23,30,1.07,12.5,5.39,195,19.2
2016,5,23,0,30,1.18,14.29,5.58,190,19.2
2016,5,23,1,0,1.13,14.29,5.66,188,19.2
2016,5,23,1,30,1.13,13.33,5.71,199,19.2
2016,5,23,2,0,1.12,13.33,5.47,201,19.1
2016,5,23,2,30,1.11,14.29,5.67,192,19.1
2016,5,23,3,0,1.12,13.33,5.71,188,19.1
2016,5,23,3,30,1.12,13.33,5.61,191,19.1
2016,5,23,4,0,1.06,13.33,5.22,194,19
2016,5,23,4,30,1.04,12.5,5.29,202,19
2016,5,23,5,0,1.14,13.33,5.27,187,19
2016,5,23,5,30,1.15,13.33,5.27,201,19
2016,5,23,6,0,1.09,11.76,5.28,199,19
2016,5,23,6,30,1.11,13.33,5.44,199,19
2016,5,23,7,0,1.08,13.33,5.36,185,19
2016,5,23,7,30,1.06,5.26,5.35,287,19
2016,5,23,8,0,1.11,13.33,5.51,194,19
2016,5,23,8,30,1.16,13.33,5.4,188,18.9
2016,5,23,9,0,1.09,13.33,5.33,201,19
2016,5,23,9,30,1.15,14.29,5.6,204,18.9
2016,5,23,10,0,1.12,12.5,5.5,199,18.9
2016,5,23,10,30,1.16,6.25,5.45,274,18.8
2016,5,23,11,0,1.15,13.33,5.46,202,18.9
2016,5,23,11,30,1.27,6.25,5.57,278,18.9
2016,5,23,12,0,1.22,5.88,5.56,284,18.8
2016,5,23,12,30,1.22,13.33,5.69,190,18.8
2016,5,23,13,0,1.18,6.67,5.39,288,18.7
2016,5,23,13,30,1.2,13.33,5.67,184,18.7
2016,5,23,14,0,1.25,6.67,5.71,288,18.6
2016,5,23,14,30,1.19,6.25,5.73,284,18.7
2016,5,23,15,0,1.25,5.88,5.9,288,18.6
2016,5,23,15,30,1.31,7.14,5.95,285,18.6
2016,5,23,16,0,1.32,5.26,5.9,287,18.6
2016,5,23,16,30,1.33,6.25,5.74,287,18.7
2016,5,23,17,0,1.27,6.67,5.71,281,18.7
2016,5,23,17,30,1.31,6.67,5.67,282,18.7
2016,5,23,18,0,1.24,6.67,5.69,288,18.8
2016,5,23,18,30,1.23,7.14,5.51,284,18.8
2016,5,23,19,0,1.22,13.33,5.51,197,18.9
2016,5,23,19,30,1.2,7.14,5.53,281,18.9
2016,5,23,20,0,1.16,6.67,5.34,273,18.9
2016,5,23,20,30,1.18,7.14,5.36,278,19
2016,5,23,21,0,1.18,7.14,5.39,285,19
2016,5,23,21,30,1.22,15.38,5.33,221,19.1
2016,5,23,22,0,1.2,13.33,5.27,192,19
2016,5,23,22,30,1.2,7.14,5.05,282,19.1
2016,5,23,23,0,1.2,13.33,5.17,177,19
2016,5,23,23,30,1.23,13.33,4.98,195,19
2016,5,24,0,0,1.22,7.14,5.01,282,19
2016,5,24,0,30,1.25,15.38,5.11,202,19
2016,5,24,1,0,1.28,7.14,5.05,278,18.9
2016,5,24,1,30,1.18,15.38,5.05,206,18.9
2016,5,24,2,0,1.23,15.38,5.21,219,18.9
2016,5,24,2,30,1.07,5.88,5.14,273,18.9
2016,5,24,3,0,1.07,4.76,5.15,271,18.8
2016,5,24,3,30,1.05,5.56,5.17,270,18.8
2016,5,24,4,0,1.1,6.67,5.25,281,18.8
2016,5,24,4,30,1.17,6.67,5.61,277,18.8
2016,5,24,5,0,1.02,5.88,5.15,278,18.7
2016,5,24,5,30,1.15,7.14,5.59,278,18.7
2016,5,24,6,0,1.13,5.56,5.55,281,18.7
2016,5,24,6,30,1.09,6.25,5.13,278,18.6
2016,5,24,7,0,1.12,6.25,5.1,275,18.6
2016,5,24,7,30,1.14,6.25,5.11,281,18.6
2016,5,24,8,0,1.16,7.14,5.15,278,18.6
2016,5,24,8,30,1.13,6.25,5.09,282,18.6
2016,5,24,9,0,1.16,15.38,5.06,232,18.6
2016,5,24,9,30,1.13,5.26,5.04,278,18.6
2016,5,24,10,0,1.11,6.25,5.16,278,18.6
2016,5,24,10,30,1.21,6.67,5.34,278,18.6
2016,5,24,11,0,1.19,6.67,5.3,277,18.7
2016,5,24,12,0,1.16,7.14,5.42,280,18.7
2016,5,24,12,30,1.19,6.25,5.22,278,18.7
2016,5,24,13,0,1.16,6.67,5.08,282,18.7
2016,5,24,13,30,1.19,6.67,5.18,275,18.6
2016,5,24,14,0,1.16,6.67,5.32,278,18.6
2016,5,24,14,30,1.13,5.88,5.26,280,18.6
2016,5,24,15,0,1.15,5.88,5.21,281,18.7
2016,5,24,15,30,1.12,6.67,5.45,281,18.6
2016,5,24,16,0,1.16,6.25,5.32,282,18.6
2016,5,24,16,30,1.15,6.25,5.32,294,18.6
2016,5,24,17,0,1.15,6.67,5.43,289,18.6
2016,5,24,17,30,1.17,6.67,5.24,289,18.6
2016,5,24,18,30,1.13,6.67,5.23,288,18.8
2016,5,24,19,0,1.05,6.67,5.13,291,18.8
2016,5,24,19,30,1.11,6.25,5.11,292,18.8
2016,5,24,20,0,1.06,5.88,4.87,295,18.9
2016,5,24,20,30,1,6.25,4.76,292,18.9
2016,5,24,22,0,1,6.25,4.86,294,19
2016,5,24,22,30,0.97,14.29,4.88,215,19.1
2016,5,24,23,0,0.97,6.25,4.71,288,19.1
2016,5,24,23,30,0.99,5.88,4.68,285,19
2016,5,25,0,0,1.01,15.38,4.74,219,19.1
2016,5,25,0,30,0.96,5.88,4.5,287,19
2016,5,25,1,0,0.88,15.38,4.46,211,19
2016,5,25,1,30,0.88,5.88,4.4,280,19
2016,5,25,2,0,0.86,14.29,4.52,209,18.9
2016,5,25,3,0,0.87,15.38,4.72,211,18.9
2016,5,25,3,30,0.9,5.88,4.61,284,18.9
2016,5,25,4,0,0.87,14.29,4.55,202,18.9
2016,5,25,4,30,0.92,14.29,4.74,219,18.8
2016,5,25,5,0,0.89,14.29,4.68,218,18.8
2016,5,25,5,30,0.88,15.38,4.63,211,18.8
2016,5,25,6,0,0.91,14.29,4.57,212,18.8
2016,5,25,6,30,0.91,5.26,4.47,289,18.8
2016,5,25,7,0,0.91,5,4.41,288,18.8
2016,5,25,7,30,0.91,14.29,4.8,202,18.8
2016,5,25,8,0,0.87,14.29,4.46,222,18.8
2016,5,25,8,30,0.87,14.29,4.39,206,18.8
2016,5,25,9,0,0.85,14.29,4.36,212,18.8
2016,5,25,9,30,0.86,4.76,4.4,287,18.8
2016,5,25,10,0,0.82,4.76,4.32,295,18.8
2016,5,25,10,30,0.8,14.29,4.52,215,18.8
2016,5,25,11,0,0.77,15.38,4.47,223,18.8
2016,5,25,11,30,0.71,13.33,4.45,214,18.8
2016,5,25,12,0,0.7,4.76,4.48,278,18.7
2016,5,25,12,30,0.71,14.29,5.01,202,18.7
2016,5,25,13,0,0.68,14.29,4.79,208,18.7
2016,5,25,13,30,0.73,15.38,5.03,216,18.7
2016,5,25,14,0,0.65,15.38,4.64,218,18.7
2016,5,25,14,30,0.65,14.29,4.59,214,18.7
2016,5,25,15,0,0.7,15.38,4.87,211,18.7
2016,5,25,16,0,0.67,15.38,4.59,218,18.7
2016,5,25,16,30,0.67,14.29,4.8,209,18.8
2016,5,25,17,0,0.62,14.29,4.85,216,18.8
2016,5,25,17,30,0.67,13.33,4.59,215,18.8
2016,5,25,18,0,0.66,14.29,4.38,205,18.9
2016,5,25,18,30,0.67,15.38,4.84,211,19
2016,5,25,19,0,0.71,14.29,4.65,214,19
2016,5,25,19,30,0.67,14.29,4.28,212,19.1
2016,5,25,20,0,0.68,13.33,4.03,202,19.1
2016,5,25,20,30,0.76,15.38,4.24,205,19.1
2016,5,25,21,0,0.77,15.38,4.08,204,19.1
2016,5,25,22,0,0.77,15.38,4.17,221,19.2
2016,5,25,22,30,0.79,4.17,3.96,278,19.2
2016,5,25,23,0,0.81,15.38,3.91,216,19.2
2016,5,25,23,30,0.87,4,3.99,287,19.1
2016,5,26,0,0,0.92,15.38,4.11,206,19.1
2016,5,26,0,30,1,4.17,4,280,19.1
2016,5,26,1,0,1,4.35,3.99,275,19
2016,5,26,2,30,1.1,4.55,4.27,281,19
2016,5,26,3,0,1,4.76,4.27,280,18.9
2016,5,26,3,30,1.08,4.76,4.39,275,18.9
2016,5,26,4,0,1.09,5,4.41,273,18.8
2016,5,26,5,0,1,4.76,4.57,287,18.8
2016,5,26,5,30,1.05,5,4.66,281,18.8
2016,5,26,6,0,1.05,5,4.57,274,18.8
2016,5,26,6,30,1.15,5.26,4.83,275,18.7
2016,5,26,7,0,1.09,5.26,4.74,277,18.7
2016,5,26,7,30,1.17,5.56,4.91,278,18.7
2016,5,26,8,0,1.13,5.88,5.01,273,18.7
2016,5,26,8,30,1.15,6.67,5.07,287,18.6
2016,5,26,9,0,1.12,6.67,5.12,287,18.6
2016,5,26,9,30,1.13,6.25,5.18,287,18.7
2016,5,26,10,0,1.1,5.88,5.21,282,18.6
2016,5,26,10,30,1.09,5.88,5.17,288,18.6
2016,5,26,11,0,1.06,6.25,5.17,285,18.6
2016,5,26,12,0,1.06,6.67,5.32,288,18.6
2016,5,26,12,30,1.08,6.25,5.57,285,18.6
2016,5,26,13,0,1.12,6.25,5.59,277,18.6
2016,5,26,13,30,1.14,6.67,5.69,294,18.5
2016,5,26,14,0,1.22,6.67,5.83,287,18.5
2016,5,26,15,0,1.3,6.67,5.9,288,18.5
2016,5,26,15,30,1.31,6.67,5.92,285,18.5
2016,5,26,16,0,1.23,7.14,5.85,291,18.5
2016,5,26,16,30,1.21,6.67,5.68,291,18.6
2016,5,26,17,0,1.23,6.67,5.83,287,18.6
2016,5,26,18,0,1.19,6.67,5.6,285,18.7
2016,5,26,18,30,1.14,6.25,5.51,296,18.9
2016,5,26,19,0,1.29,6.67,5.78,292,19
2016,5,26,19,30,1.17,7.69,5.69,291,19
2016,5,26,20,0,1.24,7.69,5.66,291,19.1
2016,5,26,20,30,1.24,7.69,5.63,289,19.2
2016,5,26,21,0,1.16,7.14,5.62,285,19.2
2016,5,26,21,30,1.19,7.69,5.7,292,19.2
2016,5,26,22,0,1.18,7.69,5.68,285,19.3
2016,5,26,22,30,1.1,7.14,5.74,287,19.2
2016,5,26,23,0,1.11,6.67,5.66,292,19.3
2016,5,26,23,30,1.08,7.14,5.49,284,19.4
2016,5,27,0,0,1.08,7.14,5.54,282,19.3
2016,5,27,0,30,1.19,7.69,5.59,281,19.1
2016,5,27,1,0,1.27,5.88,5.53,277,19.1
2016,5,27,2,0,1.16,7.14,5.48,285,19
2016,5,27,2,30,1.22,7.69,5.58,282,18.9
2016,5,27,3,0,1.15,7.14,5.43,281,18.9
2016,5,27,3,30,1.16,7.69,5.62,281,18.9
2016,5,27,4,0,1.2,7.69,5.51,281,18.9
2016,5,27,4,30,1.2,8.33,5.41,282,18.9
2016,5,27,5,0,1.3,8.33,5.7,278,18.9
2016,5,27,5,30,1.37,7.69,5.74,280,18.8
2016,5,27,6,0,1.31,7.14,5.56,284,18.7
2016,5,27,6,30,1.32,7.69,5.58,284,18.7
2016,5,27,7,0,1.32,7.69,5.57,280,18.7
2016,5,27,7,30,1.3,7.69,5.65,281,18.6
2016,5,27,8,0,1.27,7.14,5.59,282,18.5
2016,5,27,8,30,1.23,6.67,5.65,280,18.5
2016,5,27,9,0,1.22,5.88,5.65,275,18.5
2016,5,27,9,30,1.24,7.14,5.76,284,18.5
2016,5,27,10,0,1.12,6.67,5.5,282,18.6
2016,5,27,11,0,1.25,6.25,5.59,282,18.5
2016,5,27,11,30,1.26,7.14,5.68,280,18.5
2016,5,27,12,0,1.27,6.67,5.71,278,18.5
2016,5,27,12,30,1.26,7.69,5.73,278,18.4
2016,5,27,13,0,1.19,7.69,5.66,277,18.4
2016,5,27,13,30,1.21,7.14,5.58,277,18.3
2016,5,27,14,30,1.22,7.14,5.65,275,18.4
2016,5,27,15,0,1.28,7.14,5.84,278,18.4
2016,5,27,15,30,1.27,7.69,5.74,280,18.4
2016,5,27,16,0,1.24,7.14,5.74,282,18.4
2016,5,27,16,30,1.32,6.67,5.81,281,18.4
2016,5,27,17,0,1.22,7.69,5.82,287,18.5
2016,5,27,17,30,1.27,7.69,5.85,284,18.5
2016,5,27,18,0,1.26,7.14,5.85,284,18.5
2016,5,27,18,30,1.21,8.33,5.74,288,18.5
2016,5,27,19,30,1.23,6.67,5.92,285,18.7
2016,5,27,20,0,1.31,7.69,5.99,289,18.7
2016,5,27,20,30,1.26,6.67,5.78,289,18.7
2016,5,27,21,0,1.17,7.69,5.83,282,18.7
2016,5,27,21,30,1.21,7.14,5.77,284,18.8
2016,5,27,22,0,1.21,7.69,5.97,284,18.9
2016,5,27,22,30,1.13,7.69,6.16,284,18.9
2016,5,27,23,0,1.18,7.69,6.13,280,18.8
2016,5,27,23,30,1.22,7.14,6.27,284,18.9
2016,5,28,0,0,1.16,7.69,6.4,282,18.8
2016,5,28,1,0,1.11,8.33,6.34,294,18.7
2016,5,28,1,30,1.09,7.14,6.32,285,18.8
2016,5,28,2,0,1.08,8.33,6.49,294,18.7
2016,5,28,2,30,1.06,8.33,6.71,288,18.8
2016,5,28,3,0,1.1,15.38,7.02,192,18.7
2016,5,28,3,30,1.13,9.09,6.71,289,18.6
2016,5,28,4,0,1.14,16.67,7.26,184,18.7
2016,5,28,4,30,1.2,9.09,7.23,292,18.7
2016,5,28,5,0,1.09,7.14,6.93,289,18.7
2016,5,28,5,30,1.1,9.09,7.16,291,18.7
2016,5,28,6,0,1.12,16.67,7.44,181,18.7
2016,5,28,6,30,1.03,15.38,7.21,187,18.7
2016,5,28,7,30,1.05,16.67,7.29,181,18.7
2016,5,28,8,0,1.06,14.29,6.87,225,18.6
2016,5,28,8,30,1.08,15.38,7.12,184,18.6
2016,5,28,9,0,1.14,9.09,7.05,288,18.6
2016,5,28,9,30,1.07,15.38,7.23,185,18.6
2016,5,28,10,0,1.05,16.67,6.78,188,18.5
2016,5,28,10,30,1.08,16.67,6.92,185,18.5
2016,5,28,11,0,0.99,15.38,6.58,191,18.7
2016,5,28,11,30,1.11,16.67,6.83,192,18.6
2016,5,28,12,30,1.14,15.38,6.77,188,18.9
2016,5,28,13,0,1.11,15.38,7,191,19
2016,5,28,13,30,1.11,16.67,7.19,191,19.1
2016,5,28,14,0,1.16,15.38,7.06,188,19.1
2016,5,28,14,30,1.14,15.38,7.01,188,19.1
2016,5,28,15,0,1.16,15.38,6.32,187,19.1
2016,5,28,15,30,1.17,15.38,7.35,188,19.1
2016,5,28,16,0,1.18,15.38,6.97,183,19.1
2016,5,28,16,30,1.12,15.38,6.64,185,19.1
2016,5,28,17,0,1.13,15.38,6.79,185,19.1
2016,5,28,17,30,1.12,15.38,7.11,184,19.1
2016,5,28,18,0,1.03,14.29,6.79,188,19.1
2016,5,28,18,30,1.13,15.38,7.27,183,19.1
2016,5,28,19,0,1.13,15.38,7.32,183,19.1
2016,5,28,19,30,1.14,14.29,7.76,185,19.1
2016,5,28,20,0,1,14.29,6.85,185,19.1
2016,5,28,20,30,1.05,15.38,7.06,180,19.2
2016,5,28,21,0,1.01,15.38,6.55,176,19.2
2016,5,28,21,30,1.03,15.38,6.67,173,19.2
2016,5,28,22,0,1.06,15.38,6.85,180,19.2
2016,5,28,22,30,1.07,15.38,6.84,181,19.2
2016,5,28,23,0,1.1,15.38,6.88,170,19.1
2016,5,29,0,0,1.13,14.29,7.08,178,19
2016,5,29,0,30,1.11,14.29,6.81,173,18.9
2016,5,29,1,0,1.1,15.38,7.18,173,18.9
2016,5,29,1,30,1.11,15.38,7.44,184,18.8
2016,5,29,2,30,1.05,15.38,7.27,180,18.6
2016,5,29,3,0,1.09,14.29,7.78,185,18.5
2016,5,29,3,30,1.06,14.29,7.68,174,18.6
2016,5,29,4,0,1.16,15.38,8.12,180,18.5
2016,5,29,4,30,1.18,14.29,8.1,183,18.6
2016,5,29,5,0,1.18,14.29,7.82,184,18.6
2016,5,29,5,30,1.12,15.38,7.93,183,18.6
2016,5,29,6,0,1.06,15.38,7.49,183,18.6
2016,5,29,7,0,1.07,16.67,7.8,183,18.6
2016,5,29,7,30,1.11,13.33,8.07,197,18.6
2016,5,29,8,0,1.1,14.29,8.24,188,18.6
2016,5,29,8,30,1.1,15.38,8.51,188,18.6
2016,5,29,9,0,1.2,15.38,9.37,190,18.6
2016,5,29,9,30,1.11,13.33,8.55,194,18.6
2016,5,29,10,0,1.04,14.29,8.76,194,18.6
2016,5,29,10,30,1.14,15.38,9.18,190,18.5
2016,5,29,11,0,1.1,14.29,9.29,183,18.5
2016,5,29,12,0,0.97,13.33,8.48,192,18.5
2016,5,29,12,30,1.08,14.29,9.3,190,18.5
2016,5,29,13,0,1.04,15.38,9.28,187,18.5
2016,5,29,13,30,0.96,14.29,8.59,190,18.5
2016,5,29,14,0,1.01,15.38,9.04,185,18.6
2016,5,29,14,30,1.02,14.29,9.14,187,18.6
2016,5,29,15,0,1.08,15.38,9.27,190,18.7
2016,5,29,15,30,1.02,15.38,8.86,183,18.7
2016,5,29,16,0,1.04,15.38,8.78,185,18.7
2016,5,29,16,30,1.08,14.29,8.93,188,18.7
2016,5,29,17,0,1.12,14.29,9.18,188,18.7
2016,5,29,17,30,1.07,14.29,8.76,180,18.8
2016,5,29,18,0,1.14,14.29,8.93,185,18.8
2016,5,29,18,30,1.18,14.29,8.76,176,19
2016,5,29,19,0,1.16,13.33,8.86,184,19
2016,5,29,19,30,1.03,13.33,8.46,177,19
2016,5,29,20,0,1.06,15.38,8.8,176,19.1
2016,5,29,20,30,1.1,14.29,9.1,180,19.2
2016,5,29,21,0,1.12,13.33,9.52,183,19.1
2016,5,29,21,30,1.13,14.29,9.6,181,19.1
2016,5,29,22,0,1,14.29,8.87,170,19.1
2016,5,29,22,30,1.02,13.33,9.22,183,19.1
2016,5,29,23,0,0.98,13.33,9.16,181,19.1
2016,5,29,23,30,0.94,13.33,8.06,177,19.2
2016,5,30,0,0,0.91,14.29,8.23,181,19.2
2016,5,30,0,30,1.01,14.29,8.35,183,19.4
2016,5,30,1,0,0.89,13.33,8.2,183,19.2
2016,5,30,1,30,0.95,13.33,8.3,180,19.2
2016,5,30,2,0,0.89,13.33,7.86,185,19.2
2016,5,30,2,30,1.03,13.33,9.22,183,19.2
2016,5,30,3,0,0.88,14.29,8.05,181,19.1
2016,5,30,3,30,1.02,14.29,8.93,183,19
2016,5,30,4,0,0.97,18.18,9.06,222,18.9
2016,5,30,4,30,0.99,14.29,9.22,178,18.8
2016,5,30,5,0,0.9,18.18,8.47,228,18.8
2016,5,30,5,30,0.89,13.33,8.35,190,18.8
2016,5,30,6,0,0.99,14.29,8.62,184,18.8
2016,5,30,6,30,0.94,18.18,8.85,235,18.8
2016,5,30,7,0,0.95,14.29,8.92,187,18.9
2016,5,30,7,30,0.93,14.29,8.4,190,18.9
2016,5,30,8,0,1.01,14.29,8.76,185,19
2016,5,30,8,30,0.98,12.5,8.32,185,18.9
2016,5,30,9,0,0.97,14.29,8.38,195,18.9
2016,5,30,9,30,0.99,14.29,8.71,190,18.9
2016,5,30,10,0,0.98,14.29,8.47,194,18.9
2016,5,30,10,30,0.98,14.29,8.32,192,18.9
2016,5,30,11,0,1.03,14.29,8.85,201,18.9
2016,5,30,11,30,0.92,13.33,8.13,198,18.8
2016,5,30,12,0,0.97,14.29,8.32,187,18.8
2016,5,30,12,30,0.97,14.29,7.96,187,18.8
2016,5,30,13,0,0.95,14.29,8.05,190,18.8
2016,5,30,13,30,0.87,18.18,7.14,218,18.8
2016,5,30,14,0,0.9,13.33,7.52,201,18.8
2016,5,30,14,30,0.9,18.18,7.66,216,18.7
2016,5,30,15,0,1,18.18,8.43,216,18.8
2016,5,30,15,30,0.94,14.29,8.05,185,18.8
2016,5,30,16,0,0.95,14.29,8.17,194,18.8
2016,5,30,16,30,0.89,13.33,7.55,187,18.8
2016,5,30,17,0,0.95,16.67,8.4,226,18.8
2016,5,30,17,30,0.88,18.18,8.08,216,18.8
2016,5,30,18,0,0.94,16.67,8.01,219,18.8
2016,5,30,18,30,1.01,18.18,8.5,218,18.8
2016,5,30,19,0,0.9,18.18,7.81,194,18.8
2016,5,30,19,30,0.99,16.67,8.78,215,18.8
2016,5,30,20,0,0.99,16.67,9.08,219,18.8
2016,5,30,20,30,1.03,18.18,9.52,198,18.9
2016,5,30,21,0,1.07,18.18,9.2,190,18.9
2016,5,30,21,30,1.03,16.67,8.69,221,19
2016,5,30,22,0,1.07,18.18,8.56,209,19
2016,5,30,22,30,1.07,18.18,8.36,194,19
2016,5,30,23,0,1.07,18.18,7.8,183,19.1
2016,5,30,23,30,0.95,18.18,7.24,188,19.1
2016,5,31,0,0,0.97,18.18,7.48,185,19.1
2016,5,31,0,30,1.11,18.18,8.26,187,19.1
2016,5,31,1,30,1.05,16.67,7.64,208,19.1
2016,5,31,2,0,1.26,16.67,8.05,204,19
2016,5,31,2,30,1,18.18,5.87,201,19
2016,5,31,3,0,1.05,16.67,7.24,198,19
2016,5,31,3,30,1.18,16.67,8.1,202,19
2016,5,31,4,0,1.16,16.67,8.04,208,19
2016,5,31,4,30,1.23,16.67,8.91,199,19
2016,5,31,5,0,1.21,16.67,8.68,205,19
2016,5,31,5,30,1.14,16.67,8.55,206,19
2016,5,31,6,0,1.24,16.67,8.43,206,19
2016,5,31,6,30,1.25,16.67,9.04,209,18.9
2016,5,31,7,0,1.32,16.67,9.41,206,18.9
2016,5,31,7,30,1.22,16.67,8.96,211,18.9
2016,5,31,8,0,1.41,16.67,10.36,206,18.9
2016,5,31,8,30,1.18,16.67,8.63,208,18.9
2016,5,31,9,0,1.26,16.67,8.99,211,18.9
2016,5,31,9,30,1.3,16.67,8.81,205,18.9
2016,5,31,10,0,1.31,16.67,9.29,201,18.8
2016,5,31,10,30,1.18,16.67,8.9,197,18.8
2016,5,31,11,0,1.33,16.67,9.19,198,18.8
2016,5,31,11,30,1.26,16.67,9.12,205,18.7
2016,5,31,12,30,1.43,16.67,10.46,211,18.7
2016,5,31,13,0,1.33,16.67,9.79,199,18.7
2016,5,31,13,30,1.24,16.67,9.16,204,18.7
2016,5,31,14,0,1.23,15.38,9.08,204,18.7
2016,5,31,14,30,1.3,16.67,9.64,212,18.7
2016,5,31,15,0,1.1,15.38,8.55,204,18.7
2016,5,31,15,30,1.29,15.38,9.73,204,18.8
2016,5,31,16,0,1.26,16.67,9.42,199,18.7
2016,5,31,16,30,1.43,15.38,10.55,209,18.7
2016,5,31,17,0,1.2,15.38,9.16,212,18.7
2016,5,31,18,0,1.22,15.38,9.67,202,18.7
2016,5,31,18,30,1.29,15.38,10.28,209,18.8
2016,5,31,19,0,1.21,15.38,9.32,205,18.8
2016,5,31,19,30,1.13,15.38,9.23,190,18.9
2016,5,31,20,0,1.28,16.67,10.39,192,18.8
2016,5,31,20,30,1.36,15.38,10.53,191,18.8
2016,5,31,21,0,1.07,16.67,8.09,194,18.8
2016,5,31,21,30,1.3,15.38,9.29,191,18.8
2016,5,31,22,0,1.29,15.38,9.06,204,18.9
2016,5,31,22,30,1.22,15.38,8.55,197,18.9
2016,5,31,23,0,1.36,15.38,9.7,198,18.8
2016,5,31,23,30,1.33,15.38,9.29,198,18.9
2016,6,1,0,0,1.26,15.38,9.24,201,18.9
2016,6,1,0,30,1.49,14.29,10.55,199,18.9
2016,6,1,1,0,1.28,15.38,9.57,192,18.9
2016,6,1,1,30,1.28,15.38,9.53,195,18.9
2016,6,1,2,0,1.21,14.29,9.46,195,18.9
2016,6,1,2,30,1.31,14.29,9.86,197,18.8
2016,6,1,3,0,1.35,15.38,10.39,201,18.8
2016,6,1,3,30,1.41,15.38,10.65,192,18.8
2016,6,1,4,0,1.38,15.38,10.79,197,18.8
2016,6,1,4,30,1.27,15.38,10.54,204,18.8
2016,6,1,5,0,1.37,15.38,11.41,201,18.8
2016,6,1,5,30,1.33,14.29,10.99,201,18.8
2016,6,1,6,0,1.47,14.29,11.72,206,18.8
2016,6,1,6,30,1.32,15.38,10.93,197,18.8
2016,6,1,7,0,1.36,15.38,11.42,209,18.8
2016,6,1,7,30,1.31,14.29,11.15,208,18.8
2016,6,1,8,0,1.47,14.29,11.55,201,18.7
2016,6,1,8,30,1.45,15.38,11.39,205,18.8
2016,6,1,9,0,1.28,15.38,10.62,204,18.7
2016,6,1,9,30,1.3,18.18,10.91,194,18.7
2016,6,1,10,0,1.32,15.38,10.85,211,18.8
2016,6,1,10,30,1.53,14.29,11.72,204,18.8
2016,6,1,11,0,1.53,18.18,12.31,192,18.8
2016,6,1,12,0,1.33,18.18,10.78,185,18.8
2016,6,1,12,30,1.54,18.18,11.78,184,18.8
2016,6,1,13,0,1.39,18.18,11.32,188,18.8
2016,6,1,13,30,1.64,14.29,12.1,206,18.8
2016,6,1,14,0,1.47,18.18,11.78,187,18.8
2016,6,1,14,30,1.43,15.38,11.16,205,18.8
2016,6,1,15,0,1.44,18.18,11.64,191,18.8
2016,6,1,15,30,1.53,18.18,11.76,185,18.8
2016,6,1,16,0,1.4,18.18,11.69,188,18.8
2016,6,1,16,30,1.31,18.18,11.19,188,18.8
2016,6,1,17,0,1.36,18.18,11.16,184,18.8
2016,6,1,17,30,1.29,18.18,11.39,187,18.8
2016,6,1,18,0,1.35,16.67,11.5,181,18.9
2016,6,1,18,30,1.36,14.29,11.64,201,18.9
2016,6,1,19,0,1.48,18.18,12.72,183,18.9
2016,6,1,19,30,1.36,16.67,12.18,187,18.9
2016,6,1,20,0,1.43,16.67,11.95,187,19
2016,6,1,20,30,1.7,16.67,13.02,184,19
2016,6,1,21,0,1.57,16.67,13.35,185,19
2016,6,1,21,30,1.65,16.67,13.22,187,19.1
