idCollectionEvent,PROJECT,SOURCE,SAMPLE_DATETIME,STATION,WATER_BODY,CBSEG_2003,SONDE,LATITUDE,LONGITUDE,DEPTH,LAYER,TOTAL_DEPTH,TOTAL_DEPTH_UNITS,TOTAL_DEPTH_A,BATT,BATT_A,WTEMP,WTEMP_UNITS,WTEMP_A,WTEMP_QUALIFIER,WTEMP_METHOD,SPCOND,SPCOND_UNITS,SPCOND_A,SPCOND_QUALIFIER,SPCOND_METHOD,SALINITY,SALINITY_UNITS,SALINITY_A,SALINITY_QUALIFIER,SALINITY_METHOD,DO_SAT,DO_SAT_UNITS,DO_SAT_A,DO_SAT_QUALIFIER,DO_SAT_METHOD,DO,DO_UNITS,DO_A,DO_QUALIFIER,DO_METHOD,PH,PH_UNITS,PH_A,PH_QUALIFIER,PH_METHOD,TURB_NTU,TURB_NTU_UNITS,TURB_NTU_A,TURB_NTU_QUALIFIER,TURB_NTU_METHOD,FLUOR,FLUOR_UNITS,FLUOR_A,FLUOR_QUALIFIER,FLUOR_METHOD,TCHL_PRE_CAL,TCHL_PRE_CAL_UNITS,TCHL_PRE_CAL_A,TCHL_PRE_CAL_QUALIFIER,TCHL_PRE_CAL_METHOD,CHLA,CHLA_UNITS,CHLA_A,CHLA_QUALIFIER,CHLA_METHOD,BGA_PE,BGA_PE_UNITS,BGA_PE_A,BGA_PE_QUALIFIER,BGA_PE_METHOD,BGA_PE_RFU,BGA_PE_RFU_UNITS,BGA_PE_RFU_A,BGA_PE_RFU_QUALIFIER,BGA_PE_RFU_METHOD,COMMENTS
8695,CMON,VIMS,8/11/2016 9:45:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,0.9490,M,,11.9000,,29.1900,DEG C,,,F01,35007.0000,UMHOS/CM,,,F01,21.9300,PPT,,,F01,118.5000,PCT,,,F04,8.0500,MG/L,,,F04,8.2500,SU,,,F01,4.9000,NTU,,,F01,1.2000,%FS,,,F01,4.5000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 10:00:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,0.9680,M,,11.9000,,29.2800,DEG C,,,F01,34995.0000,UMHOS/CM,,,F01,21.9200,PPT,,,F01,113.6000,PCT,,,F04,7.7100,MG/L,,,F04,8.2300,SU,,,F01,5.2000,NTU,,,F01,1.1000,%FS,,,F01,4.1000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 10:15:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,0.9830,M,,11.9000,,29.3300,DEG C,,,F01,34926.0000,UMHOS/CM,,,F01,21.8700,PPT,,,F01,109.7000,PCT,,,F04,7.4400,MG/L,,,F04,8.2000,SU,,,F01,3.8000,NTU,,,F01,0.9000,%FS,,,F01,3.4000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 10:30:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0030,M,,11.9000,,29.4500,DEG C,,,F01,34906.0000,UMHOS/CM,,,F01,21.8500,PPT,,,F01,115.9000,PCT,,,F04,7.8400,MG/L,,,F04,8.2400,SU,,,F01,3.8000,NTU,,,F01,1.3000,%FS,,,F01,4.9000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 10:45:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0180,M,,11.8000,,29.6200,DEG C,,,F01,34918.0000,UMHOS/CM,,,F01,21.8600,PPT,,,F01,128.6000,PCT,,,F04,8.6700,MG/L,,,F04,8.3000,SU,,,F01,3.7000,NTU,,,F01,1.6000,%FS,,,F01,6.1000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 11:00:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0310,M,,11.8000,,29.7700,DEG C,,,F01,34916.0000,UMHOS/CM,,,F01,21.8500,PPT,,,F01,143.8000,PCT,,,F04,9.6800,MG/L,,,F04,8.3700,SU,,,F01,4.0000,NTU,,,F01,1.9000,%FS,,,F01,7.3000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 11:15:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0560,M,,11.9000,,30.0800,DEG C,,,F01,34854.0000,UMHOS/CM,,,F01,21.8000,PPT,,,F01,204.9000,PCT,,,F04,13.7200,MG/L,,,F04,8.5900,SU,,,F01,5.4000,NTU,,,F01,12.6000,%FS,CSF,,F01,48.4000,UG/L,CSF,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH.   ELEVATED CHLA/FS READINGS; DATA SUSPECT. 
8695,CMON,VIMS,8/11/2016 11:30:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0830,M,,11.8000,,30.1200,DEG C,,,F01,34788.0000,UMHOS/CM,,,F01,21.7500,PPT,,,F01,232.0000,PCT,,,F04,15.5300,MG/L,,,F04,8.6700,SU,,,F01,6.2000,NTU,,,F01,21.8000,%FS,CSF,,F01,83.8000,UG/L,CSF,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH.   ELEVATED CHLA/FS READINGS; DATA SUSPECT. 
8695,CMON,VIMS,8/11/2016 11:45:00 AM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1090,M,,11.9000,,30.1200,DEG C,,,F01,34760.0000,UMHOS/CM,,,F01,21.7300,PPT,,,F01,215.9000,PCT,,,F04,14.4500,MG/L,,,F04,8.6200,SU,,,F01,5.2000,NTU,,,F01,7.1000,%FS,CSF,,F01,27.5000,UG/L,CSF,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH.   ELEVATED CHLA/FS READINGS; DATA SUSPECT. 
8695,CMON,VIMS,8/11/2016 12:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1450,M,,11.9000,,30.0800,DEG C,,,F01,34829.0000,UMHOS/CM,,,F01,21.7800,PPT,,,F01,173.1000,PCT,,,F04,11.6000,MG/L,,,F04,8.4700,SU,,,F01,3.9000,NTU,,,F01,2.2000,%FS,,,F01,8.7000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 12:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1690,M,,11.9000,,30.0600,DEG C,,,F01,34866.0000,UMHOS/CM,,,F01,21.8100,PPT,,,F01,178.2000,PCT,,,F04,11.9400,MG/L,,,F04,8.4800,SU,,,F01,4.9000,NTU,,,F01,7.5000,%FS,CSF,,F01,28.8000,UG/L,CSF,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH.   ELEVATED CHLA/FS READINGS; DATA SUSPECT. 
8695,CMON,VIMS,8/11/2016 12:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2020,M,,11.8000,,30.0400,DEG C,,,F01,34881.0000,UMHOS/CM,,,F01,21.8200,PPT,,,F01,153.0000,PCT,CSF,,F04,10.2600,MG/L,CSF,,F04,8.3700,SU,CSF,,F01,3.6000,NTU,,,F01,1.2000,%FS,,,F01,4.8000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH.   SUDDEN DECREASE IN DO AND PH READINGS; DATA SUSPEC. 
8695,CMON,VIMS,8/11/2016 12:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2440,M,,11.9000,,30.0200,DEG C,,,F01,34833.0000,UMHOS/CM,,,F01,21.7900,PPT,,,F01,163.4000,PCT,,,F04,10.9500,MG/L,,,F04,8.4100,SU,,,F01,4.3000,NTU,,,F01,3.2000,%FS,,,F01,12.1000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 1:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2740,M,,11.9000,,30.0000,DEG C,,,F01,34795.0000,UMHOS/CM,,,F01,21.7600,PPT,,,F01,169.2000,PCT,,,F04,11.3500,MG/L,,,F04,8.4300,SU,,,F01,5.3000,NTU,,,F01,6.2000,%FS,,,F01,23.8000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 1:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3170,M,,11.9000,,29.9800,DEG C,,,F01,34838.0000,UMHOS/CM,,,F01,21.7900,PPT,,,F01,152.0000,PCT,,,F04,10.2000,MG/L,,,F04,8.3500,SU,,,F01,4.5000,NTU,,,F01,3.1000,%FS,,,F01,12.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 1:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3510,M,,11.9000,,29.9200,DEG C,,,F01,34880.0000,UMHOS/CM,,,F01,21.8200,PPT,,,F01,130.7000,PCT,,,F04,8.7700,MG/L,,,F04,8.2400,SU,,,F01,4.3000,NTU,,,F01,1.7000,%FS,,,F01,6.5000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 1:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3780,M,,11.8000,,29.8600,DEG C,,,F01,34893.0000,UMHOS/CM,,,F01,21.8300,PPT,,,F01,128.7000,PCT,,,F04,8.6500,MG/L,,,F04,8.2300,SU,,,F01,4.5000,NTU,,,F01,3.4000,%FS,,,F01,13.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 2:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4130,M,,11.9000,,29.8400,DEG C,,,F01,34907.0000,UMHOS/CM,,,F01,21.8400,PPT,,,F01,126.8000,PCT,,,F04,8.5300,MG/L,,,F04,8.2100,SU,,,F01,4.7000,NTU,,,F01,4.2000,%FS,,,F01,16.2000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 2:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4300,M,,11.9000,,29.8600,DEG C,,,F01,34923.0000,UMHOS/CM,,,F01,21.8500,PPT,,,F01,123.8000,PCT,,,F04,8.3200,MG/L,,,F04,8.2000,SU,,,F01,4.0000,NTU,,,F01,2.1000,%FS,,,F01,8.1000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 2:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4500,M,,11.9000,,29.8700,DEG C,,,F01,34979.0000,UMHOS/CM,,,F01,21.8900,PPT,,,F01,124.8000,PCT,,,F04,8.3900,MG/L,,,F04,8.2000,SU,,,F01,3.7000,NTU,,,F01,2.0000,%FS,,,F01,7.7000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 2:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4360,M,,11.9000,,29.8700,DEG C,,,F01,34999.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,125.1000,PCT,,,F04,8.4000,MG/L,,,F04,8.2100,SU,,,F01,4.2000,NTU,,,F01,2.1000,%FS,,,F01,8.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 3:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4480,M,,11.9000,,29.8400,DEG C,,,F01,34999.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,124.7000,PCT,,,F04,8.3800,MG/L,,,F04,8.2100,SU,,,F01,4.1000,NTU,,,F01,1.7000,%FS,,,F01,6.5000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 3:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4270,M,,11.8000,,29.8200,DEG C,,,F01,34991.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,124.1000,PCT,,,F04,8.3400,MG/L,,,F04,8.2100,SU,,,F01,5.4000,NTU,,,F01,1.8000,%FS,,,F01,6.9000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 3:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4180,M,,11.8000,,29.8100,DEG C,,,F01,34987.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,123.6000,PCT,,,F04,8.3100,MG/L,,,F04,8.2100,SU,,,F01,7.5000,NTU,,,F01,1.9000,%FS,,,F01,7.5000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 3:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4190,M,,11.8000,,29.8300,DEG C,,,F01,34989.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,123.5000,PCT,,,F04,8.3000,MG/L,,,F04,8.2100,SU,,,F01,6.2000,NTU,,,F01,2.0000,%FS,,,F01,7.8000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 4:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.4040,M,,11.8000,,29.8700,DEG C,,,F01,34996.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,123.8000,PCT,,,F04,8.3100,MG/L,,,F04,8.2200,SU,,,F01,6.1000,NTU,,,F01,1.8000,%FS,,,F01,6.8000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 4:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3930,M,,11.8000,,29.9300,DEG C,,,F01,35000.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,124.3000,PCT,,,F04,8.3400,MG/L,,,F04,8.2200,SU,,,F01,6.0000,NTU,,,F01,1.8000,%FS,,,F01,7.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 4:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3770,M,,11.9000,,29.9700,DEG C,,,F01,34999.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,123.3000,PCT,,,F04,8.2700,MG/L,,,F04,8.2200,SU,,,F01,8.1000,NTU,,,F01,1.9000,%FS,,,F01,7.2000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 4:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3550,M,,11.8000,,30.0100,DEG C,,,F01,35000.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,122.7000,PCT,,,F04,8.2200,MG/L,,,F04,8.2200,SU,,,F01,7.0000,NTU,,,F01,2.0000,%FS,,,F01,7.7000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 5:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.3250,M,,11.8000,,30.0400,DEG C,,,F01,35003.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,123.9000,PCT,,,F04,8.3000,MG/L,,,F04,8.2200,SU,,,F01,6.2000,NTU,,,F01,1.8000,%FS,,,F01,7.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 5:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2980,M,,11.8000,,30.0400,DEG C,,,F01,35014.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,123.4000,PCT,,,F04,8.2600,MG/L,,,F04,8.2300,SU,,,F01,8.9000,NTU,,,F01,1.9000,%FS,,,F01,7.5000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 5:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2630,M,,11.8000,,30.0300,DEG C,,,F01,35008.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,124.3000,PCT,,,F04,8.3200,MG/L,,,F04,8.2300,SU,,,F01,7.7000,NTU,,,F01,2.1000,%FS,,,F01,8.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 5:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2440,M,,11.8000,,30.0300,DEG C,,,F01,35010.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,124.0000,PCT,,,F04,8.3000,MG/L,,,F04,8.2400,SU,,,F01,6.8000,NTU,,,F01,2.2000,%FS,,,F01,8.6000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 6:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.2110,M,,11.8000,,30.0300,DEG C,,,F01,35017.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,123.5000,PCT,,,F04,8.2700,MG/L,,,F04,8.2400,SU,,,F01,6.5000,NTU,,,F01,2.5000,%FS,,,F01,9.4000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 6:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1860,M,,11.8000,,30.0200,DEG C,,,F01,35018.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,122.9000,PCT,,,F04,8.2300,MG/L,,,F04,8.2400,SU,,,F01,6.5000,NTU,,,F01,2.4000,%FS,,,F01,9.2000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 6:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1680,M,,11.9000,,30.0500,DEG C,,,F01,35019.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,122.5000,PCT,,,F04,8.2000,MG/L,,,F04,8.2400,SU,,,F01,7.1000,NTU,,,F01,2.9000,%FS,,,F01,11.3000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 6:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1300,M,,11.9000,,30.0300,DEG C,,,F01,35010.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,121.5000,PCT,,,F04,8.1400,MG/L,,,F04,8.2400,SU,,,F01,7.6000,NTU,,,F01,2.3000,%FS,,,F01,9.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 7:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.1010,M,,11.8000,,29.9900,DEG C,,,F01,35003.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,119.5000,PCT,,,F04,8.0100,MG/L,,,F04,8.2400,SU,,,F01,7.3000,NTU,,,F01,2.0000,%FS,,,F01,7.6000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 7:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0800,M,,11.9000,,29.9500,DEG C,,,F01,34996.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,118.5000,PCT,,,F04,7.9500,MG/L,,,F04,8.2400,SU,,,F01,7.2000,NTU,,,F01,2.3000,%FS,,,F01,8.7000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 7:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0450,M,,11.8000,,29.9200,DEG C,,,F01,34996.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,116.4000,PCT,,,F04,7.8100,MG/L,,,F04,8.2300,SU,,,F01,8.6000,NTU,,,F01,2.0000,%FS,,,F01,7.7000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 7:45:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,1.0230,M,,11.8000,,29.8800,DEG C,,,F01,35000.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,114.5000,PCT,,,F04,7.6900,MG/L,,,F04,8.2200,SU,,,F01,9.7000,NTU,,,F01,2.0000,%FS,,,F01,7.6000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 8:00:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,0.9960,M,,11.8000,,29.8500,DEG C,,,F01,34981.0000,UMHOS/CM,,,F01,21.8900,PPT,,,F01,112.1000,PCT,,,F04,7.5300,MG/L,,,F04,8.2200,SU,,,F01,7.8000,NTU,,,F01,1.8000,%FS,,,F01,7.0000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 8:15:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,0.9690,M,,11.8000,,29.8900,DEG C,,,F01,35002.0000,UMHOS/CM,,,F01,21.9100,PPT,,,F01,111.8000,PCT,,,F04,7.5100,MG/L,,,F04,8.2200,SU,,,F01,6.5000,NTU,,,F01,2.2000,%FS,,,F01,8.6000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
8695,CMON,VIMS,8/11/2016 8:30:00 PM,CHE019.38,Mobjack Bay,MOBPH,14D102145,37.217222,-76.392222,0.52,AB,0.9450,M,,11.8000,,29.9400,DEG C,,,F01,35001.0000,UMHOS/CM,,,F01,21.9000,PPT,,,F01,109.7000,PCT,,,F04,7.3600,MG/L,,,F04,8.2200,SU,,,F01,6.5000,NTU,,,F01,1.8000,%FS,,,F01,6.8000,UG/L,,,F01,,UG/L,NND,,F01,,UG/L,NND,,F01,,RFU,NND,,F01,WIND EVENT:  8/11/2016 WINDS UP TO 20 MPH. 
