Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,Turbidity FNU,TSS mg/L,ODO % sat,ODO mg/L,pH,pH mV,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PE RFU,BGA-PE µg/L,fDOM RFU,fDOM QSU,Press psi a,Depth m
16-09-29,15:47:49,0,Default Site,0,5.8,11.8,0.31,0,115.3,7.21,8.15,-110.7,30.25,56826.7,51647.5,33.8,51070.9,33571,0.3,1.32,0.11,0.76,0.42,1.25,1.026,0.7
16-09-29,15:53:49,0,Default Site,0,5.8,11.9,0.28,0,114.4,7.16,8.15,-110.6,30.196,56763.7,51638.6,33.79,51068.4,33565,0.24,1.02,0.33,1.52,0.41,1.22,1.028,0.701
16-09-29,15:59:49,0,Default Site,0,5.8,11.8,0.37,0,112.7,7.06,8.14,-110.1,30.156,56718.8,51633.9,33.79,51068.5,33562,0.24,1.04,-0.06,0.18,0.45,1.35,1.033,0.705
16-09-29,16:05:49,0,Default Site,0,5.8,11.8,0.25,0,113.4,7.1,8.14,-110.3,30.172,56738.8,51637.9,33.79,51070.6,33565,0.24,1.06,0.1,0.74,0.44,1.31,1.049,0.716
16-09-29,16:11:49,0,Default Site,0,5.8,11.8,0.34,0,112.8,7.06,8.14,-110.2,30.171,56735.4,51635.4,33.79,51068.2,33563,0.28,1.22,0.14,0.87,0.43,1.27,1.045,0.713
16-09-29,16:17:49,0,Default Site,0,5.8,11.8,0.29,0,112.9,7.07,8.14,-110.3,30.158,56721.4,51634.8,33.79,51069.2,33563,0.32,1.44,0.23,1.17,0.4,1.18,1.057,0.721
16-09-29,16:23:49,0,Default Site,0,5.9,11.8,0.29,0,112.7,7.06,8.14,-110.3,30.149,56709.8,51632.2,33.79,51067.7,33561,0.2,0.85,-0.13,-0.09,0.42,1.26,1.054,0.719
16-09-29,16:29:49,0,Default Site,0,5.8,11.9,0.27,0,110.3,6.91,8.13,-109.6,30.077,56625,51619.2,33.78,51063.2,33553,0.22,0.95,-0.08,0.09,0.38,1.14,1.084,0.74
16-09-29,16:35:49,0,Default Site,0,5.8,11.8,0.25,0,109.6,6.87,8.13,-109.5,30.073,56619.2,51617.6,33.78,51062.1,33551,0.18,0.73,-0.04,0.23,0.42,1.23,1.075,0.734
16-09-29,16:41:49,0,Default Site,0,5.8,11.8,0.35,0,109.2,6.85,8.13,-109.4,30.06,56608.6,51620.2,33.78,51066.2,33553,0.31,1.38,0.25,1.26,0.38,1.13,1.079,0.737
16-09-29,16:47:49,0,Default Site,0,5.8,11.8,0.31,0,108.9,6.83,8.13,-109.4,30.06,56610.7,51621.8,33.79,51067.7,33554,0.29,1.27,0.24,1.21,0.38,1.14,1.079,0.737
16-09-29,16:53:49,0,Default Site,0,5.8,11.8,0.49,0,109.5,6.87,8.13,-109.5,30.068,56617.2,51620.7,33.78,51065.7,33553,0.2,0.85,0,0.39,0.36,1.06,1.092,0.746
16-09-29,16:59:49,0,Default Site,0,5.8,11.8,0.31,0,109,6.84,8.12,-109.2,30.062,56612.3,51621.1,33.78,51066.8,33554,0.27,1.21,0.13,0.83,0.46,1.36,1.111,0.758
16-09-29,17:05:49,0,Default Site,0,5.8,11.8,0.32,0,109.1,6.84,8.13,-109.4,30.061,56609.8,51620,33.78,51065.8,33553,0.22,0.96,0.07,0.63,0.36,1.06,1.109,0.757
16-09-29,17:11:49,0,Default Site,0,5.8,11.8,0.25,0,108.8,6.83,8.13,-109.3,30.058,56605.9,51619.3,33.78,51065.4,33553,0.26,1.15,0.01,0.43,0.4,1.2,1.121,0.765
16-09-29,17:17:49,0,Default Site,0,5.8,11.8,0.38,0,109.3,6.85,8.13,-109.4,30.054,56604.2,51621.2,33.79,51067.8,33554,0.41,1.89,0.39,1.73,0.38,1.13,1.128,0.771
16-09-29,17:23:49,0,Default Site,0,5.9,11.8,0.75,0,109.1,6.84,8.13,-109.3,30.059,56610.2,51622.3,33.79,51068.4,33555,0.4,1.83,0.21,1.11,0.39,1.17,1.128,0.77
16-09-29,17:29:49,0,Default Site,0,5.8,11.8,0.47,0,109.4,6.86,8.13,-109.3,30.058,56609.9,51623,33.79,51069.1,33555,0.37,1.71,0.07,0.62,0.37,1.11,1.141,0.779
16-09-29,17:35:49,0,Default Site,0,5.8,11.8,0.38,0,109.3,6.85,8.13,-109.4,30.057,56606.8,51621,33.78,51067.3,33554,0.31,1.37,0.08,0.66,0.41,1.23,1.144,0.782
16-09-29,17:41:49,0,Default Site,0,5.8,11.8,0.29,0,109.6,6.87,8.13,-109.4,30.047,56597.5,51621.4,33.79,51068.8,33554,0.37,1.67,0.1,0.73,0.37,1.09,1.145,0.782
16-09-29,17:47:49,0,Default Site,0,5.8,11.8,0.3,0,109.1,6.84,8.13,-109.4,30.036,56583,51618,33.78,51066.7,33552,0.32,1.42,0.05,0.55,0.37,1.1,1.134,0.774
16-09-29,17:53:49,0,Default Site,0,5.8,11.8,0.28,0,109.7,6.88,8.13,-109.4,30.034,56582.6,51619.8,33.78,51068.8,33553,0.31,1.42,0.08,0.64,0.35,1.03,1.123,0.767
16-09-29,17:59:49,0,Default Site,0,5.8,11.8,0.31,0,109,6.84,8.13,-109.4,30.04,56592.1,51622.4,33.79,51070.6,33555,0.25,1.11,0.06,0.58,0.39,1.15,1.155,0.789
16-09-29,18:05:49,0,Default Site,0,5.8,11.8,0.48,0,109.6,6.88,8.13,-109.4,30.035,56584,51619.7,33.78,51068.5,33553,0.28,1.26,0,0.37,0.37,1.1,1.145,0.782
16-09-29,18:11:49,0,Default Site,0,5.8,11.8,0.28,0,109.2,6.85,8.13,-109.3,30.045,56597.5,51623.2,33.79,51070.9,33555,0.26,1.14,0.06,0.59,0.37,1.09,1.158,0.791
16-09-29,18:17:49,0,Default Site,0,5.9,11.8,0.23,0,109.3,6.86,8.13,-109.3,30.044,56599.1,51625.5,33.79,51073.3,33557,0.3,1.33,-0.01,0.34,0.39,1.14,1.161,0.793
16-09-29,18:23:49,0,Default Site,0,5.8,11.8,0.44,0,109.2,6.85,8.12,-109.2,30.045,56599.3,51624.5,33.79,51072.1,33556,0.36,1.67,0.16,0.93,0.42,1.24,1.172,0.8
16-09-29,18:29:49,0,Default Site,0,5.9,11.8,0.36,0,109.4,6.86,8.13,-109.3,30.051,56597.2,51617.7,33.78,51064.8,33552,0.3,1.35,0.04,0.52,0.45,1.33,1.182,0.808
16-09-29,18:35:49,0,Default Site,0,5.8,11.8,0.36,0,109.1,6.84,8.13,-109.4,30.039,56574,51607.1,33.78,51055.6,33545,0.32,1.43,0.15,0.89,0.52,1.53,1.166,0.796
16-09-29,18:41:49,0,Default Site,0,5.9,11.8,0.37,0,109.1,6.85,8.13,-109.3,30.03,56564.2,51606.7,33.78,51056.3,33544,0.29,1.31,-0.05,0.19,0.47,1.39,1.178,0.805
16-09-29,18:47:49,0,Default Site,0,5.9,11.8,0.43,0,109.1,6.85,8.13,-109.4,30.021,56559.6,51610.2,33.78,51060.7,33547,0.31,1.41,0.1,0.73,0.46,1.38,1.182,0.807
16-09-29,18:53:49,0,Default Site,0,5.8,11.8,0.4,0,109.3,6.86,8.13,-109.4,30.005,56538,51604.4,33.77,51056.8,33543,0.28,1.23,-0.06,0.15,0.47,1.39,1.187,0.811
16-09-29,18:59:49,0,Default Site,0,5.8,11.8,0.29,0,109.4,6.87,8.13,-109.4,29.998,56529.9,51603.9,33.77,51057.2,33543,0.33,1.47,0.02,0.44,0.46,1.38,1.183,0.808
16-09-29,19:05:49,0,Default Site,0,5.8,11.8,0.33,0,109.1,6.85,8.13,-109.4,29.99,56526.4,51607.3,33.78,51061.5,33545,0.28,1.25,-0.1,0.02,0.48,1.41,1.181,0.807
16-09-29,19:11:49,0,Default Site,0,5.9,11.8,0.37,0,108.1,6.79,8.12,-109.1,29.993,56526.4,51605.1,33.78,51058.9,33543,0.26,1.16,-0.01,0.32,0.47,1.39,1.192,0.814
16-09-29,19:17:49,0,Default Site,0,5.8,11.8,0.49,0,107.8,6.77,8.12,-109.1,29.978,56513.2,51606.4,33.78,51062,33544,0.22,0.93,-0.12,-0.06,0.47,1.39,1.202,0.822
16-09-29,19:23:49,0,Default Site,0,5.9,11.8,0.35,0,107.6,6.76,8.12,-109.1,29.976,56513.8,51608.4,33.78,51064.2,33545,0.26,1.12,-0.04,0.22,0.49,1.46,1.206,0.824
16-09-29,19:29:49,0,Default Site,0,5.9,11.8,0.39,0,107,6.72,8.12,-108.9,29.969,56508.9,51610.5,33.78,51067.1,33547,0.23,1,0.02,0.45,0.52,1.55,1.211,0.827
16-09-29,19:35:49,0,Default Site,0,5.8,11.8,0.32,0,107,6.72,8.12,-109,29.957,56493.7,51607.6,33.78,51065.6,33545,0.29,1.29,-0.09,0.05,0.5,1.48,1.217,0.832
16-09-29,19:41:49,0,Default Site,0,5.8,11.8,0.34,0,107.7,6.77,8.12,-109,29.939,56472.9,51604.6,33.78,51064.7,33543,0.32,1.47,0.04,0.53,0.5,1.49,1.224,0.836
16-09-29,19:47:49,0,Default Site,0,5.8,11.8,0.41,0,107.9,6.79,8.12,-109.1,29.919,56447.7,51599.8,33.77,51062.4,33540,0.22,0.94,-0.09,0.07,0.5,1.5,1.217,0.832
16-09-29,19:53:49,0,Default Site,0,5.8,11.8,0.33,0,104.9,6.59,8.11,-108.4,29.937,56486.2,51618.7,33.79,51078.9,33552,0.24,1.02,-0.05,0.2,0.53,1.58,1.223,0.836
16-09-29,19:59:49,0,Default Site,0,5.9,11.8,0.37,0,106.1,6.67,8.12,-108.8,29.915,56450.2,51605.6,33.78,51068.5,33544,0.23,0.98,-0.08,0.09,0.55,1.63,1.233,0.843
16-09-29,20:05:49,0,Default Site,0,5.9,11.8,0.4,0,104,6.54,8.11,-108.3,29.922,56468.8,51616.3,33.79,51078.3,33551,0.25,1.1,-0.08,0.11,0.53,1.58,1.23,0.84
16-09-29,20:11:49,0,Default Site,0,5.8,11.8,0.37,0,104.4,6.57,8.11,-108.4,29.907,56450.6,51613,33.78,51076.8,33548,0.28,1.22,-0.05,0.2,0.53,1.58,1.233,0.843
16-09-29,20:17:49,0,Default Site,0,5.8,11.8,0.38,0,106.2,6.68,8.12,-108.8,29.893,56427.3,51604.6,33.78,51070.1,33543,0.27,1.19,-0.11,0,0.5,1.49,1.225,0.837
16-09-29,20:23:49,0,Default Site,0,5.8,11.8,0.45,0,106.3,6.69,8.12,-108.8,29.891,56424.7,51604,33.78,51069.8,33543,0.36,1.62,0.09,0.68,0.51,1.52,1.239,0.847
16-09-29,20:29:49,0,Default Site,0,5.8,11.8,0.39,0,105.7,6.65,8.12,-108.7,29.878,56410.6,51602.8,33.78,51070,33542,0.25,1.11,-0.03,0.26,0.52,1.54,1.225,0.837
16-09-29,20:35:49,0,Default Site,0,5.9,11.8,0.47,0,105.5,6.64,8.11,-108.6,29.876,56412.2,51606.4,33.78,51073.9,33544,0.24,1.03,0.15,0.9,0.51,1.52,1.234,0.844
16-09-29,20:41:49,0,Default Site,0,5.8,11.8,0.4,0,105.5,6.64,8.11,-108.5,29.87,56405.4,51605,33.78,51073.2,33543,0.27,1.17,0.01,0.4,0.51,1.52,1.243,0.85
16-09-29,20:47:49,0,Default Site,0,5.9,11.8,0.35,0,105,6.61,8.11,-108.6,29.859,56393.3,51604.1,33.78,51073.6,33543,0.3,1.36,0.08,0.64,0.51,1.53,1.243,0.85
16-09-29,20:53:49,0,Default Site,0,5.9,11.8,0.37,0,104.9,6.6,8.11,-108.5,29.857,56394.6,51606.8,33.78,51076.4,33544,0.23,0.97,-0.09,0.04,0.5,1.5,1.239,0.847
16-09-29,20:59:49,0,Default Site,0,5.9,11.8,0.42,0,105.2,6.62,8.11,-108.6,29.848,56387.2,51608.6,33.78,51079.3,33546,0.26,1.16,0.03,0.49,0.5,1.48,1.228,0.839
16-09-29,21:05:49,0,Default Site,0,5.9,11.8,0.39,0,104.9,6.6,8.11,-108.5,29.837,56373.2,51605.5,33.78,51077.4,33544,0.23,0.99,-0.07,0.14,0.51,1.52,1.243,0.85
16-09-29,21:11:49,0,Default Site,0,5.8,11.8,0.58,0,104.4,6.57,8.11,-108.5,29.852,56392.5,51610,33.78,51080.2,33546,0.25,1.09,-0.07,0.14,0.51,1.51,1.231,0.841
16-09-29,21:17:49,0,Default Site,0,5.8,11.7,0.48,0,103.8,6.53,8.11,-108.3,29.852,56393.4,51610.4,33.78,51080.6,33547,0.27,1.18,-0.05,0.21,0.52,1.54,1.23,0.841
16-09-29,21:23:49,0,Default Site,0,5.9,11.7,0.38,0,104.4,6.57,8.11,-108.5,29.837,56377.9,51609.8,33.78,51081.7,33546,0.25,1.08,-0.1,0.04,0.49,1.45,1.236,0.845
16-09-29,21:29:49,0,Default Site,0,5.8,11.7,0.4,0,103.9,6.54,8.11,-108.4,29.839,56379,51609.4,33.78,51081.1,33546,0.22,0.95,-0.11,-0.02,0.51,1.51,1.23,0.841
16-09-29,21:35:49,0,Default Site,0,5.9,11.8,0.32,0,102.5,6.45,8.11,-108.2,29.838,56381.6,51612.3,33.79,51084.1,33548,0.2,0.84,-0.14,-0.13,0.52,1.55,1.221,0.834
16-09-29,21:41:49,0,Default Site,0,5.8,11.8,0.35,0,103,6.48,8.11,-108.2,29.825,56353.7,51598.6,33.78,51072,33539,0.26,1.12,-0.04,0.25,0.52,1.56,1.221,0.834
16-09-29,21:47:49,0,Default Site,0,5.8,11.7,0.4,0,103.6,6.53,8.11,-108.4,29.804,56327.6,51593.4,33.77,51069.3,33536,0.21,0.89,-0.13,-0.1,0.5,1.48,1.214,0.83
16-09-29,21:53:49,0,Default Site,0,5.8,11.8,0.29,0,103.4,6.51,8.11,-108.3,29.81,56336.8,51596.6,33.78,51071.8,33538,0.29,1.29,0.01,0.42,0.51,1.53,1.225,0.837
16-09-29,21:59:49,0,Default Site,0,5.8,11.8,0.31,0,103.4,6.52,8.11,-108.4,29.803,56335,51600.8,33.78,51076.7,33541,0.25,1.09,-0.06,0.15,0.51,1.52,1.218,0.832
16-09-29,22:05:49,0,Default Site,0,5.8,11.7,0.32,0,102.5,6.45,8.11,-108.1,29.805,56338.4,51602.2,33.78,51077.9,33541,0.21,0.89,-0.05,0.2,0.56,1.67,1.207,0.825
16-09-29,22:11:49,0,Default Site,0,5.8,11.7,0.36,0,102,6.43,8.1,-108,29.793,56323,51599.7,33.78,51076.9,33540,0.29,1.27,-0.03,0.27,0.53,1.58,1.201,0.821
16-09-29,22:17:49,0,Default Site,0,5.8,11.7,0.38,0,101.6,6.4,8.1,-107.9,29.785,56316.7,51600.9,33.78,51079,33541,0.26,1.12,-0.03,0.25,0.55,1.63,1.197,0.818
16-09-29,22:23:49,0,Default Site,0,5.8,11.7,0.43,0,99,6.24,8.09,-107.2,29.771,56306.3,51604,33.78,51083.6,33543,0.22,0.96,-0.07,0.13,0.59,1.75,1.192,0.815
16-09-29,22:29:49,0,Default Site,0,5.8,11.7,0.36,0,98.3,6.2,8.09,-107.2,29.766,56302.9,51605.6,33.78,51085.8,33544,0.27,1.21,-0.06,0.16,0.62,1.85,1.173,0.801
16-09-29,22:35:49,0,Default Site,0,5.9,11.7,0.86,0,97.9,6.17,8.09,-107.2,29.768,56304.1,51604.1,33.78,51084,33543,0.26,1.13,-0.02,0.32,0.59,1.77,1.175,0.803
16-09-29,22:41:49,0,Default Site,0,5.9,11.7,0.33,0,97.9,6.17,8.09,-107.2,29.774,56309.5,51604.1,33.78,51083.4,33543,0.24,1.02,-0.05,0.21,0.6,1.79,1.16,0.792
16-09-29,22:47:49,0,Default Site,0,5.8,11.7,0.38,0,96.6,6.09,8.08,-106.9,29.765,56301.5,51605.1,33.78,51085.5,33543,0.35,1.57,0.1,0.73,0.62,1.84,1.15,0.785
16-09-29,22:53:49,0,Default Site,0,5.8,11.7,0.34,0,97.3,6.14,8.09,-107.1,29.763,56296.4,51601.7,33.78,51082.2,33541,0.19,0.78,-0.08,0.09,0.62,1.85,1.143,0.781
16-09-29,22:59:49,0,Default Site,0,5.8,11.7,0.45,0,96.2,6.06,8.08,-106.7,29.753,56287.5,51602.5,33.78,51084.1,33542,0.25,1.1,0,0.36,0.62,1.84,1.134,0.774
16-09-29,23:05:49,0,Default Site,0,5.8,11.7,0.35,0,95.5,6.02,8.08,-106.5,29.746,56273.2,51596.2,33.78,51078.8,33538,0.28,1.22,0.06,0.57,0.75,2.24,1.131,0.772
16-09-29,23:11:49,0,Default Site,0,5.9,11.7,0.46,0,93.7,5.91,8.07,-106.2,29.734,56259.3,51593.9,33.78,51077.8,33536,0.24,1.05,0.08,0.65,0.73,2.16,1.134,0.774
16-09-29,23:17:49,0,Default Site,0,5.8,11.7,0.43,0,94.8,5.98,8.08,-106.4,29.71,56231.3,51589.9,33.77,51076.6,33533,0.33,1.49,0.27,1.31,0.69,2.07,1.116,0.762
16-09-29,23:23:49,0,Default Site,0,5.8,11.7,0.33,0,95,5.99,8.08,-106.4,29.707,56227.3,51589.6,33.77,51076.9,33533,0.22,0.96,-0.01,0.32,0.67,1.99,1.105,0.754
16-09-29,23:29:49,0,Default Site,0,5.8,11.7,0.35,0,94.5,5.96,8.08,-106.4,29.701,56217.3,51585.1,33.77,51073,33530,0.24,1.06,0.05,0.54,0.71,2.13,1.102,0.752
16-09-29,23:35:49,0,Default Site,0,5.9,11.7,0.42,0,94.2,5.95,8.07,-106.4,29.702,56218.3,51585.2,33.77,51073,33530,0.26,1.12,0.04,0.53,0.71,2.13,1.09,0.744
16-09-29,23:41:49,0,Default Site,0,5.9,11.7,0.38,0,94.2,5.94,8.07,-106.3,29.694,56213.5,51588.4,33.77,51077,33532,0.29,1.3,0.14,0.85,0.68,2.03,1.083,0.739
16-09-29,23:47:49,0,Default Site,0,5.8,11.7,0.36,0,94,5.93,8.07,-106.3,29.7,56223.3,51591.7,33.78,51079.6,33535,0.27,1.17,0.02,0.46,0.71,2.12,1.081,0.737
16-09-29,23:53:49,0,Default Site,0,5.9,11.7,0.38,0,94.8,5.99,8.08,-106.4,29.677,56202.3,51593.4,33.78,51083.9,33536,0.23,1.01,0.03,0.49,0.7,2.08,1.075,0.734
16-09-29,23:59:49,0,Default Site,0,5.8,11.7,0.44,0,94.7,5.97,8.08,-106.4,29.677,56203,51594.2,33.78,51084.8,33536,0.25,1.07,-0.02,0.29,0.69,2.05,1.066,0.727
16-09-30,0:05:49,0,Default Site,0,5.8,11.7,0.47,0,94.2,5.94,8.07,-106.3,29.685,56214.1,51597,33.78,51086.6,33538,0.23,1.01,0.03,0.48,0.69,2.06,1.062,0.725
16-09-30,0:11:49,0,Default Site,0,5.8,11.7,0.44,0,94.8,5.98,8.08,-106.5,29.704,56249,51611.7,33.79,51099,33548,0.23,1,0.03,0.49,0.68,2.03,1.062,0.724
16-09-30,0:17:49,0,Default Site,0,5.8,11.7,0.41,0,95.2,6.01,8.08,-106.6,29.697,56246.5,51615.9,33.79,51104,33550,0.26,1.14,-0.01,0.35,0.63,1.88,1.054,0.719
16-09-30,0:23:49,0,Default Site,0,5.8,11.7,0.3,0,95.6,6.03,8.08,-106.7,29.72,56287.3,51632.8,33.8,51118,33561,0.27,1.18,-0.07,0.13,0.76,2.28,1.055,0.72
16-09-30,0:29:49,0,Default Site,0,5.8,11.7,0.4,0,95.6,6.03,8.08,-106.7,29.727,56304.8,51642.3,33.81,51126.6,33567,0.27,1.19,-0.04,0.23,0.69,2.06,1.052,0.717
16-09-30,0:35:49,0,Default Site,0,5.8,11.7,0.39,0,96.1,6.06,8.08,-106.8,29.731,56316.3,51648.9,33.82,51132.6,33572,0.23,1.01,0,0.36,0.65,1.93,1.04,0.71
16-09-30,0:41:49,0,Default Site,0,5.8,11.7,0.32,0,96,6.05,8.08,-106.8,29.753,56366.3,51675.2,33.84,51156.1,33589,0.29,1.29,0.02,0.46,0.86,2.57,1.04,0.709
16-09-30,0:47:49,0,Default Site,0,5.9,11.7,0.32,0,95.9,6.05,8.08,-106.7,29.743,56352.7,51671.4,33.83,51153.6,33586,0.3,1.33,0.02,0.46,0.6,1.8,1.028,0.701
16-09-30,0:53:49,0,Default Site,0,5.8,11.7,0.35,0,96.2,6.06,8.08,-106.7,29.74,56355.7,51676.8,33.84,51159.2,33590,0.24,1.05,-0.1,0.04,0.62,1.84,1.03,0.702
16-09-30,0:59:49,0,Default Site,0,5.9,11.7,0.38,0,97.3,6.13,8.09,-107,29.7,56304.1,51666.2,33.83,51153.5,33583,0.21,0.88,-0.12,-0.05,0.54,1.62,1.034,0.705
16-09-30,1:05:49,0,Default Site,0,5.8,11.7,0.39,0,97.8,6.17,8.09,-107.1,29.697,56310.7,51674.6,33.84,51162,33588,0.23,1,-0.12,-0.05,0.54,1.62,1.034,0.705
16-09-30,1:11:49,0,Default Site,0,5.9,11.7,0.37,0,98.4,6.2,8.09,-107.2,29.704,56323.9,51680.5,33.84,51167.1,33592,0.24,1.06,-0.06,0.15,0.54,1.61,1.031,0.703
16-09-30,1:17:49,0,Default Site,0,5.8,11.7,0.38,0,98.9,6.24,8.09,-107.3,29.678,56296.2,51678.3,33.84,51167.9,33591,0.33,1.49,-0.04,0.22,0.53,1.58,1.035,0.706
16-09-30,1:23:49,0,Default Site,0,5.9,11.7,0.39,0,98.3,6.2,8.09,-107.1,29.689,56305,51677,33.84,51165.4,33590,0.24,1.04,-0.18,-0.27,0.53,1.58,1.035,0.706
16-09-30,1:29:49,0,Default Site,0,5.8,11.7,0.36,0,98.4,6.21,8.09,-107.2,29.681,56293,51673.3,33.84,51162.6,33588,0.25,1.09,-0.08,0.1,0.55,1.64,1.042,0.711
16-09-30,1:35:49,0,Default Site,0,5.8,11.7,0.35,0,98.3,6.2,8.09,-107.1,29.673,56294.4,51681.5,33.84,51171.6,33593,0.27,1.18,-0.17,-0.22,0.56,1.66,1.051,0.717
16-09-30,1:41:49,0,Default Site,0,5.9,11.7,0.37,0,98.4,6.21,8.09,-107.2,29.695,56328.4,51692.6,33.85,51180.1,33600,0.23,1.01,-0.17,-0.24,0.52,1.54,1.052,0.717
16-09-30,1:47:49,0,Default Site,0,5.9,11.7,0.37,0,98.5,6.22,8.09,-107.2,29.671,56300,51688.5,33.85,51178.8,33598,0.25,1.08,-0.14,-0.12,0.52,1.55,1.051,0.717
16-09-30,1:53:49,0,Default Site,0,5.8,11.8,0.37,0,98.1,6.19,8.09,-107.2,29.686,56320.5,51694,33.85,51182.6,33601,0.29,1.28,-0.09,0.04,0.53,1.57,1.047,0.714
16-09-30,1:59:49,0,Default Site,0,5.9,11.9,0.3,0,98.4,6.21,8.09,-107.2,29.689,56324.9,51695,33.85,51183.2,33602,0.18,0.75,-0.16,-0.19,0.52,1.54,1.052,0.717
16-09-30,2:05:49,0,Default Site,0,5.8,11.9,0.34,0,98.3,6.2,8.09,-107.2,29.684,56323.2,51697.9,33.85,51186.7,33604,0.22,0.94,-0.24,-0.47,0.49,1.47,1.059,0.722
16-09-30,2:11:49,0,Default Site,0,5.8,12,0.34,0,98.5,6.21,8.09,-107.3,29.687,56334.1,51705,33.86,51193.3,33608,0.16,0.64,-0.15,-0.17,0.7,2.08,1.059,0.722
16-09-30,2:17:49,0,Default Site,0,5.8,12.1,0.33,0,98.7,6.23,8.09,-107.3,29.683,56330.8,51705.7,33.86,51194.5,33609,0.18,0.75,-0.12,-0.06,0.51,1.51,1.06,0.723
16-09-30,2:23:49,0,Default Site,0,5.9,12.2,0.37,0,98.3,6.2,8.09,-107.2,29.694,56344.3,51708.1,33.86,51195.6,33610,0.18,0.72,-0.11,-0.01,0.54,1.59,1.065,0.726
16-09-30,2:29:49,0,Default Site,0,5.8,12.3,0.33,0,98.4,6.21,8.09,-107.2,29.693,56348.3,51712.8,33.86,51200.3,33613,0.23,0.98,-0.19,-0.29,0.51,1.53,1.078,0.736
16-09-30,2:35:49,0,Default Site,0,5.8,12.2,0.36,0,99.2,6.26,8.09,-107.4,29.696,56353.3,51715.2,33.87,51202.5,33615,0.18,0.73,-0.18,-0.26,0.5,1.49,1.067,0.728
16-09-30,2:41:49,0,Default Site,0,5.8,12.2,0.36,0,99,6.24,8.09,-107.3,29.678,56338.3,51717.3,33.87,51206.5,33616,0.14,0.52,-0.23,-0.43,0.5,1.5,1.082,0.739
16-09-30,2:47:49,0,Default Site,0,5.8,12.2,0.3,0,99,6.24,8.09,-107.3,29.685,56344.9,51716.7,33.87,51205.1,33616,0.25,1.09,-0.11,-0.02,0.49,1.46,1.095,0.747
16-09-30,2:53:49,0,Default Site,0,5.9,12.3,0.33,0,99.8,6.3,8.09,-107.4,29.689,56349.3,51717.5,33.87,51205.4,33616,0.2,0.85,-0.22,-0.39,0.5,1.48,1.096,0.748
16-09-30,2:59:49,0,Default Site,0,5.9,12.3,0.29,0,99.9,6.3,8.1,-107.5,29.697,56367.6,51726.7,33.87,51213.6,33622,0.17,0.71,-0.2,-0.33,0.48,1.41,1.093,0.746
16-09-30,3:05:49,0,Default Site,0,5.8,12.4,0.41,0,100.2,6.32,8.1,-107.6,29.703,56369.7,51723.9,33.87,51210.3,33621,0.18,0.73,-0.18,-0.27,0.47,1.4,1.086,0.741
16-09-30,3:11:49,0,Default Site,0,5.9,12.4,0.31,0,100.5,6.33,8.1,-107.6,29.713,56384.3,51727.8,33.88,51212.9,33623,0.16,0.63,-0.16,-0.2,0.47,1.4,1.1,0.751
16-09-30,3:17:49,0,Default Site,0,5.8,12.5,0.34,0,100.9,6.36,8.1,-107.7,29.72,56394.3,51730.3,33.88,51214.5,33625,0.18,0.75,-0.24,-0.49,0.45,1.34,1.102,0.752
16-09-30,3:23:49,0,Default Site,0,5.8,12.3,0.38,0,101.1,6.37,8.1,-107.8,29.718,56392.4,51730.8,33.88,51215.2,33625,0.21,0.9,-0.21,-0.37,0.45,1.35,1.108,0.756
16-09-30,3:29:49,0,Default Site,0,5.8,12.4,0.34,0,101.2,6.38,8.1,-107.8,29.715,56385,51726.9,33.87,51211.8,33623,0.18,0.72,-0.24,-0.47,0.46,1.37,1.107,0.755
16-09-30,3:35:49,0,Default Site,0,5.9,12.5,0.33,0,101.5,6.4,8.1,-107.9,29.723,56395.5,51729.3,33.88,51213.2,33624,0.24,1.03,-0.22,-0.39,0.46,1.38,1.11,0.757
16-09-30,3:41:49,0,Default Site,0,5.8,12.7,0.39,0,102,6.43,8.1,-107.9,29.733,56404.5,51728.2,33.87,51210.9,33623,0.21,0.87,-0.21,-0.38,0.44,1.32,1.117,0.762
16-09-30,3:47:49,0,Default Site,0,5.9,12.8,0.79,0,102.1,6.43,8.1,-107.9,29.743,56414,51728.2,33.87,51209.9,33623,0.17,0.7,-0.24,-0.47,0.46,1.37,1.116,0.762
16-09-30,3:53:49,0,Default Site,0,5.8,13,0.37,0,102.5,6.46,8.1,-108,29.754,56427.3,51730.2,33.88,51210.5,33625,0.18,0.72,-0.19,-0.29,0.46,1.36,1.121,0.765
16-09-30,3:59:49,0,Default Site,0,5.9,13.2,0.37,0,102.5,6.46,8.1,-108,29.761,56435.1,51730.8,33.88,51210.3,33625,0.17,0.7,-0.22,-0.41,0.45,1.35,1.129,0.77
16-09-30,4:05:49,0,Default Site,0,5.9,12.9,0.35,0,103,6.49,8.11,-108.1,29.778,56455.1,51734.3,33.88,51211.8,33627,0.13,0.47,-0.26,-0.54,0.45,1.34,1.131,0.772
16-09-30,4:11:49,0,Default Site,0,5.8,13,0.31,0,103.2,6.5,8.1,-108,29.782,56457.4,51732.3,33.88,51209.3,33626,0.16,0.62,-0.26,-0.53,0.46,1.38,1.126,0.769
