#,Date,"Time, GMT+05:30","Temp, °C",End Of File
419,8/1/2016,21:30:00,29.552,
420,8/1/2016,22:00:00,29.552,
421,8/1/2016,22:30:00,29.552,
422,8/1/2016,23:00:00,29.652,
423,8/1/2016,23:30:00,29.552,
424,9/1/2016,0:00:00,29.452,
425,9/1/2016,0:30:00,29.352,
426,9/1/2016,1:00:00,29.252,
427,9/1/2016,1:30:00,29.152,
428,9/1/2016,2:00:00,29.152,
429,9/1/2016,2:30:00,29.152,
430,9/1/2016,3:00:00,29.152,
431,9/1/2016,3:30:00,29.152,
432,9/1/2016,4:00:00,29.152,
433,9/1/2016,4:30:00,29.053,
434,9/1/2016,5:00:00,29.053,
435,9/1/2016,5:30:00,29.053,
436,9/1/2016,6:00:00,29.053,
437,9/1/2016,6:30:00,28.953,
438,9/1/2016,7:00:00,28.953,
439,9/1/2016,7:30:00,29.053,
440,9/1/2016,8:00:00,29.053,
441,9/1/2016,8:30:00,29.352,
442,9/1/2016,9:00:00,29.452,
443,9/1/2016,9:30:00,29.352,
444,9/1/2016,10:00:00,29.652,
445,9/1/2016,10:30:00,29.953,
446,9/1/2016,11:00:00,29.953,
447,9/1/2016,11:30:00,30.154,
448,9/1/2016,12:00:00,30.356,
449,9/1/2016,12:30:00,30.457,
450,9/1/2016,13:00:00,30.862,
451,9/1/2016,13:30:00,31.064,
452,9/1/2016,14:00:00,31.166,
453,9/1/2016,14:30:00,31.166,
454,9/1/2016,15:00:00,31.064,
455,9/1/2016,15:30:00,30.963,
456,9/1/2016,16:00:00,30.659,
457,9/1/2016,16:30:00,30.154,
458,9/1/2016,17:00:00,30.356,
459,9/1/2016,17:30:00,30.154,
460,9/1/2016,18:00:00,30.054,
461,9/1/2016,18:30:00,29.953,
462,9/1/2016,19:00:00,29.953,
463,9/1/2016,19:30:00,29.953,
464,9/1/2016,20:00:00,29.853,
465,9/1/2016,20:30:00,29.752,
466,9/1/2016,21:00:00,29.652,
467,9/1/2016,21:30:00,29.552,
468,9/1/2016,22:00:00,29.552,
469,9/1/2016,22:30:00,29.552,
470,9/1/2016,23:00:00,29.552,
471,9/1/2016,23:30:00,29.552,
472,10/1/2016,0:00:00,29.652,
473,10/1/2016,0:30:00,29.652,
474,10/1/2016,1:00:00,29.752,
475,10/1/2016,1:30:00,29.552,
476,10/1/2016,2:00:00,29.352,
477,10/1/2016,2:30:00,29.252,
478,10/1/2016,3:00:00,29.252,
479,10/1/2016,3:30:00,29.252,
480,10/1/2016,4:00:00,29.252,
481,10/1/2016,4:30:00,29.252,
482,10/1/2016,5:00:00,29.252,
483,10/1/2016,5:30:00,29.252,
484,10/1/2016,6:00:00,29.152,
485,10/1/2016,6:30:00,29.152,
486,10/1/2016,7:00:00,29.152,
487,10/1/2016,7:30:00,29.152,
488,10/1/2016,8:00:00,29.252,
489,10/1/2016,8:30:00,29.352,
490,10/1/2016,9:00:00,29.552,
491,10/1/2016,9:30:00,29.652,
492,10/1/2016,10:00:00,29.853,
493,10/1/2016,10:30:00,29.853,
494,10/1/2016,11:00:00,29.752,
495,10/1/2016,11:30:00,29.953,
496,10/1/2016,12:00:00,30.054,
497,10/1/2016,12:30:00,30.255,
498,10/1/2016,13:00:00,30.457,
499,10/1/2016,13:30:00,30.862,
500,10/1/2016,14:00:00,30.963,
501,10/1/2016,14:30:00,30.963,
502,10/1/2016,15:00:00,30.76,
503,10/1/2016,15:30:00,30.862,
504,10/1/2016,16:00:00,30.76,
505,10/1/2016,16:30:00,30.457,
506,10/1/2016,17:00:00,30.356,
507,10/1/2016,17:30:00,30.054,
508,10/1/2016,18:00:00,30.054,
509,10/1/2016,18:30:00,29.953,
510,10/1/2016,19:00:00,29.953,
511,10/1/2016,19:30:00,29.953,
512,10/1/2016,20:00:00,30.054,
513,10/1/2016,20:30:00,29.953,
514,10/1/2016,21:00:00,29.652,
515,10/1/2016,21:30:00,29.552,
516,10/1/2016,22:00:00,29.452,
517,10/1/2016,22:30:00,29.352,
518,10/1/2016,23:00:00,29.452,
519,10/1/2016,23:30:00,29.352,
520,11/1/2016,0:00:00,29.552,
521,11/1/2016,0:30:00,29.452,
522,11/1/2016,1:00:00,29.552,
523,11/1/2016,1:30:00,29.652,
524,11/1/2016,2:00:00,29.252,
525,11/1/2016,2:30:00,29.352,
526,11/1/2016,3:00:00,29.352,
527,11/1/2016,3:30:00,29.352,
528,11/1/2016,4:00:00,29.352,
529,11/1/2016,4:30:00,29.352,
530,11/1/2016,5:00:00,29.352,
531,11/1/2016,5:30:00,29.252,
532,11/1/2016,6:00:00,29.252,
533,11/1/2016,6:30:00,29.252,
534,11/1/2016,7:00:00,29.252,
535,11/1/2016,7:30:00,29.252,
536,11/1/2016,8:00:00,29.352,
537,11/1/2016,8:30:00,29.552,
538,11/1/2016,9:00:00,29.552,
539,11/1/2016,9:30:00,29.652,
540,11/1/2016,10:00:00,29.853,
541,11/1/2016,10:30:00,29.853,
542,11/1/2016,11:00:00,29.953,
543,11/1/2016,11:30:00,30.054,
544,11/1/2016,12:00:00,30.255,
545,11/1/2016,12:30:00,30.558,
546,11/1/2016,13:00:00,30.558,
547,11/1/2016,13:30:00,30.356,
548,11/1/2016,14:00:00,30.963,
549,11/1/2016,14:30:00,30.054,
550,11/1/2016,15:00:00,30.356,
551,11/1/2016,15:30:00,30.76,
552,11/1/2016,16:00:00,30.255,
553,11/1/2016,16:30:00,30.356,
554,11/1/2016,17:00:00,30.154,
555,11/1/2016,17:30:00,30.054,
556,11/1/2016,18:00:00,29.953,
557,11/1/2016,18:30:00,29.853,
558,11/1/2016,19:00:00,29.752,
559,11/1/2016,19:30:00,29.752,
560,11/1/2016,20:00:00,29.853,
561,11/1/2016,20:30:00,29.652,
562,11/1/2016,21:00:00,29.652,
563,11/1/2016,21:30:00,29.552,
564,11/1/2016,22:00:00,29.552,
565,11/1/2016,22:30:00,29.552,
566,11/1/2016,23:00:00,29.552,
567,11/1/2016,23:30:00,29.552,
568,12/1/2016,0:00:00,29.552,
569,12/1/2016,0:30:00,29.552,
570,12/1/2016,1:00:00,29.552,
571,12/1/2016,1:30:00,29.452,
572,12/1/2016,2:00:00,29.452,
573,12/1/2016,2:30:00,29.352,
574,12/1/2016,3:00:00,29.352,
575,12/1/2016,3:30:00,29.252,
576,12/1/2016,4:00:00,29.252,
577,12/1/2016,4:30:00,29.252,
578,12/1/2016,5:00:00,29.152,
579,12/1/2016,5:30:00,29.152,
580,12/1/2016,6:00:00,29.152,
581,12/1/2016,6:30:00,29.152,
582,12/1/2016,7:00:00,29.053,
583,12/1/2016,7:30:00,29.053,
584,12/1/2016,8:00:00,29.252,
585,12/1/2016,8:30:00,29.252,
586,12/1/2016,9:00:00,29.352,
587,12/1/2016,9:30:00,29.853,
588,12/1/2016,10:00:00,29.752,
589,12/1/2016,10:30:00,29.752,
590,12/1/2016,11:00:00,29.652,
591,12/1/2016,11:30:00,29.752,
592,12/1/2016,12:00:00,30.054,
593,12/1/2016,12:30:00,30.154,
594,12/1/2016,13:00:00,30.054,
595,12/1/2016,13:30:00,30.76,
596,12/1/2016,14:00:00,30.558,
597,12/1/2016,14:30:00,30.154,
598,12/1/2016,15:00:00,30.76,
599,12/1/2016,15:30:00,30.76,
600,12/1/2016,16:00:00,30.457,
601,12/1/2016,16:30:00,30.255,
602,12/1/2016,17:00:00,30.054,
603,12/1/2016,17:30:00,29.752,
604,12/1/2016,18:00:00,29.752,
605,12/1/2016,18:30:00,29.652,
606,12/1/2016,19:00:00,29.552,
607,12/1/2016,19:30:00,29.552,
608,12/1/2016,20:00:00,29.552,
609,12/1/2016,20:30:00,29.552,
610,12/1/2016,21:00:00,29.552,
611,12/1/2016,21:30:00,29.452,
612,12/1/2016,22:00:00,29.452,
613,12/1/2016,22:30:00,29.452,
614,12/1/2016,23:00:00,29.352,
615,12/1/2016,23:30:00,29.352,
616,13/01/16,0:00:00,29.352,
617,13/01/16,0:30:00,29.252,
618,13/01/16,1:00:00,29.352,
619,13/01/16,1:30:00,29.252,
620,13/01/16,2:00:00,29.252,
621,13/01/16,2:30:00,29.053,
622,13/01/16,3:00:00,29.152,
623,13/01/16,3:30:00,29.152,
624,13/01/16,4:00:00,29.152,
625,13/01/16,4:30:00,29.252,
626,13/01/16,5:00:00,29.252,
627,13/01/16,5:30:00,29.152,
628,13/01/16,6:00:00,29.152,
629,13/01/16,6:30:00,29.152,
630,13/01/16,7:00:00,29.053,
631,13/01/16,7:30:00,29.152,
632,13/01/16,8:00:00,29.252,
633,13/01/16,8:30:00,29.352,
634,13/01/16,9:00:00,29.552,
635,13/01/16,9:30:00,29.452,
636,13/01/16,10:00:00,29.552,
637,13/01/16,10:30:00,29.552,
638,13/01/16,11:00:00,29.652,
639,13/01/16,11:30:00,29.752,
640,13/01/16,12:00:00,29.953,
641,13/01/16,12:30:00,30.054,
642,13/01/16,13:00:00,30.457,
643,13/01/16,13:30:00,30.76,
644,13/01/16,14:00:00,30.76,
645,13/01/16,14:30:00,30.76,
646,13/01/16,15:00:00,31.064,
647,13/01/16,15:30:00,30.76,
648,13/01/16,16:00:00,30.76,
649,13/01/16,16:30:00,30.457,
650,13/01/16,17:00:00,30.356,
651,13/01/16,17:30:00,30.054,
652,13/01/16,18:00:00,29.953,
653,13/01/16,18:30:00,29.853,
654,13/01/16,19:00:00,29.752,
655,13/01/16,19:30:00,29.752,
656,13/01/16,20:00:00,29.652,
657,13/01/16,20:30:00,29.652,
658,13/01/16,21:00:00,29.652,
659,13/01/16,21:30:00,29.552,
660,13/01/16,22:00:00,29.552,
661,13/01/16,22:30:00,29.053,
662,13/01/16,23:00:00,29.053,
663,13/01/16,23:30:00,29.053,
664,14/01/16,0:00:00,29.152,
665,14/01/16,0:30:00,29.152,
666,14/01/16,1:00:00,29.152,
667,14/01/16,1:30:00,29.152,
668,14/01/16,2:00:00,29.152,
669,14/01/16,2:30:00,29.053,
670,14/01/16,3:00:00,28.853,
671,14/01/16,3:30:00,28.953,
672,14/01/16,4:00:00,28.953,
673,14/01/16,4:30:00,28.953,
674,14/01/16,5:00:00,28.953,
675,14/01/16,5:30:00,29.053,
